"","2017-12-31","2018-12-31","2019-12-31"
"순이자손익",0.943699182087968,0.951557501925445,0.938209779388775
"순수수료손익",0.190463121576954,0.198503493908849,0.203817639359205
"금융상품관련손익",0.043003715588583,0.0644813105390682,0.0820628182911771
"위험회피회계파생상품관련손익",NA,NA,NA
"외환거래(환율변동)손익",0.0453108789538447,0.0169439119411292,0.0336030693735659
"금융자산관련손익",-0.126357154920742,-0.11483238794475,-0.122743146637838
"기타영업손익",-0.100510893430164,-0.113471927861885,-0.138270191782855
"순영업수익",1,1,1
