312908 63153 14259 NA 15024
-41897 -33327 331576 191807 139769
8387 NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA 927 NA NA NA
NA NA NA 3752 7807
NA NA NA NA NA
NA NA 692 NA NA
NA NA NA 2808 NA
NA NA NA 3698 140349
30863 109486 NA 109486 106840
NA 17014920 853422 NA NA
NA NA NA NA 1655240
NA 916625 NA NA NA
NA 11627586 11705610 98084 NA
20564 NA 134480 89098 27634
NA 8454 NA 496973 15737710
NA NA NA NA NA
NA NA 9973107 3602384 NA
2842 18698 NA 18234 835580
1277210 1242271 128687 NA 413950
NA -2094 684322 NA 80596
NA NA 273026 NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA 44530 14524 NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA 335719 NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
12196 -145560 -845529 699181 NA
NA -83376 NA NA NA
NA NA NA NA NA
-386106 1136692 NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA 1522799 NA NA
NA NA NA NA NA
NA NA NA NA NA
NA 5282 NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA 320476 2698230 NA
NA NA NA 2674557 NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA -21350 NA NA
-6802 8163 273847 282014 338528
70620 22940 NA 6028 -40853
-40369 355762 197250 158513 8653
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
1212 NA NA NA NA
NA NA 4168 7440 NA
NA NA NA NA NA
NA NA NA NA NA
NA NA 3992 NA NA
NA NA 2495 159724 43827
115898 NA 115898 113575 NA
18301746 867190 NA 1323502 NA
NA NA NA NA 1377490
NA 1102755 NA NA NA
12549029 12640104 113011 NA 22338
NA 142411 86060 38304 NA
NA NA 521168 16921958 NA
NA NA NA NA NA
NA 10513899 4118766 NA 7157
19854 NA 17696 855107 1379791
1344102 131476 NA 417167 NA
-11243 767573 NA -299380 NA
NA 273139 NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
42818 16016 NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA 352606 NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
-522101 -1135982 614849 NA NA
-464161 NA NA NA NA
NA NA NA NA -176246
1795163 NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA 1971410 NA NA NA
NA NA NA NA NA
NA NA NA NA NA
5798 NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA 462122 3870582 NA NA
NA NA 3835150 NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA 3381567 NA
NA NA NA 3374770 NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA -26892 NA NA 386
-13118 282014 268894 354086 76922
30971 NA 12682 -46324 -52184
377406 209560 167847 12153 NA
NA NA NA NA NA
NA NA NA 5292 NA
NA NA NA NA 1581
NA NA NA NA NA
NA 3909 11539 NA NA
NA NA NA NA NA
NA NA NA NA NA
NA 4275 NA NA NA
NA 2981 168461 45222 123238
NA 123473 119721 NA 20412338
959055 NA 1514819 NA NA
NA NA NA 1689232 NA
1358292 NA NA NA 13557937
13643011 108058 NA 23351 NA
170972 98763 50680 NA NA
NA 579256 18894958 NA NA
NA NA NA NA NA
11504532 4543442 NA NA 23929
NA 19385 1026192 1517381 1453664
133208 74155 425045 NA -4010
855925 NA 103177 NA NA
317700 NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA 44703
27121 NA NA NA NA
NA NA NA NA NA
NA NA NA NA 57697
395217 NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA -141146
-1267375 1126228 NA NA -72580
NA NA NA NA NA
NA NA NA -475934 2324582
NA NA NA NA NA
NA NA NA NA NA
NA NA NA 575 NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
2800515 NA NA NA NA
NA NA NA NA NA
NA NA NA NA 10178
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
381528 3602796 NA NA NA
NA 3541735 NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA 3191139 NA NA
NA NA 3151378 NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
-30126 NA NA 2117 10890
268894 279784
