"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",104992,115207,107721,25594,25671,23800
"매출원가",90295,94587,89304,20966,20639,19978
"매출총이익",14698,20623,18418,4630,5030,3824
"판매비와관리비",11224,11417,11614,2896,2725,2749
"인건비",2985,3418,3519,772,606,650
"유무형자산상각비",272,286,438,121,110,115
"연구개발비",133,142,154,37,30,38
"광고선전비",245,162,143,35,33,34
"판매비",5293,4915,4867,1151,951,950
"관리비",2010,2188,2168,456,401,355
"기타원가성비용",0,0,0,0,0,0
"기타",284,304,325,323,591,610
"영업이익",3474,9209,6803,1732,2307,1072
"영업이익(발표기준)",3474,9209,6803,1732,2307,1072
"금융수익",1907,581,720,377,134,142
"이자수익",138,135,184,39,29,26
"배당금수익",13,28,2,4,0,0
"외환이익",1193,304,398,180,88,79
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",500,9,7,1,0,0
"금융자산평가이익",3,1,10,0,1,2
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",51,93,101,70,-17,-6
"기타금융수익",11,16,15,80,32,40
"금융원가",2092,2767,3112,1052,438,513
"이자비용",1425,1956,2072,390,366,316
"외환손실",393,620,572,416,3,32
"대손상각비",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,4,0,0,0
"금융자산처분손실",1,1,0,0,1,-1
"금융자산평가손실",21,48,12,51,0,0
"금융자산손상차손",52,66,1,0,0,0
"파생상품손실",135,67,441,29,7,16
"기타금융원가",62,10,10,163,60,149
"기타수익",1550,1196,1275,435,230,193
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",7,9,3,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,1,0,0,0
"자산처분(폐기)이익",172,151,215,8,7,4
"자산평가이익",81,190,122,17,0,0
"자산손상차손환입",0,32,1,0,0,0
"임대료수익",36,39,35,8,5,-1
"로열티수익",0,0,0,0,0,0
"수수료수익",9,18,9,2,2,1
"대손충당금환입",21,0,3,1,0,3
"충당부채환입액",4,0,1,0,0,0
"기타비용",1762,1272,2020,160,165,191
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",5,13,25,1,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0,0,0
"자산처분(폐기)손실",558,175,141,2,45,26
"자산평가손실",0,0,0,0,9,-9
"자산손상차손",553,362,1284,9,11,80
"기타대손상각비",43,30,79,15,0,0
"충당부채전입액",3,3,1,1,1,1
"종속기업,공동지배기업및관계기업관련손익",-33,203,14,-19,39,13
"지분법손익",-41,61,13,-1,13,4
"종속기업,공동지배기업및관계기업투자주식처분손익",-81,18,-7,0,0,-1
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",3051,7151,3690,1316,2110,717
"법인세비용",1531,2063,1235,329,588,186
"계속영업이익",1522,5085,2457,989,1524,533
"중단영업이익",136,-125,-44,-12,82,11
"당기순이익",1658,4961,2410,977,1606,544
"지배주주순이익",939,3572,1351,781,1269,294
"비지배주주순이익",601,1076,818,95,233,122
"자산",141807,157241,160510,161475,161297,162248
"유동자산",45094,49207,47611,49821,47942,47084
"재고자산",14513,16840,15849,15876,15111,14407
"유동생물자산",0,0,0,0,0,0
"유동금융자산",2535,4287,5351,6116,5596,4952
"매출채권및기타유동채권",19791,18633,16748,16498,15062,15393
"당기법인세자산",45,31,46,57,18,32
"계약자산",0,70,5,0,0,146
"반품(환불)자산",0,6,8,5,5,5
"배출권",0,0,11,11,11,1
"기타유동자산",646,633,804,891,861,987
"현금및현금성자산",7206,8646,8250,8968,10853,10759
"매각예정비유동자산및처분자산집단",359,61,538,1398,426,405
"비유동자산",95455,106943,111418,111654,111997,112454
"유형자산",82118,87257,88960,88678,89099,89202
"무형자산",3050,7419,7523,7494,7470,7563
"비유동생물자산",1050,1247,1381,1445,601,599
"투자부동산",2240,2383,2597,2592,2690,2742
"장기금융자산",2929,4519,5122,5741,5453,5269
"관계기업등지분관련투자자산",2772,2801,2855,2828,2950,2983
"장기매출채권및기타비유동채권",306,290,213,217,252,280
"이연법인세자산",395,264,563,570,495,478
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",595,762,2200,2094,2991,3329
"기타금융업자산",1258,1089,1482,0,1354,2710
"부채",75494,85888,86664,86838,85014,85406
"유동부채",49277,51629,46476,47514,43648,41692
"단기사채",1218,750,876,467,458,771
"단기차입금",22618,22275,18360,19805,19773,16834
"유동성장기부채",6825,8912,8346,8794,8080,8791
"유동금융부채",85,174,917,755,576,645
"매입채무및기타유동채무",15952,15742,14084,13315,11930,12211
"유동종업원급여충당부채",9,14,17,7,10,11
"기타단기충당부채",91,116,189,110,51,41
"당기법인세부채",968,1586,1052,844,713,586
"계약부채",0,612,1049,1116,267,41
"반품(환불)부채",0,5,7,5,4,5
"배출부채",0,5,30,45,40,8
"기타유동부채",1463,1408,1545,1744,1749,1750
"매각예정으로분류된처분자산집단에포함된부채",48,33,1,506,0,0
"비유동부채",26217,34258,40190,39325,41366,43712
"사채",2835,3330,3953,3277,4259,4383
"장기차입금",13961,19386,23561,23322,24114,25904
"비유동금융부채",244,371,1107,1069,1180,1572
"장기매입채무및기타비유동채무",591,681,818,728,658,648
"비유동종업원급여충당부채",3241,3506,3660,3782,3876,3993
"기타장기충당부채",751,1248,1055,1053,1048,1045
"이연법인세부채",4494,5547,5828,5802,5940,5882
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",93,188,204,294,289,283
"기타금융업부채",0,0,0,0,0,0
"자본",66310,71347,73847,74634,76284,76840
"지배기업주주지분",51993,56145,57866,58582,60168,60229
"자본금",10141,10389,9185,8776,8797,9094
"신종자본증권",0,0,0,0,0,0
"자본잉여금",17789,18266,20044,19750,19932,20038
"기타자본",-8552,-8471,-8483,-8490,-8447,-8603
"기타포괄손익누계액",3164,3615,4003,4138,4119,4008
"이익잉여금(결손금)",31963,35290,36300,37674,39130,39533
"비지배주주지분",11804,12254,12796,12791,12754,12772
"영업활동으로인한현금흐름",5633,10662,9772,1479,3201,2139
"당기순손익",1593,5067,2820,977,1607,543
"법인세비용차감전계속사업이익",122,-70,-420,0,0,0
"현금유출이없는비용등가산",11050,12070,13447,3187,2653,2516
"퇴직급여",738,816,825,190,198,192
"종업원급여",6,25,27,2,2,0
"주식보상비",3,3,3,1,0,0
"감가상각비",4714,5129,5705,1387,1362,1366
"무형자산상각비",165,210,201,50,51,51
"계약부채전입액",0,0,0,0,0,0
"반품(환불)부채전입액",0,0,0,0,0,0
"배출부채전입액",0,4,44,5,-5,0
"기타의대손상각비",42,11,72,13,15,0
"배당금지급",0,0,0,0,0,0
"금융부채관련손실",21,8,5,1,0,1
"사채상환손실",38,1,2,8,0,0
"투자자산평가손실",0,0,25,8,2,-8
"자산재평가손실",0,0,36,0,0,0
"지분법관련손실",83,38,18,29,-3,-12
"종속기업관련손실",0,34,39,0,0,1
"관계기업관련손익",180,67,69,2,3,-4
"(현금유입이없는수익등차감)",2553,1748,1991,639,400,135
"금융부채관련이익",12,11,51,1,2,1
"사채상환이익",2,4,2,20,0,2
"퇴직급여충당부채환입액",0,0,0,0,0,0
"계약부채환입액",0,0,0,0,0,0
"반품(환불)부채환입액",0,0,0,0,0,0
"배출부채환입액",0,0,0,0,0,9
"주식보상비환입",0,0,0,0,0,0
"투자자산평가이익",0,90,88,3,6,2
"자산재평가이익",0,77,0,0,0,0
"지분법관련이익",28,79,21,3,12,6
"종속회사관련이익",0,4,47,0,0,0
"법인세수익",62,32,214,5,-5,0
"영업활동으로인한자산부채변동(운전자본변동)",-2740,-1811,-605,-1220,79,-86
"자산의감소(증가)",-2644,539,992,75,510,-194
"부채의증가(감소)",-127,-2330,-1589,-1328,-617,220
"정부보조금등의변동",-6,-6,-1,0,0,0
"기타운전자본의변동",39,-8,-6,34,187,-113
"*영업에서창출된현금흐름",7472,13511,13248,2308,3936,2836
"기타영업활동으로인한현금흐름",-1838,-2849,-3473,-826,-740,-698
"이자수입",262,321,526,124,95,98
"이자지급(-)",-1294,-1787,-1865,-454,-424,-404
"배당금수입",162,77,68,2,76,-59
