"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",29548,25594,25671,23800
"매출원가",24621,20966,20639,19978
"매출총이익",4928,4630,5030,3824
"판매비와관리비",3312,2896,2725,2749
"인건비",1527,772,606,650
"유무형자산상각비",159,121,110,115
"연구개발비",50,37,30,38
"광고선전비",62,35,33,34
"판매비",1893,1151,951,950
"관리비",862,456,401,355
"기타원가성비용",0,0,0,0
"기타",-1243,323,591,610
"영업이익",1619,1732,2307,1072
"영업이익(발표기준)",1619,1732,2307,1072
"금융수익",170,377,134,142
"이자수익",80,39,29,26
"배당금수익",0,4,0,0
"외환이익",152,180,88,79
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",6,1,0,0
"금융자산평가이익",-5,0,1,2
"금융자산손상차손환입",0,0,0,0
"파생상품이익",56,70,-17,-6
"기타금융수익",-123,80,32,40
"금융원가",709,1052,438,513
"이자비용",909,390,366,316
"외환손실",58,416,3,32
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",4,0,0,0
"금융자산처분손실",0,0,1,-1
"금융자산평가손실",9,51,0,0
"금융자산손상차손",1,0,0,0
"파생상품손실",395,29,7,16
"기타금융원가",-670,163,60,149
"기타수익",576,435,230,193
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",1,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",1,0,0,0
"자산처분(폐기)이익",176,8,7,4
"자산평가이익",107,17,0,0
"자산손상차손환입",1,0,0,0
"임대료수익",13,8,5,-1
"로열티수익",0,0,0,0
"수수료수익",3,2,2,1
"대손충당금환입",2,1,0,3
"충당부채환입액",0,0,0,0
"기타비용",1565,160,165,191
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",15,1,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0
"자산처분(폐기)손실",88,2,45,26
"자산평가손실",0,0,9,-9
"자산손상차손",1213,9,11,80
"기타대손상각비",78,15,0,0
"충당부채전입액",-6,1,1,1
"종속기업,공동지배기업및관계기업관련손익",-40,-19,39,13
"지분법손익",-2,-1,13,4
"종속기업,공동지배기업및관계기업투자주식처분손익",-14,0,0,-1
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",51,1316,2110,717
"법인세비용",119,329,588,186
"계속영업이익",-62,989,1524,533
"중단영업이익",-80,-12,82,11
"당기순이익",-141,977,1606,544
"지배주주순이익",-276,781,1269,294
"비지배주주순이익",109,95,233,122
"자산",160510,161475,161297,162248
"유동자산",47611,49821,47942,47084
"재고자산",15849,15876,15111,14407
"유동생물자산",0,0,0,0
"유동금융자산",5351,6116,5596,4952
"매출채권및기타유동채권",16748,16498,15062,15393
"당기법인세자산",46,57,18,32
"계약자산",5,0,0,146
"반품(환불)자산",8,5,5,5
"배출권",11,11,11,1
"기타유동자산",804,891,861,987
"현금및현금성자산",8250,8968,10853,10759
"매각예정비유동자산및처분자산집단",538,1398,426,405
"비유동자산",111418,111654,111997,112454
"유형자산",88960,88678,89099,89202
"무형자산",7523,7494,7470,7563
"비유동생물자산",1381,1445,601,599
"투자부동산",2597,2592,2690,2742
"장기금융자산",5122,5741,5453,5269
"관계기업등지분관련투자자산",2855,2828,2950,2983
"장기매출채권및기타비유동채권",213,217,252,280
"이연법인세자산",563,570,495,478
"장기당기법인세자산",0,0,0,0
"기타비유동자산",2200,2094,2991,3329
"기타금융업자산",1482,0,1354,2710
"부채",86664,86838,85014,85406
"유동부채",46476,47514,43648,41692
"단기사채",876,467,458,771
"단기차입금",18360,19805,19773,16834
"유동성장기부채",8346,8794,8080,8791
"유동금융부채",917,755,576,645
"매입채무및기타유동채무",14084,13315,11930,12211
"유동종업원급여충당부채",17,7,10,11
"기타단기충당부채",189,110,51,41
"당기법인세부채",1052,844,713,586
"계약부채",1049,1116,267,41
"반품(환불)부채",7,5,4,5
"배출부채",30,45,40,8
"기타유동부채",1545,1744,1749,1750
"매각예정으로분류된처분자산집단에포함된부채",1,506,0,0
"비유동부채",40190,39325,41366,43712
"사채",3953,3277,4259,4383
"장기차입금",23561,23322,24114,25904
"비유동금융부채",1107,1069,1180,1572
"장기매입채무및기타비유동채무",818,728,658,648
"비유동종업원급여충당부채",3660,3782,3876,3993
"기타장기충당부채",1055,1053,1048,1045
"이연법인세부채",5828,5802,5940,5882
"장기당기법인세부채",0,0,0,0
"기타비유동부채",204,294,289,283
"기타금융업부채",0,0,0,0
"자본",73847,74634,76284,76840
"지배기업주주지분",57866,58582,60168,60229
"자본금",9185,8776,8797,9094
"신종자본증권",0,0,0,0
"자본잉여금",20044,19750,19932,20038
"기타자본",-8483,-8490,-8447,-8603
"기타포괄손익누계액",4003,4138,4119,4008
"이익잉여금(결손금)",36300,37674,39130,39533
"비지배주주지분",12796,12791,12754,12772
"영업활동으로인한현금흐름",3876,1479,3201,2139
"당기순손익",292,977,1607,543
"법인세비용차감전계속사업이익",-420,0,0,0
"현금유출이없는비용등가산",4601,3187,2653,2516
"퇴직급여",251,190,198,192
"종업원급여",21,2,2,0
"주식보상비",2,1,0,0
"감가상각비",1668,1387,1362,1366
"무형자산상각비",67,50,51,51
"계약부채전입액",0,0,0,0
"반품(환불)부채전입액",0,0,0,0
"배출부채전입액",42,5,-5,0
"기타의대손상각비",71,13,15,0
"배당금지급",0,0,0,0
"금융부채관련손실",4,1,0,1
"사채상환손실",-1,8,0,0
"투자자산평가손실",19,8,2,-8
"자산재평가손실",36,0,0,0
"지분법관련손실",-5,29,-3,-12
"종속기업관련손실",39,0,0,1
"관계기업관련손익",67,2,3,-4
"(현금유입이없는수익등차감)",952,639,400,135
"금융부채관련이익",43,1,2,1
"사채상환이익",2,20,0,2
"퇴직급여충당부채환입액",0,0,0,0
"계약부채환입액",0,0,0,0
"반품(환불)부채환입액",0,0,0,0
"배출부채환입액",0,0,0,9
"주식보상비환입",0,0,0,0
"투자자산평가이익",82,3,6,2
"자산재평가이익",0,0,0,0
"지분법관련이익",6,3,12,6
"종속회사관련이익",0,0,0,0
"법인세수익",168,5,-5,0
"영업활동으로인한자산부채변동(운전자본변동)",794,-1220,79,-86
"자산의감소(증가)",-83,75,510,-194
"부채의증가(감소)",797,-1328,-617,220
"정부보조금등의변동",0,0,0,0
"기타운전자본의변동",78,34,187,-113
"*영업에서창출된현금흐름",4311,2308,3936,2836
"기타영업활동으로인한현금흐름",-435,-826,-740,-698
"이자수입",119,124,95,98
"이자지급(-)",-413,-454,-424,-404
"배당금수입",56,2,76,-59
"배당금지급(-)",0,0,0,0
"법인세환입",6,0,12,-4
"법인세납부(-)",-207,-498,-500,-335
"중단영업관련현금흐름",0,0,0,0
"투자활동으로인한현금흐름",-2145,-935,-1768,-2560
"투자활동으로인한현금유입액",3243,2039,2848,1814
"유동금융자산의감소",1083,388,795,617
"장기금융상품의감소",208,28,36,1
"매도가능금융자산의감소",0,0,0,2
"만기보유금융자산의감소",0,0,0,0
"장기대여금의감소",33,0,0,0
"파생상품의변동",0,1,0,0
"기타비유동금융자산의감소",1628,1391,1616,1011
"관계기업등지분관련투자자산의감소",-5,0,259,-125
"유형자산의감소",242,25,135,103
"무형자산의감소",9,0,3,2
"생물자산의감소",3,3,3,10
"투자부동산의감소",0,3,6,20
"기타투자활동으로인한현금유입액",46,201,-6,176
"(투자활동으로인한현금유출액)",5396,2978,4631,4381
"유동금융자산의증가",1432,474,771,846
"장기금융상품의증가",-31,60,144,104
"매도가능금융자산의증가",-1,33,-30,1
"만기보유금융자산의증가",90,0,0,0
"장기대여금의증가",28,0,0,1
"기타비유동금융자산의증가",1598,1291,1913,1161
"관계기업등지분관련투자자산의증가",810,0,90,58
"유형자산의증가",1431,1028,1724,2030
"무형자산의증가",56,30,28,26
"생물자산의증가",55,0,0,0
"투자부동산의증가",16,1,2,0
"기타투자활동으로인한현금유출액",-91,61,-8,148
"기타투자활동으로인한현금흐름",10,7,16,5
"재무활동으로인한현금흐름",-950,182,534,272
"재무활동으로인한현금유입액",11870,11645,19633,11259
"사채의증가",785,313,1446,816
"차입금의증가",10820,11247,17296,10620
"미지급금의증가",0,0,0,0
"유동성장기부채의증가",120,85,657,-568
"기타금융부채의증가",1,2,1,3
"기타부채의증가",0,0,26,1
"유상증자",137,0,20,22
"자기주식의처분",8,0,186,0
"주식매입선택권의행사",0,0,0,0
"자본구성항목의증가",0,0,0,364
"기타재무활동으로인한현금유입액",-2,0,1,0
"(재무활동으로인한현금유출액)",12722,11393,18341,10961
"사채의감소",440,240,106,10
"차입금의감소",10463,9954,15592,10332
"미지급금의감소",0,0,0,0
"유동성장기부채의감소",1717,1026,2204,299
"기타금융부채의감소",-88,129,391,138
"기타부채의감소",0,0,2,0
"유상감자",24,0,0,0
"자기주식의취득",0,9,29,206
"자본구성항목의감소",-454,0,0,0
"기타재무활동으로인한현금유출액",618,34,18,-23
"기타재무활동으로인한현금흐름",-95,-74,-757,-27
"영업투자재무활동기타현금흐름",7,-114,114,0
"연결범위변동으로인한현금의증가",-31,0,0,0
"환율변동효과",-82,168,-89,-40
"현금및현금성자산의증가",674,780,1991,-188
"기초현금및현금성자산",7486,8185,8968,10853
"기말현금및현금성자산",8250,8968,10853,10764
