"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",1008413,1110894,1103888,262056,243249,267521
"매출원가",806256,914918,922894,224431,199265,214743
"매출총이익",202164,195975,180994,37618,43985,52788
"판매비와관리비",104068,111516,126017,28530,28883,28576
"인건비",28988,31989,34969,8012,8296,8533
"유무형자산상각비",5439,5872,8571,1983,2045,2123
"연구개발비",6505,7978,9483,2041,2082,2005
"광고선전비",2545,3014,3405,594,598,666
"판매비",25660,24280,25680,5906,5325,5545
"관리비",27331,29313,30488,6353,6355,5692
"기타원가성비용",695,690,642,0,0,0
"기타",6896,8370,12787,3629,4181,4005
"영업이익",98087,84464,54977,9101,15103,24213
"영업이익(발표기준)",98087,84464,54977,9101,15103,24213
"금융수익",11591,10861,12249,6053,3151,2006
"이자수익",2348,3522,3303,696,713,590
"배당금수익",202,292,476,369,33,28
"외환이익",7308,5224,6151,3355,1398,1140
"대손충당금환입액",60,8,1,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",773,521,319,145,39,35
"금융자산평가이익",258,290,554,216,782,-33
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",553,811,1319,703,-34,-98
"기타금융수익",84,165,90,558,215,327
"금융원가",17326,17908,21099,11172,4832,5936
"이자비용",8803,9811,12452,2777,2773,2490
"외환손실",6511,6663,6703,6091,739,1298
"대손상각비",6,63,2,12,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",10,16,11,1,1,3
"금융자산처분손실",121,308,67,36,45,19
"금융자산평가손실",7,320,258,486,-146,-24
"금융자산손상차손",254,0,58,0,0,17
"파생상품손실",1255,414,742,279,703,1306
"기타금융원가",353,304,794,1496,707,826
"기타수익",20853,19094,21299,24314,4878,4570
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,1,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,13,4,10,37,17
"자산처분(폐기)이익",1421,1236,1121,8631,245,478
"자산평가이익",11,43,341,56,25,0
"자산손상차손환입",159,49,97,10,13,62
"임대료수익",218,217,222,36,34,34
"로열티수익",16,12,11,3,0,0
"수수료수익",134,50,60,14,17,17
"대손충당금환입",125,28,91,6,7,-1
"충당부채환입액",8,954,179,0,2,5
"기타비용",26676,24217,39389,17482,4035,6597
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",19,19,134,9,7,3
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,1,24,4,46,15
"자산처분(폐기)손실",1262,949,1667,236,230,497
"자산평가손실",1,380,233,44,0,0
"자산손상차손",5810,5925,17930,777,290,227
"기타대손상각비",150,193,570,61,58,2097
"충당부채전입액",309,149,606,0,0,13
"종속기업,공동지배기업및관계기업관련손익",13169,11296,7931,-190,1891,2073
"지분법손익",12874,10096,7269,-430,1671,1778
"종속기업,공동지배기업및관계기업투자주식처분손익",11,-2,0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,-2,0,0,0,0
"세전계속사업이익",99709,83579,35970,10620,16158,20321
"법인세비용",23401,21337,12596,3429,4527,5697
"계속영업이익",76298,62252,23379,7192,11642,14621
"중단영업이익",3580,8164,-1404,175,2504,221
