"","X2017.12","X2018.12","X2019.12"
"매출액",1008413,1110894,1103888
"매출원가",806256,914918,922894
"매출총이익",202164,195975,180994
"판매비와관리비",104068,111516,126017
"인건비",28988,31989,34969
"유무형자산상각비",5439,5872,8571
"연구개발비",6505,7978,9483
"광고선전비",2545,3014,3405
"판매비",25660,24280,25680
"관리비",27331,29313,30488
"기타원가성비용",695,690,642
"기타",6896,8370,12787
"영업이익",98087,84464,54977
"영업이익(발표기준)",98087,84464,54977
"금융수익",11591,10861,12249
"이자수익",2348,3522,3303
"배당금수익",202,292,476
"외환이익",7308,5224,6151
"대손충당금환입액",60,8,1
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",773,521,319
"금융자산평가이익",258,290,554
"금융자산손상차손환입",0,0,0
"파생상품이익",553,811,1319
"기타금융수익",84,165,90
"금융원가",17326,17908,21099
"이자비용",8803,9811,12452
"외환손실",6511,6663,6703
"대손상각비",6,63,2
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",10,16,11
"금융자산처분손실",121,308,67
"금융자산평가손실",7,320,258
"금융자산손상차손",254,0,58
"파생상품손실",1255,414,742
"기타금융원가",353,304,794
"기타수익",20853,19094,21299
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,13,4
"자산처분(폐기)이익",1421,1236,1121
"자산평가이익",11,43,341
"자산손상차손환입",159,49,97
"임대료수익",218,217,222
"로열티수익",16,12,11
"수수료수익",134,50,60
"대손충당금환입",125,28,91
"충당부채환입액",8,954,179
"기타비용",26676,24217,39389
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",19,19,134
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,1,24
"자산처분(폐기)손실",1262,949,1667
"자산평가손실",1,380,233
"자산손상차손",5810,5925,17930
"기타대손상각비",150,193,570
"충당부채전입액",309,149,606
"종속기업,공동지배기업및관계기업관련손익",13169,11296,7931
"지분법손익",12874,10096,7269
"종속기업,공동지배기업및관계기업투자주식처분손익",11,-2,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,-2,0
"세전계속사업이익",99709,83579,35970
"법인세비용",23401,21337,12596
"계속영업이익",76298,62252,23379
"중단영업이익",3580,8164,-1404
"당기순이익",79880,70416,21974
"지배주주순이익",74929,65989,19153
"비지배주주순이익",3310,2667,2470
"자산",1223376,1316596,1400736
"유동자산",500816,502826,507792
"재고자산",124069,151088,163126
"유동생물자산",0,0,0
"유동금융자산",78631,80635,77065
"매출채권및기타유동채권",173731,163304,152546
"당기법인세자산",1720,504,2172
"계약자산",0,482,1181
"반품(환불)자산",0,58,102
"배출권",141,64,67
"기타유동자산",18378,16867,21027
"현금및현금성자산",102885,88852,84542
"매각예정비유동자산및처분자산집단",1258,972,5971
"비유동자산",722563,813765,892938
"유형자산",486926,564931,609932
"무형자산",59693,64853,66655
"비유동생물자산",68,0,0
"투자부동산",23892,24787,24763
"장기금융자산",35385,35188,36559
"관계기업등지분관련투자자산",93100,105918,111677
"장기매출채권및기타비유동채권",8156,4748,3653
"이연법인세자산",8467,9036,13179
"장기당기법인세자산",3167,0,0
"기타비유동자산",3726,4033,26288
"기타금융업자산",0,0,0
"부채",519716,565879,640026
"유동부채",340460,350935,355828
"단기사채",848,874,863
"단기차입금",96772,114788,111454
"유동성장기부채",49841,51029,43563
"유동금융부채",907,1171,2252
"매입채무및기타유동채무",152432,152943,167615
"유동종업원급여충당부채",31,32,57
"기타단기충당부채",1602,2377,7267
"당기법인세부채",16623,14142,6989
"계약부채",0,4969,5519
"반품(환불)부채",0,181,184
"배출부채",801,429,854
"기타유동부채",20596,8001,9156
"매각예정으로분류된처분자산집단에포함된부채",0,8,48
"비유동부채",179262,214949,284194
"사채",61373,76362,119612
"장기차입금",67652,87838,103011
"비유동금융부채",2010,2337,13327
"장기매입채무및기타비유동채무",5679,4673,4821
"비유동종업원급여충당부채",9800,11574,11328
"기타장기충당부채",8035,6951,8324
"이연법인세부채",21419,21540,21476
"장기당기법인세부채",0,0,0
"기타비유동부채",3299,3507,2017
"기타금융업부채",0,0,0
"자본",703655,750707,760707
"지배기업주주지분",636617,678538,688394
"자본금",39899,39760,39411
"신종자본증권",1025,495,495
"자본잉여금",113540,129161,127852
"기타자본",-17326,-33673,-34028
"기타포괄손익누계액",4605,1233,3158
"이익잉여금(결손금)",518212,568039,576968
"비지배주주지분",43696,45693,46853
"영업활동으로인한현금흐름",112141,88517,97135
"당기순손익",44740,41205,16901
"법인세비용차감전계속사업이익",40127,27810,9327
"현금유출이없는비용등가산",94330,103576,130827
"퇴직급여",5155,5580,6007
"종업원급여",160,203,265
"주식보상비",26,91,37
"감가상각비",42927,46976,56764
"무형자산상각비",2720,2830,3459
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",11,83,117
"기타의대손상각비",149,271,521
"배당금지급",0,0,0
"금융부채관련손실",294,210,571
"사채상환손실",7,0,73
"투자자산평가손실",0,334,0
"자산재평가손실",0,0,0
"지분법관련손실",212,774,1697
"종속기업관련손실",91,11,188
"관계기업관련손익",767,1454,1054
"(현금유입이없는수익등차감)",29831,33292,25816
"금융부채관련이익",17,18,22
"사채상환이익",8,9,8
"퇴직급여충당부채환입액",0,8,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",19,0,0
"주식보상비환입",0,1,0
"투자자산평가이익",3,0,94
"자산재평가이익",0,0,0
"지분법관련이익",12821,11286,9098
"종속회사관련이익",256,108,135
"법인세수익",149,43,2164
"영업활동으로인한자산부채변동(운전자본변동)",-19735,-35789,-5293
"자산의감소(증가)",-26268,-14601,475
"부채의증가(감소)",5728,-21778,-5030
"정부보조금등의변동",-47,2,3
"기타운전자본의변동",850,589,-742
"*영업에서창출된현금흐름",129640,103515,125936
"기타영업활동으로인한현금흐름",-17499,-15001,-28811
"이자수입",1503,2317,2018
"이자지급(-)",-5380,-6196,-7458
"배당금수입",1028,1335,2346
"배당금지급(-)",-6,-8,-47
"법인세환입",43,3957,22
"법인세납부(-)",-20247,-25296,-25686
"중단영업관련현금흐름",5557,8892,0
"투자활동으로인한현금흐름",-98387,-98861,-107906
"투자활동으로인한현금유입액",75932,93683,112030
"유동금융자산의감소",28139,41569,74470
"장기금융상품의감소",4996,4485,4117
"매도가능금융자산의감소",2778,81,115
"만기보유금융자산의감소",515,479,636
"장기대여금의감소",1547,1446,997
"파생상품의변동",37,55,35
"기타비유동금융자산의감소",7802,18644,7127
"관계기업등지분관련투자자산의감소",1865,3977,1757
"유형자산의감소",9875,6774,2881
"무형자산의감소",462,317,457
"생물자산의감소",0,0,0
"투자부동산의감소",362,330,1231
"기타투자활동으로인한현금유입액",17544,15524,18198
"(투자활동으로인한현금유출액)",178122,200080,224082
"유동금융자산의증가",62807,51441,70282
"장기금융상품의증가",3970,5772,4779
"매도가능금융자산의증가",3153,38,33
"만기보유금융자산의증가",1174,153,559
"장기대여금의증가",1811,1071,979
"기타비유동금융자산의증가",8741,17537,8308
"관계기업등지분관련투자자산의증가",4262,4587,5614
"유형자산의증가",75133,101890,121374
"무형자산의증가",1830,3081,5096
"생물자산의증가",0,0,0
"투자부동산의증가",1160,385,666
"기타투자활동으로인한현금유출액",14059,14102,6347
"기타투자활동으로인한현금흐름",3800,7537,4146
"재무활동으로인한현금흐름",-7188,-8266,5549
"재무활동으로인한현금유입액",203647,244274,289698
"사채의증가",15898,12866,24155
"차입금의증가",173374,225455,262047
"미지급금의증가",70,65,50
"유동성장기부채의증가",237,0,200
"기타금융부채의증가",422,483,710
"기타부채의증가",141,1,1
"유상증자",964,2021,1366
"자기주식의처분",2243,151,2
"주식매입선택권의행사",17,30,7
"자본구성항목의증가",695,725,1016
"기타재무활동으로인한현금유입액",9587,2476,143
"(재무활동으로인한현금유출액)",196646,233062,264651
"사채의감소",4240,10507,6816
"차입금의감소",165772,187093,229783
"미지급금의감소",81,20,20
"유동성장기부채의감소",22721,22185,17704
"기타금융부채의감소",287,859,3953
"기타부채의감소",82,26,66
"유상감자",0,0,0
"자기주식의취득",2741,591,3814
"자본구성항목의감소",356,48,1414
