"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",294207,262056,243249,267521
"매출원가",246063,224431,199265,214743
"매출총이익",48145,37618,43985,52788
"판매비와관리비",42117,28530,28883,28576
"인건비",12295,8012,8296,8533
"유무형자산상각비",3357,1983,2045,2123
"연구개발비",3442,2041,2082,2005
"광고선전비",1143,594,598,666
"판매비",9403,5906,5325,5545
"관리비",11384,6353,6355,5692
"기타원가성비용",642,0,0,0
"기타",447,3629,4181,4005
"영업이익",6023,9101,15103,24213
"영업이익(발표기준)",6023,9101,15103,24213
"금융수익",2604,6053,3151,2006
"이자수익",910,696,713,590
"배당금수익",137,369,33,28
"외환이익",1911,3355,1398,1140
"대손충당금환입액",1,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",257,145,39,35
"금융자산평가이익",331,216,782,-33
"금융자산손상차손환입",0,0,0,0
"파생상품이익",149,703,-34,-98
"기타금융수익",-1114,558,215,327
"금융원가",4006,11172,4832,5936
"이자비용",4509,2777,2773,2490
"외환손실",874,6091,739,1298
"대손상각비",-13,12,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",4,1,1,3
"금융자산처분손실",-44,36,45,19
"금융자산평가손실",111,486,-146,-24
"금융자산손상차손",58,0,0,17
"파생상품손실",259,279,703,1306
"기타금융원가",-1753,1496,707,826
"기타수익",7466,24314,4878,4570
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,1,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",-63,10,37,17
"자산처분(폐기)이익",412,8631,245,478
"자산평가이익",243,56,25,0
"자산손상차손환입",94,10,13,62
"임대료수익",102,36,34,34
"로열티수익",2,3,0,0
"수수료수익",15,14,17,17
"대손충당금환입",44,6,7,-1
"충당부채환입액",90,0,2,5
"기타비용",25219,17482,4035,6597
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",33,9,7,3
"당기손익-공정가치측정<U+00A0>금융자산평가손실",8,4,46,15
"자산처분(폐기)손실",805,236,230,497
"자산평가손실",232,44,0,0
"자산손상차손",16922,777,290,227
"기타대손상각비",529,61,58,2097
"충당부채전입액",601,0,0,13
"종속기업,공동지배기업및관계기업관련손익",629,-190,1891,2073
"지분법손익",666,-430,1671,1778
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-12509,10620,16158,20321
"법인세비용",-1478,3429,4527,5697
"계속영업이익",-11034,7192,11642,14621
"중단영업이익",-1105,175,2504,221
"당기순이익",-12138,7368,14148,14845
"지배주주순이익",-11763,6729,12288,13824
"비지배주주순이익",243,116,1251,653
"자산",1402056,1518829,1523322,1541018
"유동자산",508498,598119,584714,605250
"재고자산",163301,174247,161127,158985
"유동생물자산",0,0,0,0
"유동금융자산",77218,80248,85248,88007
"매출채권및기타유동채권",152650,177455,170844,184834
"당기법인세자산",2172,1444,850,913
"계약자산",1181,725,525,385
"반품(환불)자산",102,59,89,76
"배출권",67,6,99,69
"기타유동자산",21088,27427,25638,26040
"현금및현금성자산",84754,123427,131190,131505
"매각예정비유동자산및처분자산집단",5971,13085,9112,14438
"비유동자산",893553,920710,938610,935771
"유형자산",610351,635153,638527,640045
"무형자산",66670,72685,72259,70856
"비유동생물자산",0,0,0,0
"투자부동산",24763,24367,24024,23717
"장기금융자산",36714,34973,39558,40141
"관계기업등지분관련투자자산",111677,99599,109634,109608
"장기매출채권및기타비유동채권",3669,6690,7115,5991
"이연법인세자산",13179,16367,16652,17515
"장기당기법인세자산",0,0,0,0
"기타비유동자산",26297,30710,30575,27609
"기타금융업자산",0,0,0,0
"부채",640410,735131,726903,727056
"유동부채",356191,407317,399345,405408
"단기사채",1001,955,1209,1557
"단기차입금",111591,141976,144297,132342
"유동성장기부채",43567,47723,53725,51033
"유동금융부채",2285,7771,5300,5608
"매입채무및기타유동채무",167664,165227,153633,168259
"유동종업원급여충당부채",57,18,63,59
"기타단기충당부채",7267,8480,7630,8134
"당기법인세부채",6989,11762,13233,14811
"계약부채",5519,3490,3372,3319
"반품(환불)부채",184,185,93,92
"배출부채",854,1019,869,272
"기타유동부채",9156,15900,14655,18061
"매각예정으로분류된처분자산집단에포함된부채",48,2810,1264,1846
"비유동부채",284215,327817,327565,321639
"사채",119612,123284,120203,122906
"장기차입금",103016,136692,139129,130373
"비유동금융부채",13331,14642,13220,13082
"장기매입채무및기타비유동채무",4822,4443,4735,4922
"비유동종업원급여충당부채",11328,12806,13891,15545
"기타장기충당부채",8324,11214,10119,8272
"이연법인세부채",21487,22085,22374,22525
"장기당기법인세부채",0,0,0,0
"기타비유동부채",2017,2384,2367,3798
"기타금융업부채",0,0,0,0
"자본",761644,783702,796421,813967
"지배기업주주지분",689313,692645,706897,720914
"자본금",39482,39410,39602,40125
"신종자본증권",495,495,495,495
"자본잉여금",128898,131335,131521,132880
"기타자본",-34109,-33792,-34000,-32588
"기타포괄손익누계액",3145,5944,6630,4441
"이익잉여금(결손금)",576864,575008,588679,602545
"비지배주주지분",46870,65295,63487,66069
"영업활동으로인한현금흐름",38759,3609,37288,44318
"당기순손익",-6341,6250,7327,7401
"법인세비용차감전계속사업이익",-6969,2118,8758,10330
"현금유출이없는비용등가산",48346,46900,22704,29893
"퇴직급여",1648,1522,1567,1785
"종업원급여",161,122,23,38
"주식보상비",8,8,8,12
"감가상각비",15982,14428,14929,15391
"무형자산상각비",1050,907,981,1043
"계약부채전입액",0,0,0,599
"반품(환불)부채전입액",0,0,0,0
"배출부채전입액",31,25,-7,-3
"기타의대손상각비",385,62,88,288
"배당금지급",0,2,0,-2
"금융부채관련손실",51,217,-206,227
"사채상환손실",-22,164,-1,0
"투자자산평가손실",-1,1,-1,0
"자산재평가손실",0,0,0,0
"지분법관련손실",1055,1534,-548,158
"종속기업관련손실",180,0,116,0
"관계기업관련손익",711,8044,-55,245
"(현금유입이없는수익등차감)",7216,26762,6024,4822
"금융부채관련이익",7,5,12,0
"사채상환이익",-3,30,-2,63
"퇴직급여충당부채환입액",0,0,0,0
"계약부채환입액",-116,12,1,-13
"반품(환불)부채환입액",0,0,0,0
"배출부채환입액",0,0,0,0
"주식보상비환입",0,0,0,0
"투자자산평가이익",94,2,-2,0
"자산재평가이익",0,0,0,0
"지분법관련이익",1488,1196,1290,2106
"종속회사관련이익",56,98,1229,20
"법인세수익",1868,601,180,-429
"영업활동으로인한자산부채변동(운전자본변동)",17274,-20611,8840,7956
"자산의감소(증가)",14186,-11236,13152,-13340
"부채의증가(감소)",3645,-9586,-3945,21211
"정부보조금등의변동",2,0,0,0
"기타운전자본의변동",-558,206,-374,82
"*영업에서창출된현금흐름",45097,7894,41589,50754
"기타영업활동으로인한현금흐름",-6345,-4285,-4297,-6444
"이자수입",456,446,502,472
"이자지급(-)",-2096,-1764,-2148,-1835
"배당금수입",194,554,1179,179
"배당금지급(-)",-7,0,-116,0
"법인세환입",14,3,120,-39
"법인세납부(-)",-4902,-3533,-3843,-5215
"중단영업관련현금흐름",3,0,2,-5
"투자활동으로인한현금흐름",-31446,-13368,-26061,-21552
"투자활동으로인한현금유입액",31576,54070,52264,35069
"유동금융자산의감소",11893,20237,15940,9458
"장기금융상품의감소",2089,1194,21984,17477
"매도가능금융자산의감소",4,54,-5,7
"만기보유금융자산의감소",636,0,0,7
"장기대여금의감소",726,224,68,121
"파생상품의변동",31,18,16,344
"기타비유동금융자산의감소",1405,2426,7262,3281
"관계기업등지분관련투자자산의감소",422,3855,876,699
"유형자산의감소",774,318,699,727
"무형자산의감소",178,46,121,250
"생물자산의감소",0,0,0,0
"투자부동산의감소",585,121,252,454
"기타투자활동으로인한현금유입액",12820,25572,5042,2247
"(투자활동으로인한현금유출액)",63752,69593,79614,57177
"유동금융자산의증가",22110,15142,16417,10605
"장기금융상품의증가",83,1062,29266,19479
"매도가능금융자산의증가",-93,2,-1,44
"만기보유금융자산의증가",559,0,0,0
"장기대여금의증가",630,87,174,347
"기타비유동금융자산의증가",2266,3121,5575,2767
"관계기업등지분관련투자자산의증가",1862,1236,1144,305
"유형자산의증가",32752,33246,26159,22260
"무형자산의증가",2093,515,456,891
