"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",17442,12984,14209,15797
"매출원가",14141,10612,11478,13121
"매출총이익",3302,2367,2734,2676
"판매비와관리비",3004,2731,2670,2710
"인건비",1485,897,878,875
"유무형자산상각비",273,151,132,137
"연구개발비",1338,637,580,689
"광고선전비",50,68,16,22
"판매비",353,91,22,47
"관리비",694,469,403,473
"기타원가성비용",0,0,0,0
"기타",-1187,412,639,467
"영업이익",297,-361,64,-38
"영업이익(발표기준)",297,-361,64,-38
"금융수익",128,640,114,413
"이자수익",130,68,51,77
"배당금수익",2,3,20,10
"외환이익",-70,429,44,46
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",35,17,21,77
"금융자산평가이익",33,10,81,142
"금융자산손상차손환입",0,0,0,0
"파생상품이익",74,60,26,39
"기타금융수익",-75,51,-130,19
"금융원가",1197,757,359,353
"이자비용",437,157,143,181
"외환손실",92,188,132,168
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",3,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",32,16,7,11
"금융자산평가손실",360,143,-43,5
"금융자산손상차손",14,0,0,0
"파생상품손실",428,153,47,20
"기타금융원가",-176,99,74,-39
"기타수익",-235,447,84,268
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0
"자산처분(폐기)이익",112,51,17,48
"자산평가이익",42,0,0,0
"자산손상차손환입",0,0,0,0
"임대료수익",27,6,10,10
"로열티수익",0,0,0,0
"수수료수익",3,0,1,0
"대손충당금환입",24,7,16,24
"충당부채환입액",1,0,0,0
"기타비용",536,204,352,164
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",9,3,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",7,0,5,-1
"자산처분(폐기)손실",122,7,14,5
"자산평가손실",-1,0,0,0
"자산손상차손",547,0,32,0
"기타대손상각비",66,-11,4,-1
"충당부채전입액",0,0,11,0
"종속기업,공동지배기업및관계기업관련손익",-30,-15,58,107
"지분법손익",77,-35,18,76
"종속기업,공동지배기업및관계기업투자주식처분손익",6,0,3,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-1573,-249,-389,237
"법인세비용",126,75,211,145
"계속영업이익",-1695,-324,-595,93
"중단영업이익",-6,18,13,-7
"당기순이익",-1702,-306,-582,86
"지배주주순이익",-1660,-345,-673,-48
"비지배주주순이익",-25,64,31,75
"자산",73993,72792,76177,77537
"유동자산",44183,42714,45005,45780
"재고자산",9963,11588,11939,12697
"유동생물자산",0,0,0,0
"유동금융자산",5029,5107,5944,7050
"매출채권및기타유동채권",13214,10404,11174,11442
"당기법인세자산",48,46,33,33
"계약자산",549,336,426,270
"반품(환불)자산",34,0,0,0
"배출권",0,0,0,0
"기타유동자산",2117,2349,2491,2164
"현금및현금성자산",12677,12251,12478,12028
"매각예정비유동자산및처분자산집단",555,629,523,95
"비유동자산",29810,30081,31172,31758
"유형자산",16352,16680,16792,17074
"무형자산",2905,2679,2701,2664
"비유동생물자산",0,0,0,0
"투자부동산",1910,1898,1965,1949
"장기금융자산",4166,4221,4523,4755
"관계기업등지분관련투자자산",2407,2537,3033,3188
"장기매출채권및기타비유동채권",321,316,327,294
"이연법인세자산",957,953,1015,1025
"장기당기법인세자산",0,0,0,0
"기타비유동자산",788,800,822,800
"기타금융업자산",0,0,0,0
"부채",31267,31054,33053,33820
"유동부채",24936,24855,25495,24900
"단기사채",1966,2038,1880,1360
"단기차입금",7598,7847,8362,8558
"유동성장기부채",2248,2869,2678,1749
"유동금융부채",413,776,676,598
"매입채무및기타유동채무",9599,8484,8849,9463
"유동종업원급여충당부채",46,34,16,22
"기타단기충당부채",120,85,62,52
"당기법인세부채",557,395,284,282
"계약부채",1487,1173,1512,1457
"반품(환불)부채",0,0,6,0
"배출부채",0,0,0,0
"기타유동부채",865,1126,1130,1327
"매각예정으로분류된처분자산집단에포함된부채",33,18,34,26
"비유동부채",6331,6200,7562,8918
"사채",1138,893,2257,2834
"장기차입금",2766,2468,2424,2982
"비유동금융부채",530,623,906,994
"장기매입채무및기타비유동채무",291,260,272,277
"비유동종업원급여충당부채",910,931,994,1057
"기타장기충당부채",260,263,243,227
"이연법인세부채",363,374,400,372
"장기당기법인세부채",0,0,0,0
"기타비유동부채",21,335,28,130
"기타금융업부채",0,0,0,0
"자본",42728,41743,43124,43719
"지배기업주주지분",34475,33553,34741,35166
"자본금",5738,5452,5941,5989
"신종자본증권",0,0,0,0
"자본잉여금",23016,22687,23557,24193
"기타자본",-2638,-2664,-2495,-2742
"기타포괄손익누계액",462,609,761,577
"이익잉여금(결손금)",12689,12195,11758,12002
"비지배주주지분",3461,3464,3602,3693
"영업활동으로인한현금흐름",2879,115,-250,525
"당기순손익",-1546,-38,-417,149
"법인세비용차감전계속사업이익",-174,-282,-166,-64
"현금유출이없는비용등가산",3173,1712,1774,1090
"퇴직급여",101,95,99,98
"종업원급여",6,0,3,-1
"주식보상비",58,19,23,34
"감가상각비",541,500,519,443
"무형자산상각비",91,81,82,88
"계약부채전입액",10,0,0,0
"반품(환불)부채전입액",0,0,0,0
"배출부채전입액",0,0,0,0
"기타의대손상각비",127,4,128,2
"배당금지급",0,0,0,0
"금융부채관련손실",1,0,12,0
"사채상환손실",36,0,25,0
"투자자산평가손실",0,0,0,0
"자산재평가손실",0,0,0,0
"지분법관련손실",56,85,-22,9
"종속기업관련손실",11,0,4,0
"관계기업관련손익",111,2,16,16
"(현금유입이없는수익등차감)",109,826,232,658
"금융부채관련이익",0,0,0,0
"사채상환이익",3,0,12,3
"퇴직급여충당부채환입액",0,0,0,0
"계약부채환입액",0,0,9,-9
"반품(환불)부채환입액",0,0,0,0
"배출부채환입액",0,0,0,0
"주식보상비환입",0,3,-2,-1
"투자자산평가이익",40,0,0,0
"자산재평가이익",0,0,0,0
"지분법관련이익",15,63,29,78
"종속회사관련이익",33,0,8,37
"법인세수익",72,28,40,6
"영업활동으로인한자산부채변동(운전자본변동)",1692,-193,-827,226
"자산의감소(증가)",4113,610,-1174,-616
"부채의증가(감소)",-2378,-796,342,916
"정부보조금등의변동",-1,0,6,4
"기타운전자본의변동",-39,-8,2,-81
"*영업에서창출된현금흐름",3040,374,132,742
"기타영업활동으로인한현금흐름",-162,-251,-379,-218
"이자수입",83,55,75,45
"이자지급(-)",-142,-121,-140,-120
"배당금수입",2,2,9,3
"배당금지급(-)",0,0,0,0
"법인세환입",-4,19,-7,3
"법인세납부(-)",-93,-206,-323,-149
"중단영업관련현금흐름",0,0,0,0
"투자활동으로인한현금흐름",-927,-1192,-1485,-1349
"투자활동으로인한현금유입액",3573,2434,3491,2189
"유동금융자산의감소",2138,1620,1819,1588
"장기금융상품의감소",670,62,153,104
"매도가능금융자산의감소",14,0,1,30
"만기보유금융자산의감소",0,0,0,0
"장기대여금의감소",396,0,7,21
"파생상품의변동",0,101,24,66
"기타비유동금융자산의감소",-182,615,598,-395
"관계기업등지분관련투자자산의감소",35,1,26,174
"유형자산의감소",263,-202,583,92
"무형자산의감소",2,7,8,4
"생물자산의감소",0,0,0,0
"투자부동산의감소",144,0,0,5
"기타투자활동으로인한현금유입액",94,227,268,499
"(투자활동으로인한현금유출액)",4522,3632,4993,3555
"유동금융자산의증가",1967,1581,2638,2795
"장기금융상품의증가",1042,402,-142,72
"매도가능금융자산의증가",13,20,-11,2
"만기보유금융자산의증가",0,0,0,0
"장기대여금의증가",396,1,4,121
"기타비유동금융자산의증가",-230,673,919,-658
"관계기업등지분관련투자자산의증가",212,325,7,142
"유형자산의증가",906,352,1249,808
"무형자산의증가",127,69,61,53
"생물자산의증가",0,0,0,0
"투자부동산의증가",-28,-8,8,0
"기타투자활동으로인한현금유출액",104,104,220,135
"기타투자활동으로인한현금흐름",20,2,14,10
"재무활동으로인한현금흐름",556,714,1896,430
"재무활동으로인한현금유입액",4526,5492,7202,6176
"사채의증가",1058,485,1916,1128
"차입금의증가",3237,4423,4959,4881
"미지급금의증가",0,0,0,0
"유동성장기부채의증가",5,2,-2,0
"기타금융부채의증가",-249,427,-377,27
"기타부채의증가",-5,11,-8,0
"유상증자",360,122,-2,0
"자기주식의처분",0,1,1,0
"주식매입선택권의행사",4,1,3,16
"자본구성항목의증가",84,0,341,234
"기타재무활동으로인한현금유입액",34,19,375,-107
"(재무활동으로인한현금유출액)",3953,4489,5185,5749
"사채의감소",182,205,697,645
"차입금의감소",3483,3932,1186,7047
"미지급금의감소",-3,24,-24,0
"유동성장기부채의감소",170,188,647,362
"기타금융부채의감소",79,86,63,96
"기타부채의감소",42,0,0,0
"유상감자",0,0,0,0
"자기주식의취득",21,46,139,53
"자본구성항목의감소",0,0,0,0
"기타재무활동으로인한현금유출액",-25,7,2475,-2452
"기타재무활동으로인한현금흐름",-18,-283,-125,0
"영업투자재무활동기타현금흐름",-7,-1,-20,10
"연결범위변동으로인한현금의증가",15,-10,10,-10
"환율변동효과",-178,135,-80,42
"현금및현금성자산의증가",2338,-233,70,-360
"기초현금및현금성자산",10050,12487,12254,12481
"기말현금및현금성자산",12483,12254,12327,12033
