"","X2017.12","X2018.12","X2019.12"
"매출액",55662,61736,73117
"매출원가",44716,49786,57946
"매출총이익",10947,11947,15167
"판매비와관리비",9044,10128,11385
"인건비",3131,3425,3920
"유무형자산상각비",464,493,698
"연구개발비",2680,2918,3271
"광고선전비",82,63,117
"판매비",532,744,716
"관리비",1923,1997,2192
"기타원가성비용",0,0,0
"기타",233,483,466
"영업이익",1904,1822,3780
"영업이익(발표기준)",1904,1822,3780
"금융수익",1052,1523,1398
"이자수익",206,259,308
"배당금수익",18,14,23
"외환이익",362,597,729
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",111,123,62
"금융자산평가이익",67,187,98
"금융자산손상차손환입",0,0,0
"파생상품이익",300,328,171
"기타금융수익",-18,10,8
"금융원가",1724,1908,2660
"이자비용",647,955,856
"외환손실",630,422,551
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,3,3
"매출채권처분손실",0,0,0
"금융자산처분손실",149,62,77
"금융자산평가손실",17,230,448
"금융자산손상차손",101,2,14
"파생상품손실",143,227,643
"기타금융원가",41,7,65
"기타수익",654,874,1044
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,2,6
"자산처분(폐기)이익",151,62,163
"자산평가이익",28,102,42
"자산손상차손환입",1,0,3
"임대료수익",40,39,50
"로열티수익",0,0,0
"수수료수익",7,5,6
"대손충당금환입",4,638,63
"충당부채환입액",0,2,2
"기타비용",1547,1338,1463
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",80,24,9
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,7
"자산처분(폐기)손실",44,44,151
"자산평가손실",2,1,0
"자산손상차손",452,175,573
"기타대손상각비",175,427,133
"충당부채전입액",1,1,0
"종속기업,공동지배기업및관계기업관련손익",93,-51,-112
"지분법손익",88,42,-55
"종속기업,공동지배기업및관계기업투자주식처분손익",4,16,18
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,-17,0
"세전계속사업이익",466,920,1984
"법인세비용",280,129,686
"계속영업이익",186,794,1300
"중단영업이익",430,-106,65
"당기순이익",617,686,1364
"지배주주순이익",185,-215,1008
"비지배주주순이익",95,274,200
"자산",57075,67685,73993
"유동자산",33303,39204,44183
"재고자산",7813,9850,9963
"유동생물자산",0,0,0
"유동금융자산",4889,6238,5029
"매출채권및기타유동채권",11280,11632,13214
"당기법인세자산",18,41,48
"계약자산",0,197,549
"반품(환불)자산",0,27,34
"배출권",0,0,0
"기타유동자산",1254,1383,2117
"현금및현금성자산",7501,9368,12677
"매각예정비유동자산및처분자산집단",540,471,555
"비유동자산",23768,28486,29810
"유형자산",12723,15460,16352
"무형자산",3039,3089,2905
"비유동생물자산",0,0,0
"투자부동산",2090,1984,1910
"장기금융자산",2625,4080,4166
"관계기업등지분관련투자자산",2059,2390,2407
"장기매출채권및기타비유동채권",355,340,321
"이연법인세자산",592,862,957
"장기당기법인세자산",0,0,0
"기타비유동자산",280,264,788
"기타금융업자산",0,0,0
"부채",25790,30045,31267
"유동부채",22279,24266,24936
"단기사채",1514,2173,1966
"단기차입금",7763,7507,7598
"유동성장기부채",2555,1778,2248
"유동금융부채",63,153,413
"매입채무및기타유동채무",8735,10186,9599
"유동종업원급여충당부채",19,39,46
"기타단기충당부채",114,108,120
"당기법인세부채",237,318,557
"계약부채",45,1363,1487
"반품(환불)부채",0,0,0
"배출부채",0,0,0
"기타유동부채",1215,629,865
"매각예정으로분류된처분자산집단에포함된부채",13,6,33
"비유동부채",3514,5772,6331
"사채",245,1699,1138
"장기차입금",1473,2082,2766
"비유동금융부채",99,188,530
"장기매입채무및기타비유동채무",302,377,291
"비유동종업원급여충당부채",846,802,910
"기타장기충당부채",141,199,260
"이연법인세부채",370,385,363
"장기당기법인세부채",0,0,0
"기타비유동부채",42,13,21
"기타금융업부채",0,0,0
"자본",31281,37644,42728
"지배기업주주지분",25129,29569,34475
"자본금",4578,5096,5738
"신종자본증권",0,0,0
"자본잉여금",15747,20217,23016
"기타자본",-2886,-2685,-2638
"기타포괄손익누계액",516,370,462
"이익잉여금(결손금)",11242,11820,12689
"비지배주주지분",2084,2829,3461
"영업활동으로인한현금흐름",343,2152,2477
"당기순손익",1097,734,948
"법인세비용차감전계속사업이익",-394,-34,540
"현금유출이없는비용등가산",5365,6034,7801
"퇴직급여",328,409,373
"종업원급여",-2,7,11
"주식보상비",48,63,112
"감가상각비",1378,1533,2000
"무형자산상각비",381,348,379
"계약부채전입액",0,0,10
"반품(환불)부채전입액",0,3,0
"배출부채전입액",0,0,0
"기타의대손상각비",174,403,223
"배당금지급",0,0,0
"금융부채관련손실",76,0,1
"사채상환손실",5,12,57
"투자자산평가손실",0,1,0
"자산재평가손실",0,0,0
