"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",55662,61736,73117,12984,14209,15797
"매출원가",44716,49786,57946,10612,11478,13121
"매출총이익",10947,11947,15167,2367,2734,2676
"판매비와관리비",9044,10128,11385,2731,2670,2710
"인건비",3131,3425,3920,897,878,875
"유무형자산상각비",464,493,698,151,132,137
"연구개발비",2680,2918,3271,637,580,689
"광고선전비",82,63,117,68,16,22
"판매비",532,744,716,91,22,47
"관리비",1923,1997,2192,469,403,473
"기타원가성비용",0,0,0,0,0,0
"기타",233,483,466,412,639,467
"영업이익",1904,1822,3780,-361,64,-38
"영업이익(발표기준)",1904,1822,3780,-361,64,-38
"금융수익",1052,1523,1398,640,114,413
"이자수익",206,259,308,68,51,77
"배당금수익",18,14,23,3,20,10
"외환이익",362,597,729,429,44,46
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",111,123,62,17,21,77
"금융자산평가이익",67,187,98,10,81,142
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",300,328,171,60,26,39
"기타금융수익",-18,10,8,51,-130,19
"금융원가",1724,1908,2660,757,359,353
"이자비용",647,955,856,157,143,181
"외환손실",630,422,551,188,132,168
"대손상각비",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,3,3,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",149,62,77,16,7,11
"금융자산평가손실",17,230,448,143,-43,5
"금융자산손상차손",101,2,14,0,0,0
"파생상품손실",143,227,643,153,47,20
"기타금융원가",41,7,65,99,74,-39
"기타수익",654,874,1044,447,84,268
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,2,6,0,0,0
"자산처분(폐기)이익",151,62,163,51,17,48
"자산평가이익",28,102,42,0,0,0
"자산손상차손환입",1,0,3,0,0,0
"임대료수익",40,39,50,6,10,10
"로열티수익",0,0,0,0,0,0
"수수료수익",7,5,6,0,1,0
"대손충당금환입",4,638,63,7,16,24
"충당부채환입액",0,2,2,0,0,0
"기타비용",1547,1338,1463,204,352,164
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",80,24,9,3,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,7,0,5,-1
"자산처분(폐기)손실",44,44,151,7,14,5
"자산평가손실",2,1,0,0,0,0
"자산손상차손",452,175,573,0,32,0
"기타대손상각비",175,427,133,-11,4,-1
"충당부채전입액",1,1,0,0,11,0
"종속기업,공동지배기업및관계기업관련손익",93,-51,-112,-15,58,107
"지분법손익",88,42,-55,-35,18,76
"종속기업,공동지배기업및관계기업투자주식처분손익",4,16,18,0,3,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,-17,0,0,0,0
"세전계속사업이익",466,920,1984,-249,-389,237
"법인세비용",280,129,686,75,211,145
"계속영업이익",186,794,1300,-324,-595,93
"중단영업이익",430,-106,65,18,13,-7
"당기순이익",617,686,1364,-306,-582,86
"지배주주순이익",185,-215,1008,-345,-673,-48
"비지배주주순이익",95,274,200,64,31,75
"자산",57075,67685,73993,72792,76177,77537
"유동자산",33303,39204,44183,42714,45005,45780
"재고자산",7813,9850,9963,11588,11939,12697
"유동생물자산",0,0,0,0,0,0
"유동금융자산",4889,6238,5029,5107,5944,7050
"매출채권및기타유동채권",11280,11632,13214,10404,11174,11442
"당기법인세자산",18,41,48,46,33,33
"계약자산",0,197,549,336,426,270
"반품(환불)자산",0,27,34,0,0,0
"배출권",0,0,0,0,0,0
"기타유동자산",1254,1383,2117,2349,2491,2164
"현금및현금성자산",7501,9368,12677,12251,12478,12028
"매각예정비유동자산및처분자산집단",540,471,555,629,523,95
"비유동자산",23768,28486,29810,30081,31172,31758
"유형자산",12723,15460,16352,16680,16792,17074
"무형자산",3039,3089,2905,2679,2701,2664
"비유동생물자산",0,0,0,0,0,0
"투자부동산",2090,1984,1910,1898,1965,1949
"장기금융자산",2625,4080,4166,4221,4523,4755
"관계기업등지분관련투자자산",2059,2390,2407,2537,3033,3188
"장기매출채권및기타비유동채권",355,340,321,316,327,294
"이연법인세자산",592,862,957,953,1015,1025
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",280,264,788,800,822,800
"기타금융업자산",0,0,0,0,0,0
"부채",25790,30045,31267,31054,33053,33820
"유동부채",22279,24266,24936,24855,25495,24900
"단기사채",1514,2173,1966,2038,1880,1360
"단기차입금",7763,7507,7598,7847,8362,8558
"유동성장기부채",2555,1778,2248,2869,2678,1749
"유동금융부채",63,153,413,776,676,598
"매입채무및기타유동채무",8735,10186,9599,8484,8849,9463
"유동종업원급여충당부채",19,39,46,34,16,22
"기타단기충당부채",114,108,120,85,62,52
"당기법인세부채",237,318,557,395,284,282
"계약부채",45,1363,1487,1173,1512,1457
"반품(환불)부채",0,0,0,0,6,0
"배출부채",0,0,0,0,0,0
"기타유동부채",1215,629,865,1126,1130,1327
"매각예정으로분류된처분자산집단에포함된부채",13,6,33,18,34,26
"비유동부채",3514,5772,6331,6200,7562,8918
"사채",245,1699,1138,893,2257,2834
"장기차입금",1473,2082,2766,2468,2424,2982
"비유동금융부채",99,188,530,623,906,994
"장기매입채무및기타비유동채무",302,377,291,260,272,277
"비유동종업원급여충당부채",846,802,910,931,994,1057
"기타장기충당부채",141,199,260,263,243,227
"이연법인세부채",370,385,363,374,400,372
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",42,13,21,335,28,130
"기타금융업부채",0,0,0,0,0,0
"자본",31281,37644,42728,41743,43124,43719
"지배기업주주지분",25129,29569,34475,33553,34741,35166
"자본금",4578,5096,5738,5452,5941,5989
"신종자본증권",0,0,0,0,0,0
"자본잉여금",15747,20217,23016,22687,23557,24193
"기타자본",-2886,-2685,-2638,-2664,-2495,-2742
"기타포괄손익누계액",516,370,462,609,761,577
"이익잉여금(결손금)",11242,11820,12689,12195,11758,12002
"비지배주주지분",2084,2829,3461,3464,3602,3693
"영업활동으로인한현금흐름",343,2152,2477,115,-250,525
"당기순손익",1097,734,948,-38,-417,149
