"","X2017.12","X2018.12","X2019.12"
"매출액",21907,22838,24926
"매출원가",11778,11445,12711
"매출총이익",10124,11394,12218
"판매비와관리비",8561,9629,10806
"인건비",3646,4419,5038
"유무형자산상각비",481,609,882
"연구개발비",1227,951,979
"광고선전비",174,145,187
"판매비",451,430,468
"관리비",1894,2008,2130
"기타원가성비용",48,12,29
"기타",641,1053,1090
"영업이익",1567,1761,1412
"영업이익(발표기준)",1567,1761,1412
"금융수익",311,689,865
"이자수익",177,199,232
"배당금수익",1,8,5
"외환이익",35,52,71
"대손충당금환입액",0,0,10
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",51,77,63
"금융자산평가이익",32,101,286
"금융자산손상차손환입",0,0,0
"파생상품이익",5,157,146
"기타금융수익",7,90,51
"금융원가",715,906,1129
"이자비용",189,353,421
"외환손실",75,36,47
"대손상각비",47,20,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",0,0,0
"금융자산처분손실",2,62,71
"금융자산평가손실",55,218,171
"금융자산손상차손",211,5,0
"파생상품손실",62,154,215
"기타금융원가",74,51,205
"기타수익",188,338,589
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,4,17
"자산처분(폐기)이익",24,61,29
"자산평가이익",2,0,0
"자산손상차손환입",1,7,4
"임대료수익",3,2,3
"로열티수익",0,0,0
"수수료수익",1,3,2
"대손충당금환입",24,17,26
"충당부채환입액",0,11,0
"기타비용",564,896,1138
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",0,1,1
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,20,7
"자산처분(폐기)손실",13,6,23
"자산평가손실",0,0,0
"자산손상차손",251,561,691
"기타대손상각비",74,59,120
"충당부채전입액",12,0,0
"종속기업,공동지배기업및관계기업관련손익",-13,-300,-344
"지분법손익",-24,-36,-266
"종속기업,공동지배기업및관계기업투자주식처분손익",12,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-23,-2,-7
"세전계속사업이익",768,687,244
"법인세비용",260,274,514
"계속영업이익",508,410,-271
"중단영업이익",6850,22,54
"당기순이익",7357,433,-219
"지배주주순이익",7320,607,122
"비지배주주순이익",94,-62,-216
"자산",37391,41045,49336
"유동자산",19307,22133,23409
"재고자산",1333,1593,1287
"유동생물자산",0,0,0
"유동금융자산",6060,7899,7474
"매출채권및기타유동채권",5150,5068,5515
"당기법인세자산",10,15,20
"계약자산",23,228,204
"반품(환불)자산",0,0,0
"배출권",0,0,0
"기타유동자산",919,885,729
"현금및현금성자산",5054,5758,7002
"매각예정비유동자산및처분자산집단",758,678,1179
"비유동자산",18082,18912,25923
"유형자산",5467,5356,8409
"무형자산",6004,5626,5371
"비유동생물자산",0,0,0
"투자부동산",883,1343,4202
"장기금융자산",2389,2554,3109
"관계기업등지분관련투자자산",1851,2692,3284
"장기매출채권및기타비유동채권",420,246,280
"이연법인세자산",749,847,681
"장기당기법인세자산",0,0,0
"기타비유동자산",330,243,586
"기타금융업자산",0,0,0
"부채",13799,14565,18926
"유동부채",9142,9428,11503
"단기사채",722,1565,1687
"단기차입금",1642,1356,1748
"유동성장기부채",731,204,545
"유동금융부채",351,319,747
"매입채무및기타유동채무",3681,3501,4075
"유동종업원급여충당부채",15,25,27
"기타단기충당부채",18,21,30
