"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",8144,6234,6911,6919
"매출원가",3895,3114,3399,3600
"매출총이익",4249,3118,3513,3323
"판매비와관리비",3350,2810,2779,2840
"인건비",2333,962,1113,825
"유무형자산상각비",442,158,171,144
"연구개발비",373,232,197,178
"광고선전비",107,30,24,51
"판매비",284,62,73,75
"관리비",952,447,408,423
"기타원가성비용",7,7,4,14
"기타",-1151,908,789,1138
"영업이익",896,309,733,478
"영업이익(발표기준)",896,309,733,478
"금융수익",287,239,202,143
"이자수익",120,42,28,29
"배당금수익",2,2,0,0
"외환이익",21,61,0,2
"대손충당금환입액",10,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",25,10,22,35
"금융자산평가이익",152,27,3,53
"금융자산손상차손환입",0,0,0,0
"파생상품이익",72,71,79,1
"기타금융수익",-120,20,65,25
"금융원가",438,430,372,194
"이자비용",216,123,87,72
"외환손실",36,11,8,4
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",13,4,13,9
"금융자산평가손실",125,60,19,1
"금융자산손상차손",0,0,0,0
"파생상품손실",47,209,61,0
"기타금융원가",-3,18,185,102
"기타수익",386,142,93,103
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",13,1,0,-1
"자산처분(폐기)이익",20,48,15,8
"자산평가이익",0,0,10,0
"자산손상차손환입",2,0,0,2
"임대료수익",1,0,1,0
"로열티수익",0,0,0,0
"수수료수익",0,6,-5,0
"대손충당금환입",2,13,0,4
"충당부채환입액",0,0,0,0
"기타비용",877,33,149,61
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",1,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",5,3,0,5
"자산처분(폐기)손실",14,5,2,0
"자산평가손실",0,0,0,0
"자산손상차손",637,2,93,-3
"기타대손상각비",97,-5,5,20
"충당부채전입액",0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",-163,-21,31,52
"지분법손익",-272,-6,54,57
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-7,0,0,0
"세전계속사업이익",87,202,540,519
"법인세비용",219,118,94,112
"계속영업이익",-136,83,437,409
"중단영업이익",30,-2,4,50
"당기순이익",-109,80,441,459
"지배주주순이익",11,121,389,424
"비지배주주순이익",-94,1,44,9
"자산",49896,50053,50924,53019
"유동자산",23617,22211,22432,23762
"재고자산",1287,1413,1677,1829
"유동생물자산",0,0,0,0
"유동금융자산",7491,8425,8007,8713
"매출채권및기타유동채권",5590,4788,4495,4075
"당기법인세자산",20,23,15,56
"계약자산",204,207,154,251
"반품(환불)자산",0,0,0,0
"배출권",0,0,0,0
"기타유동자산",732,950,857,1045
"현금및현금성자산",7113,6196,7096,7288
"매각예정비유동자산및처분자산집단",1179,207,124,505
"비유동자산",26275,27841,28490,29252
"유형자산",8724,10612,10757,10714
"무형자산",5398,5627,5559,5461
"비유동생물자산",0,0,0,0
"투자부동산",4202,4264,4371,4501
"장기금융자산",3111,2787,3072,2900
"관계기업등지분관련투자자산",3284,2906,3067,3971
"장기매출채권및기타비유동채권",284,335,374,346
"이연법인세자산",685,713,752,797
"장기당기법인세자산",0,0,0,0
"기타비유동자산",586,594,537,565
"기타금융업자산",0,0,0,0
"부채",18956,18842,18909,19014
"유동부채",11530,11107,10932,11661
"단기사채",1687,1536,1296,1783
"단기차입금",1748,2233,2258,2329
"유동성장기부채",545,1080,985,975
"유동금융부채",747,605,629,501
"매입채무및기타유동채무",4089,3495,3327,3053
"유동종업원급여충당부채",27,30,23,28
"기타단기충당부채",30,29,29,23
"당기법인세부채",370,273,326,366
"계약부채",384,394,447,459
"반품(환불)부채",0,0,0,0
"배출부채",0,0,0,0
"기타유동부채",1244,1424,1611,2013
"매각예정으로분류된처분자산집단에포함된부채",655,7,0,132
"비유동부채",7431,7733,7975,7355
"사채",923,939,965,476
"장기차입금",3489,3558,3830,4167
"비유동금융부채",974,1010,996,498
"장기매입채무및기타비유동채무",835,921,885,878
"비유동종업원급여충당부채",510,610,621,675
"기타장기충당부채",33,33,37,34
"이연법인세부채",554,540,518,487
"장기당기법인세부채",0,0,0,0
"기타비유동부채",83,97,102,117
"기타금융업부채",0,0,0,0
"자본",30938,31211,32014,34000
"지배기업주주지분",26920,26660,27339,28527
"자본금",3501,3523,3581,3862
"신종자본증권",0,0,0,0
"자본잉여금",15978,15849,16461,16827
"기타자본",-8753,-8851,-8965,-8876
"기타포괄손익누계액",70,46,80,62
"이익잉여금(결손금)",17307,17235,17324,17820
"비지배주주지분",2833,3402,3526,4303
"영업활동으로인한현금흐름",1874,520,1451,532
"당기순손익",6,88,464,436
"법인세비용차감전계속사업이익",-117,3,24,27
"현금유출이없는비용등가산",2520,1093,1351,895
"퇴직급여",102,97,95,113
"종업원급여",4,0,3,2
"주식보상비",12,10,5,5
"감가상각비",337,336,344,334
"무형자산상각비",178,130,145,121
"계약부채전입액",0,0,0,0
"반품(환불)부채전입액",0,0,0,0
"배출부채전입액",0,0,0,0
"기타의대손상각비",81,-5,3,21
"배당금지급",0,0,0,0
"금융부채관련손실",-1,3,1,0
"사채상환손실",23,2,37,4
"투자자산평가손실",0,0,0,0
"자산재평가손실",0,0,0,0
"지분법관련손실",105,48,-2,6
"종속기업관련손실",48,6,2,0
"관계기업관련손익",98,0,24,0
"(현금유입이없는수익등차감)",709,319,340,359
"금융부채관련이익",-37,0,0,0
"사채상환이익",31,0,3,0
"퇴직급여충당부채환입액",0,0,0,0
"계약부채환입액",0,0,0,0
"반품(환불)부채환입액",0,0,0,0
"배출부채환입액",0,0,0,0
"주식보상비환입",0,0,0,0
"투자자산평가이익",-1,0,0,0
"자산재평가이익",0,0,0,0
"지분법관련이익",39,28,41,50
"종속회사관련이익",0,0,0,0
"법인세수익",41,26,54,12
"영업활동으로인한자산부채변동(운전자본변동)",263,-91,108,-372
"자산의감소(증가)",-548,728,-76,-123
"부채의증가(감소)",683,-793,134,-250
"정부보조금등의변동",33,0,30,-32
"기타운전자본의변동",97,-26,21,27
"*영업에서창출된현금흐름",1964,774,1609,624
"기타영업활동으로인한현금흐름",-87,-251,-153,-94
"이자수입",51,53,52,46
"이자지급(-)",-63,-43,-96,-37
"배당금수입",-12,1,4,0
"배당금지급(-)",0,0,0,0
"법인세환입",1,0,5,1
"법인세납부(-)",-62,-263,-124,-100
"중단영업관련현금흐름",0,0,0,0
"투자활동으로인한현금흐름",-1345,-1415,-411,-1906
"투자활동으로인한현금유입액",4847,2396,4129,3561
"유동금융자산의감소",4001,1994,3270,2410
"장기금융상품의감소",145,115,16,274
"매도가능금융자산의감소",-10,9,57,57
"만기보유금융자산의감소",0,0,0,0
"장기대여금의감소",-134,31,84,24
"파생상품의변동",7,0,0,0
"기타비유동금융자산의감소",807,112,374,185
"관계기업등지분관련투자자산의감소",252,0,22,530
"유형자산의감소",13,8,17,15
"무형자산의감소",19,4,27,-7
"생물자산의감소",0,0,0,0
"투자부동산의감소",3,0,0,0
"기타투자활동으로인한현금유입액",-254,115,258,69
"(투자활동으로인한현금유출액)",6192,3812,4538,5465
"유동금융자산의증가",3352,2778,3016,3127
"장기금융상품의증가",295,255,308,25
"매도가능금융자산의증가",-83,1,16,24
"만기보유금융자산의증가",0,0,0,0
"장기대여금의증가",-127,13,43,23
"기타비유동금융자산의증가",1107,172,440,323
"관계기업등지분관련투자자산의증가",696,91,56,1251
"유형자산의증가",391,296,368,420
"무형자산의증가",197,113,165,103
"생물자산의증가",0,0,0,0
"투자부동산의증가",28,15,67,29
"기타투자활동으로인한현금유출액",341,68,61,133
"기타투자활동으로인한현금흐름",1,1,1,0
"재무활동으로인한현금흐름",1687,-133,-61,1523
"재무활동으로인한현금유입액",2575,665,1248,2279
"사채의증가",499,40,206,160
"차입금의증가",641,573,923,1007
"미지급금의증가",0,0,5,-5
"유동성장기부채의증가",0,0,0,0
"기타금융부채의증가",-3,13,4,431
"기타부채의증가",0,0,0,0
"유상증자",2525,0,10,443
"자기주식의처분",0,0,0,10
"주식매입선택권의행사",3,3,9,9
"자본구성항목의증가",-1219,-4,84,203
"기타재무활동으로인한현금유입액",128,40,7,19
"(재무활동으로인한현금유출액)",893,724,1006,760
"사채의감소",101,27,248,125
"차입금의감소",450,402,581,197
"미지급금의감소",0,34,20,19
"유동성장기부채의감소",83,72,26,336
"기타금융부채의감소",63,73,66,58
"기타부채의감소",13,0,0,0
"유상감자",26,0,0,0
"자기주식의취득",39,107,56,7
"자본구성항목의감소",-3,0,0,0
"기타재무활동으로인한현금유출액",116,12,11,12
"기타재무활동으로인한현금흐름",7,-73,-306,0
