"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",21907,22838,24926,6234,6911,6919
"매출원가",11778,11445,12711,3114,3399,3600
"매출총이익",10124,11394,12218,3118,3513,3323
"판매비와관리비",8561,9629,10806,2810,2779,2840
"인건비",3646,4419,5038,962,1113,825
"유무형자산상각비",481,609,882,158,171,144
"연구개발비",1227,951,979,232,197,178
"광고선전비",174,145,187,30,24,51
"판매비",451,430,468,62,73,75
"관리비",1894,2008,2130,447,408,423
"기타원가성비용",48,12,29,7,4,14
"기타",641,1053,1090,908,789,1138
"영업이익",1567,1761,1412,309,733,478
"영업이익(발표기준)",1567,1761,1412,309,733,478
"금융수익",311,689,865,239,202,143
"이자수익",177,199,232,42,28,29
"배당금수익",1,8,5,2,0,0
"외환이익",35,52,71,61,0,2
"대손충당금환입액",0,0,10,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",51,77,63,10,22,35
"금융자산평가이익",32,101,286,27,3,53
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",5,157,146,71,79,1
"기타금융수익",7,90,51,20,65,25
"금융원가",715,906,1129,430,372,194
"이자비용",189,353,421,123,87,72
"외환손실",75,36,47,11,8,4
"대손상각비",47,20,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",2,62,71,4,13,9
"금융자산평가손실",55,218,171,60,19,1
"금융자산손상차손",211,5,0,0,0,0
"파생상품손실",62,154,215,209,61,0
"기타금융원가",74,51,205,18,185,102
"기타수익",188,338,589,142,93,103
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,4,17,1,0,-1
"자산처분(폐기)이익",24,61,29,48,15,8
"자산평가이익",2,0,0,0,10,0
"자산손상차손환입",1,7,4,0,0,2
"임대료수익",3,2,3,0,1,0
"로열티수익",0,0,0,0,0,0
"수수료수익",1,3,2,6,-5,0
"대손충당금환입",24,17,26,13,0,4
"충당부채환입액",0,11,0,0,0,0
"기타비용",564,896,1138,33,149,61
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",0,1,1,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,20,7,3,0,5
"자산처분(폐기)손실",13,6,23,5,2,0
"자산평가손실",0,0,0,0,0,0
"자산손상차손",251,561,691,2,93,-3
"기타대손상각비",74,59,120,-5,5,20
"충당부채전입액",12,0,0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",-13,-300,-344,-21,31,52
"지분법손익",-24,-36,-266,-6,54,57
"종속기업,공동지배기업및관계기업투자주식처분손익",12,0,0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-23,-2,-7,0,0,0
"세전계속사업이익",768,687,244,202,540,519
"법인세비용",260,274,514,118,94,112
"계속영업이익",508,410,-271,83,437,409
"중단영업이익",6850,22,54,-2,4,50
"당기순이익",7357,433,-219,80,441,459
"지배주주순이익",7320,607,122,121,389,424
"비지배주주순이익",94,-62,-216,1,44,9
"자산",37391,41045,49336,50053,50924,53019
"유동자산",19307,22133,23409,22211,22432,23762
"재고자산",1333,1593,1287,1413,1677,1829
"유동생물자산",0,0,0,0,0,0
"유동금융자산",6060,7899,7474,8425,8007,8713
"매출채권및기타유동채권",5150,5068,5515,4788,4495,4075
"당기법인세자산",10,15,20,23,15,56
"계약자산",23,228,204,207,154,251
"반품(환불)자산",0,0,0,0,0,0
"배출권",0,0,0,0,0,0
"기타유동자산",919,885,729,950,857,1045
"현금및현금성자산",5054,5758,7002,6196,7096,7288
"매각예정비유동자산및처분자산집단",758,678,1179,207,124,505
"비유동자산",18082,18912,25923,27841,28490,29252
"유형자산",5467,5356,8409,10612,10757,10714
"무형자산",6004,5626,5371,5627,5559,5461
"비유동생물자산",0,0,0,0,0,0
"투자부동산",883,1343,4202,4264,4371,4501
"장기금융자산",2389,2554,3109,2787,3072,2900
"관계기업등지분관련투자자산",1851,2692,3284,2906,3067,3971
"장기매출채권및기타비유동채권",420,246,280,335,374,346
"이연법인세자산",749,847,681,713,752,797
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",330,243,586,594,537,565
"기타금융업자산",0,0,0,0,0,0
"부채",13799,14565,18926,18842,18909,19014
"유동부채",9142,9428,11503,11107,10932,11661
"단기사채",722,1565,1687,1536,1296,1783
"단기차입금",1642,1356,1748,2233,2258,2329
"유동성장기부채",731,204,545,1080,985,975
"유동금융부채",351,319,747,605,629,501
"매입채무및기타유동채무",3681,3501,4075,3495,3327,3053
"유동종업원급여충당부채",15,25,27,30,23,28
"기타단기충당부채",18,21,30,29,29,23
"당기법인세부채",205,366,365,273,326,366
"계약부채",126,419,384,394,447,459
"반품(환불)부채",0,0,0,0,0,0
"배출부채",0,0,0,0,0,0
"기타유동부채",1113,1101,1236,1424,1611,2013
"매각예정으로분류된처분자산집단에포함된부채",540,547,655,7,0,132
"비유동부채",4654,5135,7429,7733,7975,7355
"사채",1593,1487,923,939,965,476
"장기차입금",890,1066,3489,3558,3830,4167
"비유동금융부채",436,636,974,1010,996,498
"장기매입채무및기타비유동채무",718,741,833,921,885,878
"비유동종업원급여충당부채",387,569,509,610,621,675
"기타장기충당부채",18,26,33,33,37,34
"이연법인세부채",567,538,554,540,518,487
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",45,65,83,97,102,117
"기타금융업부채",0,0,0,0,0,0
"자본",23587,26479,30408,31211,32014,34000
"지배기업주주지분",21190,22478,26390,26660,27339,28527
"자본금",2913,3210,3462,3523,3581,3862
"신종자본증권",0,0,0,0,0,0
"자본잉여금",10648,12470,15809,15849,16461,16827
"기타자본",-8261,-8654,-8734,-8851,-8965,-8876
"기타포괄손익누계액",30,-178,70,46,80,62
"이익잉여금(결손금)",16659,17087,16966,17235,17324,17820
"비지배주주지분",1605,2548,2833,3402,3526,4303
"영업활동으로인한현금흐름",2186,2744,2846,520,1451,532
"당기순손익",7157,503,-145,88,464,436
"법인세비용차감전계속사업이익",252,-34,-45,3,24,27
"현금유출이없는비용등가산",3320,4280,5322,1093,1351,895
"퇴직급여",328,314,379,97,95,113
"종업원급여",1,5,6,0,3,2
"주식보상비",36,30,49,10,5,5
"감가상각비",600,627,896,336,344,334
"무형자산상각비",429,564,572,130,145,121
"계약부채전입액",0,0,0,0,0,0
"반품(환불)부채전입액",0,0,0,0,0,0
"배출부채전입액",0,0,0,0,0,0
"기타의대손상각비",113,82,128,-5,3,21
"배당금지급",0,0,0,0,0,0
"금융부채관련손실",7,36,22,3,1,0
"사채상환손실",7,1,35,2,37,4
"투자자산평가손실",0,0,0,0,0,0
"자산재평가손실",0,0,0,0,0,0
"지분법관련손실",62,218,130,48,-2,6
"종속기업관련손실",40,28,48,6,2,0
"관계기업관련손익",97,129,316,0,24,0
"(현금유입이없는수익등차감)",7432,1131,1582,319,340,359
"금융부채관련이익",7,87,16,0,0,0
"사채상환이익",0,1,35,0,3,0
"퇴직급여충당부채환입액",0,0,0,0,0,0
"계약부채환입액",0,0,0,0,0,0
"반품(환불)부채환입액",0,0,0,0,0,0
"배출부채환입액",0,0,0,0,0,0
"주식보상비환입",10,0,0,0,0,0
"투자자산평가이익",0,0,0,0,0,0
"자산재평가이익",0,0,0,0,0,0
"지분법관련이익",51,28,78,28,41,50
"종속회사관련이익",21,0,4,0,0,0
"법인세수익",91,167,79,26,54,12
"영업활동으로인한자산부채변동(운전자본변동)",-686,-666,-237,-91,108,-372
"자산의감소(증가)",-674,-144,-168,728,-76,-123
"부채의증가(감소)",-2,-527,-90,-793,134,-250
