"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",643266,600591,568749,726972
"매출원가",424665,390332,354789,449720
"매출총이익",218608,210263,213963,277251
"판매비와관리비",146546,145201,133306,150986
"인건비",16989,18492,19123,18260
"유무형자산상각비",5825,5794,5779,5645
"연구개발비",50510,54423,52897,53799
"광고선전비",14312,9633,6366,11251
"판매비",29470,28437,22666,34088
"관리비",15427,14807,15136,15590
"기타원가성비용",0,0,0,0
"기타",14010,13605,11338,12345
"영업이익",72058,65059,80658,126266
"영업이익(발표기준)",72058,65059,80658,126266
"금융수익",23453,39478,18099,23792
"이자수익",6630,5967,4743,4283
"배당금수익",8,13,1,4
"외환이익",15511,28640,11398,17230
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",80,5,29,7
"금융자산평가이익",143,18,59,-1
"금융자산손상차손환입",0,0,0,0
"파생상품이익",1284,4780,1763,2124
"기타금융수익",-208,47,98,141
"금융원가",20738,36293,15261,22247
"이자비용",2160,1719,1345,1324
"외환손실",16298,31380,12259,18578
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,1,1,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",18,3,14,20
"금융자산평가손실",104,72,-121,16
"금융자산손상차손",8,0,0,0
"파생상품손실",2406,2912,1730,2217
"기타금융원가",-262,206,31,96
"기타수익",6727,4906,3463,5529
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,1,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",36,10,6,6
"자산처분(폐기)이익",1104,710,476,677
"자산평가이익",1,0,0,0
"자산손상차손환입",5,0,1,4
"임대료수익",398,386,374,404
"로열티수익",0,0,0,0
"수수료수익",4,2,7,-9
"대손충당금환입",3,12,0,3
"충당부채환입액",1,0,0,2
"기타비용",7683,4807,11181,5777
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",135,15,25,10
"당기손익-공정가치측정<U+00A0>금융자산평가손실",68,11,2,-1
"자산처분(폐기)손실",629,141,470,779
"자산평가손실",43,0,0,0
"자산손상차손",867,94,2,207
"기타대손상각비",304,12,73,10
"충당부채전입액",12,0,0,1
"종속기업,공동지배기업및관계기업관련손익",1706,985,1112,2661
"지분법손익",1863,982,1121,2700
"종속기업,공동지배기업및관계기업투자주식처분손익",-85,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-38,0,0,0
"세전계속사업이익",75537,69332,76888,130222
"법인세비용",25203,19273,22574,35556
"계속영업이익",50334,50064,54317,94668
"중단영업이익",-242,-4,-52,-4
"당기순이익",50094,50060,54263,94665
"지배주주순이익",50338,50175,53780,93623
"비지배주주순이익",-181,-134,509,971
"자산",3703390,3760707,3761604,3951415
"유동자산",1890332,1950261,1940146,2126334
"재고자산",288581,306520,317229,347634
"유동생물자산",0,0,0,0
"유동금융자산",831010,841481,781484,932878
"매출채권및기타유동채권",415623,425582,390296,469272
"당기법인세자산",209,375,218,261
"계약자산",38,25,8,10
"반품(환불)자산",12,9,12,14
"배출권",0,0,0,0
"기타유동자산",67740,78804,70276,78458
"현금및현금성자산",285778,296590,379227,285578
"매각예정비유동자산및처분자산집단",1351,873,1397,12234
"비유동자산",1813052,1810450,1821468,1825084
"유형자산",1254663,1274971,1300325,1304788
"무형자산",211069,213629,200645,194369
"비유동생물자산",120,120,120,120
"투자부동산",8980,9060,8801,8965
"장기금융자산",104125,90332,111218,124873
"관계기업등지분관련투자자산",98960,98679,100390,103774
"장기매출채권및기타비유동채권",7856,290,268,297
"이연법인세자산",46809,48687,46135,46534
"장기당기법인세자산",0,0,0,0
"기타비유동자산",80173,74358,53222,41005
"기타금융업자산",0,0,0,0
"부채",963584,984090,951107,1075041
"유동부채",691086,706627,674257,794664
"단기사채",3392,3294,3405,3359
"단기차입금",160755,135533,148046,179123
"유동성장기부채",12475,12420,11617,11786
"유동금융부채",1940,2330,2376,3063
"매입채무및기타유동채무",434173,457434,405882,475434
"유동종업원급여충당부채",36,13,5,66
"기타단기충당부채",40911,46704,47661,46578
"당기법인세부채",15349,27528,34447,47756
"계약부채",20,28,49,16
"반품(환불)부채",21,8,6,8
"배출부채",0,0,0,0
"기타유동부채",21930,21312,20729,23451
"매각예정으로분류된처분자산집단에포함된부채",78,16,29,4030
"비유동부채",272497,277468,276846,280373
"사채",10872,11624,11388,10938
"장기차입금",25882,4215,25300,24623
"비유동금융부채",1291,23494,994,1015
"장기매입채무및기타비유동채무",22179,21310,20197,18660
"비유동종업원급여충당부채",7059,7546,7852,8916
"기타장기충당부채",6186,6463,8756,8277
"이연법인세부채",174891,178341,180499,188168
"장기당기법인세부채",0,0,0,0
"기타비유동부채",24096,24477,21868,19775
"기타금융업부채",0,0,0,0
"자본",2739800,2776610,2810499,2876374
"지배기업주주지분",2650782,2688308,2721081,2784031
"자본금",19080,19362,18867,19266
"신종자본증권",0,0,0,0
"자본잉여금",75989,76694,78051,79094
"기타자본",-2064,-2190,-2670,-2498
"기타포괄손익누계액",-50493,-39069,-36742,-44206
"이익잉여금(결손금)",2610088,2635345,2664915,2734684
"비지배주주지분",87199,86468,88079,90053
"영업활동으로인한현금흐름",201884,119627,149441,145419
"당기순손익",50046,50090,54600,95020
"법인세비용차감전계속사업이익",-41,-41,-212,-383
"현금유출이없는비용등가산",127767,122868,108489,133071
"퇴직급여",3707,3263,3271,3421
"종업원급여",15,7,6,24
"주식보상비",16,20,27,35
"감가상각비",68691,67876,68067,70127
"무형자산상각비",22139,8243,8183,8111
"계약부채전입액",0,0,0,0
"반품(환불)부채전입액",4,0,0,0
"배출부채전입액",8,0,0,0
"기타의대손상각비",410,11,74,15
"배당금지급",0,0,0,0
"금융부채관련손실",-6,3,-1,384
"사채상환손실",5,5,16,-7
"투자자산평가손실",3,13,-13,0
"자산재평가손실",0,0,0,0
"지분법관련손실",367,57,121,42
"종속기업관련손실",45,0,0,6
"관계기업관련손익",289,111,-80,123
"(현금유입이없는수익등차감)",11162,25342,1990,11106
"금융부채관련이익",-25,5,74,-71
"사채상환이익",17,0,1,19
"퇴직급여충당부채환입액",2,0,0,4
"계약부채환입액",0,0,0,0
"반품(환불)부채환입액",0,0,12,-12
"배출부채환입액",0,6,3,-8
"주식보상비환입",2,0,0,0
"투자자산평가이익",-3,2,9,-9
"자산재평가이익",0,0,0,2
"지분법관련이익",2053,1152,1087,2808
"종속회사관련이익",136,0,0,0
"법인세수익",172,117,-69,14
"영업활동으로인한자산부채변동(운전자본변동)",50401,-25953,-1414,-61131
"자산의감소(증가)",82225,-19167,8246,-126007
"부채의증가(감소)",-34775,2064,-15914,81817
"정부보조금등의변동",-13,-5,2,4
"기타운전자본의변동",2966,-8840,6253,-16943
"*영업에서창출된현금흐름",217022,121620,159471,155473
"기타영업활동으로인한현금흐름",-15134,-1993,-10020,-10057
"이자수입",6340,5127,5905,4768
"이자지급(-)",-1631,-1302,-1332,-929
"배당금수입",389,1014,1443,315
"배당금지급(-)",0,-172,0,0
"법인세환입",0,24,-10,48
"법인세납부(-)",-20218,-6680,-15982,-14305
"중단영업관련현금흐름",-7,-1,-48,47
"투자활동으로인한현금흐름",-188201,-88473,-25510,-243362
"투자활동으로인한현금유입액",-4428,44423,85848,11963
"유동금융자산의감소",-27637,18561,46008,-16500
"장기금융상품의감소",21093,23125,37337,25565
"매도가능금융자산의감소",4,1,8,0
"만기보유금융자산의감소",0,0,0,0
"장기대여금의감소",-97,155,203,266
"파생상품의변동",13,15,11,-23
"기타비유동금융자산의감소",211,97,89,133
"관계기업등지분관련투자자산의감소",200,71,104,-84
"유형자산의감소",1564,1107,957,2129
"무형자산의감소",40,6,22,69
"생물자산의감소",0,0,0,0
"투자부동산의감소",14,17,29,237
"기타투자활동으로인한현금유입액",165,1265,1075,167
"(투자활동으로인한현금유출액)",183851,132907,111534,255158
"유동금융자산의증가",27758,9922,-2446,134652
"장기금융상품의증가",47725,23403,8037,24653
"매도가능금융자산의증가",139,3,-2,11
"만기보유금융자산의증가",0,0,0,0
"장기대여금의증가",-306,149,112,235
"기타비유동금융자산의증가",309,51,119,356
"관계기업등지분관련투자자산의증가",774,922,135,1229
"유형자산의증가",81482,88084,101096,88538
"무형자산의증가",24351,9766,4199,5176
"생물자산의증가",0,0,0,0
"투자부동산의증가",1057,128,-32,138
"기타투자활동으로인한현금유출액",561,470,307,162
"기타투자활동으로인한현금흐름",84,4,175,-170
"재무활동으로인한현금흐름",-4865,-27632,-37748,6510
"재무활동으로인한현금유입액",22192,15668,14702,24762
"사채의증가",1438,1011,1424,343
"차입금의증가",19956,13964,12705,23361
"미지급금의증가",0,0,0,0
"유동성장기부채의증가",0,0,0,159
"기타금융부채의증가",-10,17,-5,2
"기타부채의증가",-47,5,-5,3
"유상증자",1487,541,135,649
"자기주식의처분",-1,25,0,0
"주식매입선택권의행사",60,0,14,4
"자본구성항목의증가",-684,82,288,173
"기타재무활동으로인한현금유입액",-4,22,147,67
"(재무활동으로인한현금유출액)",2860,42893,3484,-5714
"사채의감소",7552,345,510,320
"차입금의감소",-6590,41218,1872,-6660
"미지급금의감소",0,0,0,0
"유동성장기부채의감소",1568,515,663,448
"기타금융부채의감소",212,132,323,168
"기타부채의감소",78,1,-1,0
"유상감자",0,0,0,0
"자기주식의취득",15,144,116,-12
"자본구성항목의감소",5,521,-9,13
"기타재무활동으로인한현금유출액",21,12,14,5
"기타재무활동으로인한현금흐름",-24197,-406,-48966,-23964
"영업투자재무활동기타현금흐름",9,0,0,-393
"연결범위변동으로인한현금의증가",96,81,-61,-20
"환율변동효과",-5704,7217,-3481,-1823
"현금및현금성자산의증가",3223,10824,82648,-93675
"기초현금및현금성자산",282525,285774,296568,379229
"기말현금및현금성자산",285748,296590,379229,285578
