"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",228196,246955,274371,67424,71421,75610
"매출원가",132915,146609,160238,40645,42215,46834
"매출총이익",95276,100354,114144,26780,29209,28779
"판매비와관리비",80485,87912,101373,23309,25805,24798
"인건비",24439,26013,29137,7167,6690,6745
"유무형자산상각비",1274,1451,2226,569,518,535
"연구개발비",13942,16006,18468,4146,4583,5081
"광고선전비",6214,7255,8295,1662,2047,2008
"판매비",7805,7637,8704,2263,2178,2155
"관리비",16134,18081,21298,5764,5323,5340
"기타원가성비용",6981,7749,9139,545,1790,0
"기타",3700,3724,4110,1192,2666,2941
"영업이익",14792,12441,12763,3468,3400,3981
"영업이익(발표기준)",15068,12586,13003,3509,3434,3870
"금융수익",1873,3767,3405,1085,1426,1460
"이자수익",716,897,1040,206,136,157
"배당금수익",73,108,72,18,5,10
"외환이익",403,691,772,434,29,16
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,6,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",339,261,395,31,136,728
"금융자산평가이익",30,1303,766,60,605,376
"금융자산손상차손환입",1,1,0,0,0,0
"파생상품이익",205,441,288,93,54,29
"기타금융수익",91,60,65,240,445,137
"금융원가",4517,4282,4464,1820,1047,1132
"이자비용",2215,2401,2726,638,596,528
"외환손실",1296,398,560,192,125,159
"대손상각비",91,108,-3,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,13,0,0
"매출채권처분손실",40,53,34,6,5,5
"금융자산처분손실",11,30,63,10,27,15
"금융자산평가손실",16,281,697,581,-185,41
"금융자산손상차손",118,34,27,15,10,0
"파생상품손실",412,772,214,93,195,161
"기타금융원가",308,197,134,272,272,223
"기타수익",4658,3605,3819,1985,673,702
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",1,7,26,7,2,22
"자산처분(폐기)이익",1773,218,198,1361,26,125
"자산평가이익",155,31,111,0,20,0
"자산손상차손환입",5,6,10,0,4,0
"임대료수익",144,169,156,27,26,26
"로열티수익",0,0,0,0,0,0
"수수료수익",51,59,66,10,14,12
"대손충당금환입",4,34,22,37,3,15
"충당부채환입액",0,1,2,3,-1,-4
"기타비용",2852,5636,5832,472,673,687
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",46,73,61,9,3,12
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,10,1,6,-4,-2
"자산처분(폐기)손실",91,306,165,3,16,90
"자산평가손실",4,38,30,18,29,5
"자산손상차손",649,1346,2626,7,19,49
"기타대손상각비",170,49,120,5,16,19
"충당부채전입액",1,15,381,0,5,81
"종속기업,공동지배기업및관계기업관련손익",978,19,525,154,322,431
"지분법손익",902,-5,148,173,46,230
"종속기업,공동지배기업및관계기업투자주식처분손익",-58,0,2,-1,2,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",14924,9917,10214,4406,4099,4758
"법인세비용",3503,4608,4089,1419,1468,1233
"계속영업이익",11416,5317,6123,2988,2634,3529
"중단영업이익",5138,431,-4,-4,11,-162
"당기순이익",16554,5746,6118,2983,2644,3368
"지배주주순이익",14328,4441,4666,2382,1825,2301
"비지배주주순이익",1268,1024,543,305,455,663
"자산",345453,368295,398114,400616,425216,439304
"유동자산",162439,170866,183742,186389,202578,212328
"재고자산",45492,47148,50663,53124,57560,57880
"유동생물자산",2,4,4,4,4,4
"유동금융자산",17613,21859,26763,25607,26985,33879
"매출채권및기타유동채권",66467,66722,67635,64518,65246,68604
"당기법인세자산",73,160,139,121,22,132
"계약자산",0,127,226,148,232,275
"반품(환불)자산",0,467,500,376,405,381
"배출권",0,0,0,0,4,0
"기타유동자산",2596,3538,3598,4253,4097,4411
"현금및현금성자산",30091,30801,32958,37362,47236,42882
"매각예정비유동자산및처분자산집단",93,31,1255,871,780,3872
"비유동자산",183014,197435,214377,214232,222638,226971
"유형자산",106388,114995,126829,127033,129135,128548
"무형자산",18628,21294,22670,22876,25129,25564
"비유동생물자산",0,0,0,0,0,0
"투자부동산",11107,11487,11072,10997,10896,10924
"장기금융자산",17869,18583,18527,18525,21048,25418
"관계기업등지분관련투자자산",23396,24136,23423,22983,24349,24922
"장기매출채권및기타비유동채권",1492,2023,1768,1734,2201,1679
"이연법인세자산",3268,3823,5278,5413,5047,5253
"장기당기법인세자산",0,0,95,95,95,95
"기타비유동자산",858,972,4605,4442,4598,4444
"기타금융업자산",0,0,0,0,0,0
"부채",130261,137653,155409,158787,170334,171312
"유동부채",85273,91297,101779,104037,112878,114213
"단기사채",1448,1864,2458,2294,2095,1729
"단기차입금",27460,27585,30654,36398,44257,41610
"유동성장기부채",9048,11729,13200,9847,10639,12562
"유동금융부채",1525,1846,2340,3033,2808,2777
"매입채무및기타유동채무",37527,38616,42655,41249,41826,41345
"유동종업원급여충당부채",475,451,487,41,67,45
"기타단기충당부채",1289,1214,2033,1988,1837,1894
"당기법인세부채",2733,3328,2436,2953,3004,3848
"계약부채",114,1177,1424,1066,1008,1406
"반품(환불)부채",286,1085,1462,1140,1414,1300
"배출부채",3,4,5,6,8,4
"기타유동부채",3375,2415,2619,3867,3794,3713
"매각예정으로분류된처분자산집단에포함된부채",0,0,11,149,127,1974
"비유동부채",44992,46357,53637,54744,57448,57103
"사채",17400,16566,19382,20337,17910,15824
"장기차입금",11687,13016,14888,14567,19553,17647
"비유동금융부채",2361,1628,3961,3750,3690,5264
"장기매입채무및기타비유동채무",1961,2034,1927,1930,1447,2342
"비유동종업원급여충당부채",5482,6599,7286,7922,8436,8984
"기타장기충당부채",914,685,688,757,824,941
"이연법인세부채",4610,4119,3868,3696,3877,4505
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",512,279,328,1216,1147,1062
"기타금융업부채",0,0,0,0,0,0
"자본",215188,230646,242705,241835,254881,267987
"지배기업주주지분",165217,172337,181126,179591,191614,202341
"자본금",15980,17452,18810,18846,19199,20264
"신종자본증권",100,0,350,350,350,350
"자본잉여금",70118,84925,91020,88169,97716,103046
"기타자본",-9656,-10110,-10785,-10660,-11026,-10804
"기타포괄손익누계액",9061,7231,4479,4385,5803,7951
"이익잉여금(결손금)",108627,107970,110973,112810,114011,117162
"비지배주주지분",20968,23187,27864,27943,28828,30021
"영업활동으로인한현금흐름",14764,14566,16319,3224,3080,3494
"당기순손익",16526,4389,6217,3026,2569,3418
"법인세비용차감전계속사업이익",105,1829,108,-31,155,72
"현금유출이없는비용등가산",22681,27888,30143,7691,6990,6935
"퇴직급여",2902,3107,3407,845,883,887
"종업원급여",105,125,198,23,25,41
"주식보상비",91,135,134,32,49,46
"감가상각비",7343,8008,9308,2140,2532,2309
"무형자산상각비",908,1082,1192,258,268,371
"계약부채전입액",0,6,10,0,0,0
"반품(환불)부채전입액",0,4,11,0,2,1
"배출부채전입액",0,0,0,0,0,0
"기타의대손상각비",191,154,111,9,16,12
"배당금지급",29,39,50,0,0,0
"금융부채관련손실",130,117,26,44,2,-6
"사채상환손실",12,8,31,2,2,0
"투자자산평가손실",0,38,1,18,29,5
"자산재평가손실",0,0,0,0,0,0
"지분법관련손실",434,756,701,118,131,-13
"종속기업관련손실",31,10,3,1,-1,0
"관계기업관련손익",148,2202,998,87,49,-35
"(현금유입이없는수익등차감)",11935,7294,8214,3040,1834,1935
"금융부채관련이익",2,46,41,2,0,1
"사채상환이익",2,5,18,8,38,-35
"퇴직급여충당부채환입액",0,0,0,3,-3,0
"계약부채환입액",0,0,0,0,0,0
"반품(환불)부채환입액",0,0,0,12,-10,-1
"배출부채환입액",0,0,0,0,0,0
"주식보상비환입",0,0,9,1,-1,0
"투자자산평가이익",83,13,97,0,0,0
"자산재평가이익",0,0,0,0,0,0
"지분법관련이익",1643,838,1255,275,231,159
"종속회사관련이익",46,94,260,21,231,23
"법인세수익",312,236,510,92,-10,103
"영업활동으로인한자산부채변동(운전자본변동)",-7535,-7857,-6169,-3112,-3551,-3321
"자산의감소(증가)",-4921,-3629,-4874,-1365,-4044,-3651
"부채의증가(감소)",-2630,-4279,-1312,-1446,289,542
"정부보조금등의변동",37,55,11,6,2,-1
"기타운전자본의변동",-12,0,12,-310,190,-206
"*영업에서창출된현금흐름",19843,18967,22088,4545,4322,5166
"기타영업활동으로인한현금흐름",-5088,-4398,-5777,-1320,-1242,-1671
"이자수입",576,729,818,183,177,160
"이자지급(-)",-1560,-1641,-1810,-454,-527,-561
"배당금수입",584,1165,749,224,174,6
