"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",159991,161992,137465,163249
"매출원가",166439,150102,126068,132703
"매출총이익",-6448,11890,11398,30546
"판매비와관리비",8399,6083,7573,6882
"인건비",3594,2651,4079,3688
"유무형자산상각비",863,748,767,794
"연구개발비",929,475,378,505
"광고선전비",132,63,82,74
"판매비",102,182,1,-34
"관리비",2345,1639,1945,1524
"기타원가성비용",0,0,0,0
"기타",434,324,322,331
"영업이익",-14846,5807,3825,23663
"영업이익(발표기준)",-14846,5807,3825,23663
"금융수익",-1386,8045,4144,3869
"이자수익",769,694,671,605
"배당금수익",78,0,40,6
"외환이익",261,1295,2679,2966
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",-6,0,39,2
"금융자산평가이익",-39,64,40,11
"금융자산손상차손환입",0,0,0,0
"파생상품이익",-2450,5991,674,276
"기타금융수익",0,1,1,4
"금융원가",1615,14397,6995,7168
"이자비용",5255,5313,5186,4975
"외환손실",-4231,8132,592,116
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",16,0,6,0
"금융자산평가손실",27,3,9,0
"금융자산손상차손",0,0,0,0
"파생상품손실",561,942,1192,2069
"기타금융원가",-13,6,9,9
"기타수익",1833,2362,2783,2157
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0
"자산처분(폐기)이익",83,618,40,264
"자산평가이익",0,0,0,0
"자산손상차손환입",167,0,67,11
"임대료수익",501,469,496,494
"로열티수익",0,0,0,0
"수수료수익",2,0,0,0
"대손충당금환입",-8,0,24,67
"충당부채환입액",86,24,339,23
"기타비용",3883,1076,1635,3607
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0
"자산처분(폐기)손실",360,78,171,363
"자산평가손실",0,0,0,0
"자산손상차손",741,0,127,0
"기타대손상각비",221,0,72,0
"충당부채전입액",1,1,1,6
"종속기업,공동지배기업및관계기업관련손익",341,2054,13,236
"지분법손익",0,0,0,0
"종속기업,공동지배기업및관계기업투자주식처분손익",-3,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-19557,2794,2135,19151
"법인세비용",-6814,1149,217,6831
"계속영업이익",-12742,1644,1917,12319
"중단영업이익",0,0,0,0
"당기순이익",-12742,1644,1917,12319
"지배주주순이익",-12759,1338,1550,12169
"비지배주주순이익",17,306,366,150
"자산",2048498,2063771,2082659,2090255
"유동자산",208569,211262,212678,222234
"재고자산",70869,69117,71508,69897
"유동생물자산",0,0,0,0
"유동금융자산",19074,38016,30338,47110
"매출채권및기타유동채권",86161,75055,75696,79364
"당기법인세자산",1156,417,473,679
"계약자산",0,0,0,0
"반품(환불)자산",0,0,0,0
"배출권",4376,5573,7539,0
"기타유동자산",8082,7359,8697,8688
"현금및현금성자산",18568,15493,18194,16496
"매각예정비유동자산및처분자산집단",281,233,233,0
"비유동자산",1839929,1852508,1869981,1868021
"유형자산",1701005,1704969,1723514,1721584
"무형자산",12584,12891,13479,12866
"비유동생물자산",0,0,0,0
"투자부동산",1586,1390,1599,2269
"장기금융자산",26607,31105,29231,28812
"관계기업등지분관련투자자산",59245,61113,60963,61498
"장기매출채권및기타비유동채권",9626,9664,9431,8613
"이연법인세자산",15241,15997,16423,17390
"장기당기법인세자산",0,0,0,0
"기타비유동자산",14035,15381,15342,14990
"기타금융업자산",0,0,0,0
"부채",1333673,1349262,1366905,1360661
