"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",179330,175994,183462,190472
"매출원가",142287,136279,141370,147308
"매출총이익",37047,39719,42095,43153
"판매비와관리비",32599,30632,31179,32064
"인건비",14909,8830,8365,8476
"유무형자산상각비",2641,1465,1410,1376
"연구개발비",634,424,409,398
"광고선전비",3341,1903,1935,2103
"판매비",12212,6509,6406,6760
"관리비",13109,6011,5849,6032
"기타원가성비용",0,0,0,0
"기타",-14260,5477,6804,6915
"영업이익",4453,9089,10908,11100
"영업이익(발표기준)",4453,9089,10908,11100
"금융수익",1257,2319,1035,1004
"이자수익",884,454,425,348
"배당금수익",24,122,11,10
"외환이익",831,613,292,287
"대손충당금환입액",-1,1,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",48,22,5,15
"금융자산평가이익",4,60,23,41
"금융자산손상차손환입",5,0,0,0
"파생상품이익",316,721,12,-21
"기타금융수익",-892,231,238,316
"금융원가",1857,4319,1364,2089
"이자비용",2795,1472,1186,1102
"외환손실",296,2184,-324,53
"대손상각비",0,1,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",74,11,28,47
"매출채권처분손실",38,0,0,0
"금융자산처분손실",15,9,2,0
"금융자산평가손실",116,76,11,163
"금융자산손상차손",-2,0,0,0
"파생상품손실",591,264,158,133
"기타금융원가",-2076,299,303,584
"기타수익",2260,2914,2666,1278
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",6,2,2,2
"당기손익-공정가치측정<U+00A0>금융자산평가이익",113,11,17,97
"자산처분(폐기)이익",1394,301,1394,173
"자산평가이익",1,0,0,0
"자산손상차손환입",34,9,0,2
"임대료수익",55,45,38,34
"로열티수익",2,2,2,2
"수수료수익",54,45,44,33
"대손충당금환입",54,717,14,83
"충당부채환입액",1,4,-2,0
"기타비용",4946,2426,1282,1228
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",14,3,3,7
"당기손익-공정가치측정<U+00A0>금융자산평가손실",-1,181,-124,-42
"자산처분(폐기)손실",740,274,174,166
"자산평가손실",0,0,6,-2
"자산손상차손",2243,2,31,14
"기타대손상각비",648,7,24,76
"충당부채전입액",776,0,4,17
"종속기업,공동지배기업및관계기업관련손익",195,303,547,486
"지분법손익",60,344,397,319
"종속기업,공동지배기업및관계기업투자주식처분손익",-2,0,-3,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-1,0,0,0
"세전계속사업이익",1369,7874,12501,10549
"법인세비용",696,2294,3125,2990
"계속영업이익",670,5584,9374,7561
"중단영업이익",-74,35,0,97
"당기순이익",596,5619,9374,7658
"지배주주순이익",649,4391,7814,6070
"비지배주주순이익",72,1026,1334,1262
"자산",687148,711926,729546,741651
"유동자산",251959,272073,282781,291112
"재고자산",73959,74247,77267,75220
"유동생물자산",5909,6893,8300,7764
"유동금융자산",40123,39473,39610,41605
"매출채권및기타유동채권",75183,79313,78078,86856
"당기법인세자산",489,273,294,595
"계약자산",692,45,53,58
"반품(환불)자산",22,9,9,11
"배출권",0,0,0,0
"기타유동자산",7821,10792,9864,10148
"현금및현금성자산",43628,56526,68616,64872
"매각예정비유동자산및처분자산집단",4136,4513,692,3988
"비유동자산",435185,439846,446772,450531
"유형자산",297131,301743,305190,307366
"무형자산",41997,41983,41635,40731
"비유동생물자산",1027,1045,1019,1029
"투자부동산",23193,23184,23335,23312
"장기금융자산",19866,17852,18716,19175
"관계기업등지분관련투자자산",31879,32033,32561,34024
"장기매출채권및기타비유동채권",4298,5883,5564,5462
"이연법인세자산",3752,3811,3811,3777
"장기당기법인세자산",0,0,0,0
"기타비유동자산",12038,12310,14945,15655
"기타금융업자산",0,0,0,0
"부채",334310,357108,363910,369419
"유동부채",212697,231446,232083,230747
"단기사채",1254,2042,1129,3063
"단기차입금",79371,89980,95749,93034
"유동성장기부채",30590,35413,35554,29329
"유동금융부채",4518,4732,4870,6021
"매입채무및기타유동채무",80539,81751,79988,82632
"유동종업원급여충당부채",215,2,3,3
"기타단기충당부채",1279,1269,1450,1546
"당기법인세부채",4618,4311,4920,5211
"계약부채",379,529,221,407
"반품(환불)부채",410,316,400,441
"배출부채",3,3,3,1
