"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",603579,669467,704348,175994,183462,190472
"매출원가",469731,521897,551546,136279,141370,147308
"매출총이익",133844,147570,152795,39719,42095,43153
"판매비와관리비",105202,116428,122876,30632,31179,32064
"인건비",30828,37828,39838,8830,8365,8476
"유무형자산상각비",3266,3859,6349,1465,1410,1376
"연구개발비",1547,1733,1878,424,409,398
"광고선전비",8507,8961,8891,1903,1935,2103
"판매비",29169,28088,30586,6509,6406,6760
"관리비",27902,31577,30935,6011,5849,6032
"기타원가성비용",0,0,0,0,0,0
"기타",3985,4377,4391,5477,6804,6915
"영업이익",28646,31149,29929,9089,10908,11100
"영업이익(발표기준)",28646,31149,29929,9089,10908,11100
"금융수익",5000,3910,5018,2319,1035,1004
"이자수익",1624,1897,2246,454,425,348
"배당금수익",195,114,134,122,11,10
"외환이익",2368,702,1490,613,292,287
"대손충당금환입액",0,0,0,1,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",206,176,70,22,5,15
"금융자산평가이익",140,142,137,60,23,41
"금융자산손상차손환입",16,0,5,0,0,0
"파생상품이익",242,664,701,721,12,-21
"기타금융수익",152,102,90,231,238,316
"금융원가",7396,8055,9892,4319,1364,2089
"이자비용",5144,5653,6867,1472,1186,1102
"외환손실",684,1647,1829,2184,-324,53
"대손상각비",4,-2,0,1,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",147,46,145,11,28,47
"매출채권처분손실",16,20,38,0,0,0
"금융자산처분손실",67,15,27,9,2,0
"금융자산평가손실",34,46,154,76,11,163
"금융자산손상차손",130,50,1,0,0,0
"파생상품손실",948,421,672,264,158,133
"기타금융원가",222,154,149,299,303,584
"기타수익",8812,6130,8202,2914,2666,1278
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",9,8,8,2,2,2
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,24,151,11,17,97
"자산처분(폐기)이익",992,1750,2628,301,1394,173
"자산평가이익",101,0,1,0,0,0
"자산손상차손환입",1,10,36,9,0,2
"임대료수익",239,229,225,45,38,34
"로열티수익",0,3,9,2,2,2
"수수료수익",134,160,185,45,44,33
"대손충당금환입",232,164,86,717,14,83
"충당부채환입액",87,5,5,4,-2,0
"기타비용",6999,7194,9988,2426,1282,1228
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",54,28,18,3,3,7
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,167,73,181,-124,-42
"자산처분(폐기)손실",472,860,1166,274,174,166
"자산평가손실",11,0,0,0,6,-2
"자산손상차손",680,1339,2466,2,31,14
"기타대손상각비",495,411,816,7,24,76
"충당부채전입액",455,686,784,0,4,17
"종속기업,공동지배기업및관계기업관련손익",2052,1244,908,303,547,486
"지분법손익",1142,788,887,344,397,319
"종속기업,공동지배기업및관계기업투자주식처분손익",-7,0,-2,0,-3,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-1,0,-1,0,0,0
"세전계속사업이익",30115,27179,24188,7874,12501,10549
"법인세비용",7256,8663,7410,2294,3125,2990
"계속영업이익",22860,18514,16774,5584,9374,7561
"중단영업이익",14965,79,-321,35,0,97
"당기순이익",37827,18595,16452,5619,9374,7658
"지배주주순이익",33882,15184,13715,4391,7814,6070
"비지배주주순이익",3182,2665,2534,1026,1334,1262
"자산",596751,639765,686762,711926,729546,741651
"유동자산",218598,238672,251787,272073,282781,291112
"재고자산",60704,71958,73834,74247,77267,75220
"유동생물자산",4759,4860,5909,6893,8300,7764
"유동금융자산",38357,40435,40119,39473,39610,41605
"매출채권및기타유동채권",72244,71015,75149,79313,78078,86856
"당기법인세자산",173,392,489,273,294,595
"계약자산",0,1008,692,45,53,58
"반품(환불)자산",0,12,22,9,9,11
"배출권",0,0,0,0,0,0
"기타유동자산",7402,8414,7818,10792,9864,10148
"현금및현금성자산",34193,39541,43622,56526,68616,64872
"매각예정비유동자산및처분자산집단",767,1022,4136,4513,692,3988
"비유동자산",378153,401095,434971,439846,446772,450531
"유형자산",251356,268912,296956,301743,305190,307366
"무형자산",42766,43563,41983,41983,41635,40731
"비유동생물자산",792,848,1027,1045,1019,1029
"투자부동산",21708,23009,23193,23184,23335,23312
"장기금융자산",19517,21670,19860,17852,18716,19175
"관계기업등지분관련투자자산",32087,32577,31879,32033,32561,34024
"장기매출채권및기타비유동채권",3545,4122,4298,5883,5564,5462
"이연법인세자산",2843,2960,3745,3811,3811,3777
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",3543,3440,12026,12310,14945,15655
"기타금융업자산",0,0,0,0,0,0
"부채",282581,303498,334069,357108,363910,369419
"유동부채",184597,198555,212578,231446,232083,230747
"단기사채",1105,1154,1254,2042,1129,3063
"단기차입금",66521,81648,79304,89980,95749,93034
"유동성장기부채",27830,24110,30590,35413,35554,29329
"유동금융부채",629,552,4515,4732,4870,6021
"매입채무및기타유동채무",76860,76562,80501,81751,79988,82632
"유동종업원급여충당부채",2,190,215,2,3,3
"기타단기충당부채",717,1340,1279,1269,1450,1546
"당기법인세부채",4195,4504,4618,4311,4920,5211
"계약부채",110,366,379,529,221,407
"반품(환불)부채",402,416,404,316,400,441
"배출부채",0,4,3,3,3,1
"기타유동부채",6190,7708,8140,9277,7788,7998
"매각예정으로분류된처분자산집단에포함된부채",31,0,1384,1818,0,1064
"비유동부채",97982,104942,121495,125661,131830,138665
"사채",35997,36065,42588,44072,46654,47422
"장기차입금",26883,33373,30379,31151,30888,32893
"비유동금융부채",9034,6926,20139,21157,24515,27478
"장기매입채무및기타비유동채무",2104,2051,3017,3283,2802,2994
"비유동종업원급여충당부채",8515,9247,9907,10726,11438,12075
"기타장기충당부채",874,1018,444,486,488,506
"이연법인세부채",13957,14842,14308,14014,14253,14492
"장기당기법인세부채",0,0,34,24,26,29
"기타비유동부채",618,1413,674,751,761,776
"기타금융업부채",0,0,0,0,0,0
"자본",314168,336275,352686,354819,365640,372227
"지배기업주주지분",253593,266709,286123,287481,296126,301728
"자본금",15218,15405,15869,16013,16047,16306
"신종자본증권",915,912,1606,1606,1606,1302
"자본잉여금",92698,101727,102868,103881,103382,104322
"기타자본",-41706,-11626,-12097,-13541,-12593,-12854
"기타포괄손익누계액",1417,425,2592,3415,4099,3144
"이익잉여금(결손금)",195247,177164,186114,186978,194872,201094
"비지배주주지분",50391,52262,55748,56473,58236,58913
"영업활동으로인한현금흐름",33723,28061,40654,8269,14434,12833
"당기순손익",20871,16315,13598,5388,8696,7204
"법인세비용차감전계속사업이익",2153,3150,3542,281,833,581
"현금유출이없는비용등가산",40569,46549,56276,15266,13630,12609
"퇴직급여",3922,4295,4580,1143,1230,1117
"종업원급여",25,39,134,27,8,20
"주식보상비",47,59,69,3,11,8
"감가상각비",15797,18594,24472,5210,5591,5265
"무형자산상각비",1541,2194,2530,630,460,508
"계약부채전입액",0,0,0,0,0,0
"반품(환불)부채전입액",0,1,1,0,0,0
"배출부채전입액",0,0,0,0,0,0
"기타의대손상각비",477,261,741,24,62,85
"배당금지급",0,0,0,0,0,0
"금융부채관련손실",48,45,49,9,11,15
"사채상환손실",4,6,2,0,0,23
"투자자산평가손실",0,0,0,1,-1,0
"자산재평가손실",0,0,18,0,0,0
"지분법관련손실",400,392,310,156,-30,52
"종속기업관련손실",51,0,96,0,0,60
"관계기업관련손익",683,373,480,3,14,19
"(현금유입이없는수익등차감)",26840,9546,11614,4330,2557,1387
"금융부채관련이익",57,31,43,17,3,11
"사채상환이익",10,3,15,0,0,0
"퇴직급여충당부채환입액",0,0,0,0,0,0
"계약부채환입액",0,0,0,0,0,0
"반품(환불)부채환입액",0,0,0,0,0,0
"배출부채환입액",0,0,0,0,0,0
"주식보상비환입",0,0,0,0,0,0
"투자자산평가이익",0,0,0,0,0,0
"자산재평가이익",339,0,0,0,0,0
"지분법관련이익",1752,1360,1297,418,456,414
"종속회사관련이익",67,185,72,0,0,0
"법인세수익",52,247,165,51,39,-16
"영업활동으로인한자산부채변동(운전자본변동)",-9482,-18633,-9846,-5973,-2749,-2570
"자산의감소(증가)",-4086,-13670,-5697,-4514,-2713,-5766
"부채의증가(감소)",-5335,-4953,-4121,-1696,166,3183
"정부보조금등의변동",0,1,-3,0,1,1
"기타운전자본의변동",-54,-12,-22,243,-210,20
"*영업에서창출된현금흐름",27282,37835,51962,10637,17852,16429
"기타영업활동으로인한현금흐름",6439,-9775,-11308,-2366,-3423,-3594
"이자수입",1287,1413,1724,434,322,287
"이자지급(-)",-3815,-4331,-5322,-1169,-1258,-1231
"배당금수입",946,959,1069,705,275,55
"배당금지급(-)",0,0,0,-3,-3,-7
"법인세환입",14,24,24,12,66,39
"법인세납부(-)",-7265,-7849,-8803,-2347,-2829,-2746
"중단영업관련현금흐름",15270,0,0,0,0,0
"투자활동으로인한현금흐름",-32264,-34960,-30659,-6804,-6971,-12262
"투자활동으로인한현금유입액",56631,70846,87188,22899,16462,16268
"유동금융자산의감소",33132,47146,59418,17963,12499,12936
"장기금융상품의감소",7264,6612,7269,1230,794,422
"매도가능금융자산의감소",1126,0,0,0,18,25
"만기보유금융자산의감소",911,2653,1350,0,0,1
"장기대여금의감소",1570,1471,4073,381,544,160
"파생상품의변동",28,196,66,16,54,25
"기타비유동금융자산의감소",4499,4358,4310,1471,1027,999
"관계기업등지분관련투자자산의감소",2530,845,2263,254,-39,48
"유형자산의감소",1401,1840,3655,593,184,842
"무형자산의감소",122,80,79,46,20,42
"생물자산의감소",403,325,345,73,134,28
"투자부동산의감소",254,261,572,101,40,93
