"","X2017.12","X2018.12","X2019.12"
"매출액",603579,669467,704348
"매출원가",469731,521897,551546
"매출총이익",133844,147570,152795
"판매비와관리비",105202,116428,122876
"인건비",30828,37828,39838
"유무형자산상각비",3266,3859,6349
"연구개발비",1547,1733,1878
"광고선전비",8507,8961,8891
"판매비",29169,28088,30586
"관리비",27902,31577,30935
"기타원가성비용",0,0,0
"기타",3985,4377,4391
"영업이익",28646,31149,29929
"영업이익(발표기준)",28646,31149,29929
"금융수익",5000,3910,5018
"이자수익",1624,1897,2246
"배당금수익",195,114,134
"외환이익",2368,702,1490
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",206,176,70
"금융자산평가이익",140,142,137
"금융자산손상차손환입",16,0,5
"파생상품이익",242,664,701
"기타금융수익",152,102,90
"금융원가",7396,8055,9892
"이자비용",5144,5653,6867
"외환손실",684,1647,1829
"대손상각비",4,-2,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",147,46,145
"매출채권처분손실",16,20,38
"금융자산처분손실",67,15,27
"금융자산평가손실",34,46,154
"금융자산손상차손",130,50,1
"파생상품손실",948,421,672
"기타금융원가",222,154,149
"기타수익",8812,6130,8202
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",9,8,8
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,24,151
"자산처분(폐기)이익",992,1750,2628
"자산평가이익",101,0,1
"자산손상차손환입",1,10,36
"임대료수익",239,229,225
"로열티수익",0,3,9
"수수료수익",134,160,185
"대손충당금환입",232,164,86
"충당부채환입액",87,5,5
"기타비용",6999,7194,9988
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",54,28,18
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,167,73
"자산처분(폐기)손실",472,860,1166
"자산평가손실",11,0,0
"자산손상차손",680,1339,2466
"기타대손상각비",495,411,816
"충당부채전입액",455,686,784
"종속기업,공동지배기업및관계기업관련손익",2052,1244,908
"지분법손익",1142,788,887
"종속기업,공동지배기업및관계기업투자주식처분손익",-7,0,-2
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-1,0,-1
"세전계속사업이익",30115,27179,24188
"법인세비용",7256,8663,7410
"계속영업이익",22860,18514,16774
