"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",128243,125824,143210,146235
"매출원가",98381,90511,95244,101360
"매출총이익",29868,35304,47970,44870
"판매비와관리비",22392,21629,21667,23650
"인건비",5255,4707,4478,4578
"유무형자산상각비",2607,2632,2677,3192
"연구개발비",10510,9569,9804,10376
"광고선전비",444,149,250,264
"판매비",1793,645,764,690
"관리비",4505,3100,2106,2884
"기타원가성비용",0,0,0,0
"기타",-2729,821,1579,1652
"영업이익",7474,13674,26299,21234
"영업이익(발표기준)",7474,13674,26299,21234
"금융수익",327,8332,1819,4042
"이자수익",439,200,159,222
"배당금수익",32,28,3,26
"외환이익",-382,7159,1054,3384
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",252,79,172,127
"금융자산평가이익",412,91,97,116
"금융자산손상차손환입",2,0,0,0
"파생상품이익",133,160,127,-3
"기타금융수익",-576,609,197,173
"금융원가",6986,7153,4186,4022
"이자비용",1660,1174,1066,861
"외환손실",1343,5135,2242,2648
"대손상각비",14,0,25,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,7,-7,0
"매출채권처분손실",1,0,1,3
"금융자산처분손실",118,16,17,5
"금융자산평가손실",3263,129,194,69
"금융자산손상차손",0,0,40,0
"파생상품손실",263,292,209,33
"기타금융원가",297,392,390,397
"기타수익",1273,2422,904,855
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",1,1,1,1
"당기손익-공정가치측정<U+00A0>금융자산평가이익",76,-3,28,2
"자산처분(폐기)이익",144,207,359,137
"자산평가이익",-3,2,13,17
"자산손상차손환입",8,1,0,3
"임대료수익",44,29,44,23
"로열티수익",0,0,0,0
"수수료수익",14,3,10,4
"대손충당금환입",7,4,19,1
"충당부채환입액",0,2,1,2
"기타비용",3313,1305,1660,1011
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",4,1,15,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",53,64,6,-7
"자산처분(폐기)손실",258,70,463,111
"자산평가손실",19,43,-4,-7
"자산손상차손",1934,5,143,16
"기타대손상각비",144,39,28,24
"충당부채전입액",44,0,1,0
"종속기업,공동지배기업및관계기업관련손익",-347,345,81,606
"지분법손익",242,245,254,496
"종속기업,공동지배기업및관계기업투자주식처분손익",92,0,4,1
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-207,-24,-85,0
"세전계속사업이익",-1564,16317,23254,21704
"법인세비용",-197,4310,6293,4496
"계속영업이익",-1373,12011,16971,17215
"중단영업이익",-658,12,404,13096
"당기순이익",-2030,12024,17373,30311
"지배주주순이익",-2655,10938,16519,28807
"비지배주주순이익",10,314,229,422
"자산",927373,964895,992865,1007113
"유동자산",269459,289076,311688,311678
"재고자산",83342,89660,94164,97460
"유동생물자산",0,0,0,0
"유동금융자산",38150,44059,32331,40535
"매출채권및기타유동채권",76908,83204,91669,92999
"당기법인세자산",2109,1966,83,69
"계약자산",3018,3337,4300,3648
"반품(환불)자산",15,12,14,19
"배출권",0,3,0,0
"기타유동자산",9868,10814,9811,9982
"현금및현금성자산",55339,55703,73218,66753
"매각예정비유동자산및처분자산집단",700,320,6083,199
"비유동자산",643503,660979,666490,679893
"유형자산",493632,503488,501808,510516
"무형자산",33924,34949,45880,44855
"비유동생물자산",0,0,0,0
"투자부동산",6053,6723,6937,7563
"장기금융자산",54097,57373,57478,58515
"관계기업등지분관련투자자산",23009,25436,27121,30246
"장기매출채권및기타비유동채권",2288,2375,1975,1598
"이연법인세자산",10032,10181,10480,10244
"장기당기법인세자산",0,0,0,0
"기타비유동자산",20393,20375,14731,16042
"기타금융업자산",14403,14838,14686,15546
"부채",274596,305837,333385,307551
"유동부채",150485,164740,191985,166150
"단기사채",3360,3336,3674,2961
"단기차입금",38469,38970,33735,33548
"유동성장기부채",21334,28222,40480,35366
"유동금융부채",4781,4592,4232,4268
"매입채무및기타유동채무",71550,73202,87161,72243
"유동종업원급여충당부채",354,233,306,221
"기타단기충당부채",1089,1262,1362,933
"당기법인세부채",3459,6026,10141,8932
"계약부채",3898,5596,6418,4038
"반품(환불)부채",12,15,19,23
"배출부채",80,117,175,59
"기타유동부채",1980,3080,2841,3543
"매각예정으로분류된처분자산집단에포함된부채",117,88,1432,13
"비유동부채",118466,135002,135419,134728
"사채",30651,39911,38201,37698
"장기차입금",66217,69772,67470,64966
"비유동금융부채",13219,14257,13820,14679
"장기매입채무및기타비유동채무",686,1988,4698,5112
"비유동종업원급여충당부채",4838,6622,7536,8560
"기타장기충당부채",316,224,334,296
"이연법인세부채",1886,2103,2708,2689
"장기당기법인세부채",0,0,0,0
"기타비유동부채",668,117,639,725
"기타금융업부채",5657,6101,5986,6677
"자본",652770,659051,659480,699569
"지배기업주주지분",619783,625625,624713,659075
"자본금",53134,53239,52699,53268
"신종자본증권",0,0,0,0
"자본잉여금",100694,99774,101905,108901
"기타자본",-32667,-31342,-49239,-48266
"기타포괄손익누계액",-1122,2789,2149,2334
"이익잉여금(결손금)",518907,520598,537666,568784
"비지배주주지분",13836,14000,14309,14550
"영업활동으로인한현금흐름",34712,29998,40486,43392
"당기순손익",-2092,11233,16330,17108
"법인세비용차감전계속사업이익",151,1048,1221,13573
"현금유출이없는비용등가산",35909,37869,37906,34192
"퇴직급여",1117,1104,1168,1146
"종업원급여",59,1,8,2
"주식보상비",99,63,48,21
"감가상각비",23922,23710,24445,24484
"무형자산상각비",1954,2116,2666,2985
"계약부채전입액",0,0,0,0
"반품(환불)부채전입액",0,0,0,0
"배출부채전입액",13,0,0,0
"기타의대손상각비",183,15,107,-15
"배당금지급",0,0,0,0
"금융부채관련손실",944,5,98,-87
"사채상환손실",86,26,5,50
"투자자산평가손실",2438,0,5,-5
"자산재평가손실",0,0,0,0
"지분법관련손실",521,74,136,115
"종속기업관련손실",-9,14,-13,0
"관계기업관련손익",212,37,281,-32
"(현금유입이없는수익등차감)",535,7179,713,16541
"금융부채관련이익",-42,109,46,-15
"사채상환이익",1,0,2,10
"퇴직급여충당부채환입액",0,2,-2,0
"계약부채환입액",0,0,0,0
"반품(환불)부채환입액",0,0,0,1
"배출부채환입액",-2,0,0,1
"주식보상비환입",2,7,-4,1
"투자자산평가이익",88,0,0,3
"자산재평가이익",0,0,2,0
"지분법관련이익",667,494,362,566
"종속회사관련이익",351,0,1,4
"법인세수익",242,38,12,24
"영업활동으로인한자산부채변동(운전자본변동)",5891,-10542,-13023,949
"자산의감소(증가)",3407,-7789,-18357,-3185
"부채의증가(감소)",2384,-3008,5501,4280
"정부보조금등의변동",4,0,0,-34
"기타운전자본의변동",92,255,-162,-107
"*영업에서창출된현금흐름",39331,32435,41717,49286
"기타영업활동으로인한현금흐름",-4612,-2452,-1240,-5892
"이자수입",468,390,365,478
"이자지급(-)",-1049,-1198,-1251,-1124
"배당금수입",-14,31,255,146
"배당금지급(-)",-4,-118,-174,0
"법인세환입",-5,61,602,-615
"법인세납부(-)",-3991,-1613,-1044,-4771
"중단영업관련현금흐름",-15,0,-1,0
"투자활동으로인한현금흐름",-30014,-46179,-19258,-44198
"투자활동으로인한현금유입액",3236,10455,14373,5265
"유동금융자산의감소",263,6349,11871,686
"장기금융상품의감소",381,118,18,30
"매도가능금융자산의감소",-157,13,-10,156
"만기보유금융자산의감소",0,0,0,0
"장기대여금의감소",154,24,37,18
"파생상품의변동",10,1,32,1
"기타비유동금융자산의감소",1306,2058,851,1422
"관계기업등지분관련투자자산의감소",803,258,41,424
"유형자산의감소",-148,401,355,457
"무형자산의감소",-6,22,56,10
"생물자산의감소",0,0,0,0
"투자부동산의감소",259,19,286,118
"기타투자활동으로인한현금유입액",391,1094,666,1763
"(투자활동으로인한현금유출액)",33228,56649,33663,49484
"유동금융자산의증가",-3261,16585,-561,8041
"장기금융상품의증가",1148,358,483,539
"매도가능금융자산의증가",253,35,-3,65
"만기보유금융자산의증가",0,0,0,9
"장기대여금의증가",163,103,50,178
"기타비유동금융자산의증가",1463,1315,1605,955
"관계기업등지분관련투자자산의증가",-142,841,2045,3449
"유형자산의증가",30581,33662,27323,31301
"무형자산의증가",1923,1758,1938,2525
"생물자산의증가",0,0,0,0
"투자부동산의증가",356,573,-4,348
"기타투자활동으로인한현금유출액",808,1161,465,1755
"기타투자활동으로인한현금흐름",-24,10,36,14
"재무활동으로인한현금흐름",11511,17220,-2149,-6881
"재무활동으로인한현금유입액",26491,39093,32238,15790
"사채의증가",1013,2904,1639,1130
"차입금의증가",23274,33842,30434,12113
"미지급금의증가",2,1,3,1
"유동성장기부채의증가",90,3,-43,43
"기타금융부채의증가",613,2206,-374,61
"기타부채의증가",2,1,7,1
"유상증자",1550,32,33,581
"자기주식의처분",50,20,62,137
"주식매입선택권의행사",-628,33,-11,10
"자본구성항목의증가",516,12,139,1572
"기타재무활동으로인한현금유입액",13,38,349,143
"(재무활동으로인한현금유출액)",14879,21228,26082,22643
"사채의감소",204,1955,326,254
"차입금의감소",11532,16370,24274,19055
"미지급금의감소",0,1,6,109
"유동성장기부채의감소",1129,609,471,946
"기타금융부채의감소",1797,1240,1071,952
"기타부채의감소",-1,581,-565,0
"유상감자",0,0,0,0
"자기주식의취득",120,449,461,270
"자본구성항목의감소",82,76,-71,3
"기타재무활동으로인한현금유출액",19,-64,113,1053
"기타재무활동으로인한현금흐름",-103,-645,-8295,-32
"영업투자재무활동기타현금흐름",-40,60,-800,888
"연결범위변동으로인한현금의증가",-260,-3,3,0
"환율변동효과",-492,566,-459,-123
"현금및현금성자산의증가",15407,1652,17819,-6937
"기초현금및현금성자산",40136,55894,57431,75366
"기말현금및현금성자산",56064,57545,75366,69303
