"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",494558,613769,478354,125824,143210,146235
"매출원가",274736,310034,347827,90511,95244,101360
"매출총이익",219821,303739,130527,35304,47970,44870
"판매비와관리비",60226,71036,84351,21629,21667,23650
"인건비",14563,17004,17561,4707,4478,4578
"유무형자산상각비",5592,6978,10749,2632,2677,3192
"연구개발비",25821,29956,36876,9569,9804,10376
"광고선전비",935,1024,1044,149,250,264
"판매비",2931,3124,3274,645,764,690
"관리비",9295,11720,13402,3100,2106,2884
"기타원가성비용",0,0,0,0,0,0
"기타",1078,1221,1446,821,1579,1652
"영업이익",159599,232708,46179,13674,26299,21234
"영업이익(발표기준)",159599,232708,46179,13674,26299,21234
"금융수익",12089,20689,15756,8332,1819,4042
"이자수익",1026,1282,1123,200,159,222
"배당금수익",17,57,68,28,3,26
"외환이익",9890,14629,12349,7159,1054,3384
"대손충당금환입액",6,10,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",3,0,0,0,0,0
"금융자산처분이익",588,602,830,79,172,127
"금융자산평가이익",130,2321,633,91,97,116
"금융자산손상차손환입",0,1,4,0,0,0
"파생상품이익",387,152,299,160,127,-3
"기타금융수익",36,1634,446,609,197,173
"금융원가",16533,14527,21190,7153,4186,4022
"이자비용",2915,2731,4604,1174,1066,861
"외환손실",12690,11105,11197,5135,2242,2648
"대손상각비",18,42,18,0,25,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,7,-7,0
"매출채권처분손실",1,1,1,0,1,3
"금융자산처분손실",60,137,250,16,17,5
"금융자산평가손실",18,286,3327,129,194,69
"금융자산손상차손",29,0,0,0,40,0
"파생상품손실",410,175,475,292,209,33
"기타금융원가",393,42,1315,392,390,397
"기타수익",4188,4056,5181,2422,904,855
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",1,2,3,1,1,1
"당기손익-공정가치측정<U+00A0>금융자산평가이익",1,39,79,-3,28,2
"자산처분(폐기)이익",1131,661,740,207,359,137
"자산평가이익",27,77,15,2,13,17
"자산손상차손환입",3,7,10,1,0,3
"임대료수익",125,111,104,29,44,23
