"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",452229,409030,343154,450067
"매출원가",380428,343337,288197,368833
"매출총이익",71802,65693,54958,81235
"판매비와관리비",55279,53455,48564,83264
"인건비",12954,11870,11714,11703
"유무형자산상각비",579,564,569,554
"연구개발비",7022,5192,5624,5558
"광고선전비",10988,8911,6936,8750
"판매비",13979,18290,15085,48012
"관리비",16922,5134,8563,5012
"기타원가성비용",0,0,0,0
"기타",-7167,3495,73,3677
"영업이익",16521,12240,6395,-2030
"영업이익(발표기준)",16521,12240,6395,-2030
"금융수익",2725,3169,3889,2955
"이자수익",1779,1436,1429,1600
"배당금수익",-31,349,1,1
"외환이익",245,709,1610,1223
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",0,0,0,0
"금융자산평가이익",0,0,0,0
"금융자산손상차손환입",0,0,0,0
"파생상품이익",695,661,833,105
"기타금융수익",34,13,18,27
"금융원가",1025,5642,4161,2665
"이자비용",1381,1433,1451,1387
"외환손실",-223,3842,1946,1187
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",0,0,0,0
"금융자산평가손실",2,0,0,0
"금융자산손상차손",0,0,0,0
"파생상품손실",-58,327,699,34
"기타금융원가",-79,41,66,55
"기타수익",1109,6749,6838,3861
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0
"자산처분(폐기)이익",165,61,1238,103
"자산평가이익",0,0,0,0
"자산손상차손환입",0,0,0,0
"임대료수익",233,272,264,245
"로열티수익",0,0,0,0
"수수료수익",277,53,165,117
"대손충당금환입",-2,1,4,4
"충당부채환입액",-4,0,0,14
"기타비용",6047,9307,5095,5627
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0
"자산처분(폐기)손실",1232,195,285,240
"자산평가손실",0,0,0,0
"자산손상차손",1855,769,0,0
"기타대손상각비",-6,0,0,0
"충당부채전입액",0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",1162,1025,114,1207
"지분법손익",5707,0,0,0
"종속기업,공동지배기업및관계기업투자주식처분손익",143,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-422,0,0,0
"세전계속사업이익",14444,8235,7982,-2298
"법인세비용",5005,1898,3037,-747
"계속영업이익",9437,6336,4942,-1552
"중단영업이익",0,0,0,0
"당기순이익",9437,6336,4942,-1552
"지배주주순이익",9762,5443,3439,-3023
"비지배주주순이익",-325,893,1504,1471
"자산",2528247,2573767,2631070,2718045
"유동자산",683492,683052,734518,782356
"재고자산",200647,204582,207567,192967
"유동생물자산",0,0,0,0
"유동금융자산",216211,196242,227125,234706
"매출채권및기타유동채권",112702,107221,100134,105111
"당기법인세자산",1960,2676,2587,2208
"계약자산",0,0,0,0
"반품(환불)자산",0,0,0,0
"배출권",0,0,0,0
"기타유동자산",20080,17890,18365,18716
"현금및현금성자산",131774,153633,178742,228591
"매각예정비유동자산및처분자산집단",115,808,0,58
"비유동자산",1221247,1258017,1248844,1260763
"유형자산",500906,507749,508206,508328
"무형자산",81473,84442,84600,84796
"비유동생물자산",0,0,0,0
"투자부동산",1984,1975,1937,1899
"장기금융자산",45873,45872,38064,37134
"관계기업등지분관련투자자산",323111,335737,342085,348782
"장기매출채권및기타비유동채권",10826,10472,10651,10539
"이연법인세자산",29025,31571,29826,35648
"장기당기법인세자산",0,0,0,0
"기타비유동자산",228048,240201,233472,233636
"기타금융업자산",623508,632697,647708,674928
"부채",1467805,1521948,1576411,1664939
"유동부채",720933,733659,751065,818349
"단기사채",91,93,992,758
"단기차입금",143406,145506,171192,179680
"유동성장기부채",171547,181068,189183,183017
"유동금융부채",1585,2948,1923,1961
"매입채무및기타유동채무",310745,295415,293632,317858
"유동종업원급여충당부채",21,20,20,20
"기타단기충당부채",55308,57074,55966,89981
"당기법인세부채",5713,6185,5912,9257
"계약부채",0,0,0,0
"반품(환불)부채",0,0,0,0
"배출부채",0,0,0,0
"기타유동부채",32516,45350,32247,35815
"매각예정으로분류된처분자산집단에포함된부채",0,0,0,0
"비유동부채",746871,788289,825345,846591
"사채",444729,473213,500448,525909
"장기차입금",127441,136713,145928,143667
"비유동금융부채",10727,11861,13372,13374
"장기매입채무및기타비유동채무",16899,17037,16503,16637
"비유동종업원급여충당부채",13130,13668,14643,16290
