"","005380","000270","003620","067990","000040"
"2018-07-18",124000,31600,4465,5529,2513
"2018-07-19",124000,31900,4435,5559,2473
"2018-07-20",127000,32200,4415,5804,2436
"2018-07-23",129500,32500,4420,5716,2420
"2018-07-24",129500,31800,4495,5863,2399
"2018-07-25",130500,32200,4575,5883,2379
"2018-07-26",130000,31850,4585,5834,2391
"2018-07-27",129500,31950,4650,5942,2395
"2018-07-30",130500,31700,4660,5569,2379
"2018-07-31",129500,31700,4685,5392,2375
"2018-08-01",128500,31750,4760,5480,2375
"2018-08-02",125500,31050,4685,5402,2371
"2018-08-03",124000,31000,4760,5127,2371
"2018-08-06",124500,31600,4815,5137,2367
"2018-08-07",125000,31850,4760,5009,2371
"2018-08-08",127500,32150,4810,5048,2367
"2018-08-09",126000,32050,4825,4970,2355
"2018-08-10",126000,32250,4830,4999,2351
"2018-08-13",123500,32300,4770,4960,2343
"2018-08-14",123000,31500,4775,4960,2363
"2018-08-16",126500,32400,4760,4970,2335
"2018-08-17",126500,32100,4750,5009,2335
"2018-08-20",127500,32300,4795,5019,2326
"2018-08-21",125500,32250,4760,5078,2322
"2018-08-22",126000,32050,4760,5176,2314
"2018-08-23",124500,31650,4725,5068,2257
"2018-08-24",124500,31250,4700,5058,2176
"2018-08-27",124000,31500,4625,5068,2290
"2018-08-28",125000,32000,4635,5068,2282
"2018-08-29",124000,31850,4580,5078,2221
"2018-08-30",123500,32150,4530,5304,2241
"2018-08-31",125000,32050,4520,5480,2383
"2018-09-03",125000,31800,4560,5402,2436
"2018-09-04",126500,31600,4575,5480,2497
"2018-09-05",129000,32200,4570,5510,2456
"2018-09-06",134000,33650,4530,5520,2436
"2018-09-07",133000,34250,4620,5451,2452
"2018-09-10",131000,34000,4600,5510,2436
"2018-09-11",128000,34050,4570,5598,2448
"2018-09-12",129500,34400,4505,5372,2460
"2018-09-13",128500,34150,4480,5471,2489
"2018-09-14",129500,34050,4655,5471,2489
"2018-09-17",128500,34050,4580,5461,2440
"2018-09-18",128000,34500,4520,5313,2416
"2018-09-19",126500,34550,4545,5333,2326
"2018-09-20",129000,34850,4495,5245,2257
"2018-09-21",129000,34550,4530,5225,2282
"2018-09-27",130500,35250,4570,5068,2310
"2018-09-28",129500,35100,4565,5068,2379
"2018-10-01",129000,34350,4530,5372,2391
"2018-10-02",128500,34750,4480,5854,2456
"2018-10-04",124500,33700,4390,5696,2468
"2018-10-05",124500,34200,4350,5431,2448
"2018-10-08",122000,33900,4290,5392,2322
"2018-10-10",120000,33850,4225,5245,2464
"2018-10-11",116000,33100,4070,5127,2355
"2018-10-12",115500,33250,4085,5490,2408
"2018-10-15",113500,31100,4065,5500,2436
"2018-10-16",116500,31300,4060,5687,2440
"2018-10-17",118500,30800,4045,5657,2452
"2018-10-18",116000,29700,4035,5539,2452
"2018-10-19",115500,29400,4060,5638,2509
"2018-10-22",118000,29450,4085,5657,2538
"2018-10-23",116500,28350,3970,5323,2513
"2018-10-24",117000,28700,4055,5176,2477
"2018-10-25",110000,27000,4045,5009,2436
"2018-10-26",108000,27850,3910,4960,2355
"2018-10-29",106000,28000,3805,4596,2326
"2018-10-30",107500,27900,3800,4773,2314
"2018-10-31",106500,28400,3700,4930,2265
"2018-11-01",108500,28700,3740,4901,2164
"2018-11-02",110000,29550,3795,5029,2241
"2018-11-05",104000,28300,3775,5294,2213
"2018-11-06",107500,28950,3825,5205,2168
"2018-11-07",107500,28550,3770,5264,2127
"2018-11-08",105500,28500,3825,5245,2160
"2018-11-09",105000,28850,3780,5107,2144
"2018-11-12",102000,28250,3700,5117,2132
"2018-11-13",102500,28300,3560,5038,2148
"2018-11-14",101500,28950,3580,5176,2140
"2018-11-15",103000,29950,3685,5245,2152
"2018-11-16",103000,29500,3855,5363,2140
"2018-11-19",101500,29700,3925,5539,2119
"2018-11-20",97500,28300,3905,5421,2091
"2018-11-21",97800,28950,3875,5539,2075
"2018-11-22",92800,27500,3900,5451,2062
"2018-11-23",93700,27750,3770,5451,2054
"2018-11-26",95100,28700,3855,5520,2095
"2018-11-27",101000,29450,3825,5618,2103
"2018-11-28",101000,29850,3880,5461,2079
"2018-11-29",100000,29450,3925,5471,2075
"2018-11-30",107000,30500,3940,5402,2079
"2018-12-03",108500,30400,3970,5461,2083
"2018-12-04",107500,30450,3950,5461,2095
"2018-12-05",107500,30600,3955,5451,2087
"2018-12-06",110500,30950,3970,5579,2050
"2018-12-07",111000,30950,3890,5647,2071
"2018-12-10",110500,31000,3915,5647,2046
"2018-12-11",111500,31400,3970,5569,2022
"2018-12-12",118500,32350,4050,5569,2034
"2018-12-13",118500,33450,4065,5559,2067
"2018-12-14",116500,32500,4115,5431,2071
"2018-12-17",116500,33100,4060,5215,2127
"2018-12-18",118000,33700,4165,5205,2148
"2018-12-19",123000,33800,4145,5264,2111
"2018-12-20",121500,33800,4125,5215,2103
"2018-12-21",122500,33850,3940,5196,2091
"2018-12-24",123000,33500,3890,5058,2062
"2018-12-26",120000,33400,3840,4847,2062
"2018-12-27",118500,33050,3940,4852,2030
"2018-12-28",118500,33700,3960,5048,2030
"2019-01-02",114000,32800,4050,5029,2030
"2019-01-03",116500,32850,4165,4930,2042
"2019-01-04",119500,34850,4285,4979,2042
"2019-01-07",120500,34200,4290,5019,2046
"2019-01-08",119500,33800,4275,5038,2058
"2019-01-09",123000,34800,4340,5107,2079
"2019-01-10",123000,34300,4280,4999,2103
"2019-01-11",123000,33950,4265,5038,2184
"2019-01-14",121500,33800,4225,4979,2176
"2019-01-15",127500,34550,4130,5245,2201
"2019-01-16",128500,34850,4240,5353,2213
"2019-01-17",129500,34950,4300,5294,2201
"2019-01-18",131000,35800,4305,5323,2156
"2019-01-21",127000,35350,4450,5294,2160
"2019-01-22",127500,35850,4490,5245,2132
"2019-01-23",129000,36550,4575,5284,2136
"2019-01-24",130000,36650,4560,5343,2152
"2019-01-25",128500,35750,4640,5343,2172
"2019-01-28",126500,34850,4685,5323,2217
"2019-01-29",128000,34950,4815,5245,2188
"2019-01-30",129500,36150,4885,5284,2115
"2019-01-31",129500,36350,4960,5284,2144
"2019-02-01",129500,35850,4985,5353,2160
"2019-02-07",126000,36100,5190,5529,2160
"2019-02-08",125500,36400,5170,5480,2164
"2019-02-11",127500,37000,5220,5471,2184
"2019-02-12",128500,37000,5020,5402,2196
"2019-02-13",124500,35750,5140,5579,2172
"2019-02-14",121500,36500,5200,5942,2184
"2019-02-15",121000,35900,5190,5991,2148
"2019-02-18",120500,35600,5190,5844,2144
"2019-02-19",119500,35150,5180,5962,2127
"2019-02-20",119000,35200,5120,5932,2107
"2019-02-21",120000,35600,5030,5962,2119
"2019-02-22",121000,35600,5080,5913,2103
"2019-02-25",121000,35700,5060,6148,2111
"2019-02-26",122500,36400,5040,6188,2111
"2019-02-27",129000,36950,5100,6374,2095
"2019-02-28",126500,36550,5070,6178,2058
"2019-03-04",122000,35450,5150,6364,2062
"2019-03-05",121500,34850,5180,6335,2006
"2019-03-06",124500,34500,5120,6413,2010
"2019-03-07",125500,34200,5130,6580,1981
"2019-03-08",120000,33650,5090,6521,2006
"2019-03-11",121000,33900,5110,6777,2002
"2019-03-12",125500,34600,5100,6620,2014
"2019-03-13",122500,34350,5170,6688,1998
"2019-03-14",119000,34000,5210,6728,1981
"2019-03-15",121000,33750,5230,6679,1949
"2019-03-18",124000,34700,5200,6708,1929
"2019-03-19",124000,34700,5330,6629,1900
"2019-03-20",124000,34850,5460,6679,1924
"2019-03-21",124500,34200,5280,6580,1884
"2019-03-22",123500,34500,5170,6610,1929
"2019-03-25",120000,33800,5010,6590,1929
"2019-03-26",118500,34100,5050,7032,1957
"2019-03-27",118500,34600,5120,6944,1985
"2019-03-28",119500,34450,5120,6836,2006
"2019-03-29",119500,35350,5100,7022,2002
"2019-04-01",120500,35450,5030,7062,2018
"2019-04-02",119000,35100,5090,7022,2030
"2019-04-03",124000,36400,5120,7003,2026
"2019-04-04",123500,37400,5110,6904,2022
"2019-04-05",126000,37700,5060,6904,2099
"2019-04-08",128000,39000,5220,7013,2144
"2019-04-09",127000,38950,5210,6934,2152
"2019-04-10",127500,40100,5340,7062,2148
"2019-04-11",128000,40550,5370,7366,2152
"2019-04-12",126500,40600,5440,8142,2127
"2019-04-15",125500,40650,5400,8103,2050
"2019-04-16",128500,41800,5370,8014,2046
"2019-04-17",131000,42300,5380,7975,2058
"2019-04-18",134000,42550,5280,7936,2022
"2019-04-19",134000,42500,5260,7887,2026
"2019-04-22",134000,42800,5210,7818,2054
"2019-04-23",136000,43150,5240,7710,2067
"2019-04-24",138500,43900,5210,7926,2058
"2019-04-25",138000,42450,5200,7513,2075
"2019-04-26",135500,42950,5100,7553,2095
"2019-04-29",139000,45250,5210,7651,2140
"2019-04-30",138500,45250,5280,7690,2233
"2019-05-02",138500,44900,5200,8152,2209
"2019-05-03",137500,43300,5110,8044,2261
"2019-05-07",136000,44300,4855,7788,2265
"2019-05-08",135500,44000,4805,7720,2217
"2019-05-09",131000,43100,4610,7553,2144
"2019-05-10",130000,42350,4680,7729,2184
"2019-05-13",129000,42350,4530,7690,2205
"2019-05-14",128000,42350,4540,7690,2237
"2019-05-15",128000,41950,4470,8093,2270
"2019-05-16",127500,42350,4505,7621,2270
"2019-05-17",125500,42000,4435,7464,2245
"2019-05-20",129000,42650,4405,8329,2270
"2019-05-21",127000,41300,4390,8446,2257
"2019-05-22",127000,41150,4300,8712,2217
"2019-05-23",127500,40800,4280,9546,2180
"2019-05-24",130500,41100,4290,9409,2156
"2019-05-27",135000,41650,4295,9379,2132
"2019-05-28",136500,40900,4200,9733,2140
"2019-05-29",134000,40900,4120,9556,2172
"2019-05-30",135500,41200,4140,9556,2184
"2019-05-31",134500,39350,4055,9821,2168
"2019-06-03",138500,39500,4080,9753,2091
"2019-06-04",139000,40550,4095,10558,2119
"2019-06-05",141000,41650,4145,10804,2123
"2019-06-07",140000,41150,4145,11246,2107
"2019-06-10",143000,43000,4155,11491,2083
"2019-06-11",143500,42800,4195,11638,2132
"2019-06-12",141000,42800,4170,11884,2132
"2019-06-13",141000,41550,4225,12571,2127
"2019-06-14",140500,42150,4115,12179,2103
"2019-06-17",140000,42350,4085,11786,2067
"2019-06-18",141000,43000,4070,11786,2099
"2019-06-19",140000,42350,4115,11786,2099
"2019-06-20",140500,42400,4120,11442,2099
"2019-06-21",140500,42350,4075,11344,2111
"2019-06-24",142500,43400,4070,11442,2127
"2019-06-25",141500,43500,4045,11344,2164
"2019-06-26",141500,43650,4005,11246,2201
"2019-06-27",140500,43850,4075,11098,2209
"2019-06-28",140000,44000,4045,10951,2192
"2019-07-01",141000,42900,3960,10509,2156
"2019-07-02",137000,42950,3800,10853,2156
"2019-07-03",136000,41650,3780,10509,2209
"2019-07-04",139000,42650,3800,10558,2201
"2019-07-05",141500,43400,3790,10509,2168
"2019-07-08",138500,43250,3690,10263,2079
"2019-07-09",137500,43350,3635,10263,2022
"2019-07-10",137000,42950,3610,10313,2030
"2019-07-11",139000,42850,3700,10214,2010
"2019-07-12",139500,43000,3825,10165,2030
"2019-07-15",138000,42900,3715,9694,2026
"2019-07-16",133000,42100,3695,9753,2026
"2019-07-17",133500,42650,3630,9389,2010
"2019-07-18",134000,43100,3575,9871,2006
"2019-07-19",134500,43300,3665,9723,2030
"2019-07-22",133000,42850,3625,10165,2115
"2019-07-23",132000,42600,3655,9684,2140
"2019-07-24",132500,43900,3695,9458,2217
"2019-07-25",131500,43400,3700,9203,2176
"2019-07-26",130500,43600,3640,8800,2152
"2019-07-29",128000,42850,3350,8702,2221
"2019-07-30",128000,43850,3440,8869,2209
"2019-07-31",126500,43750,3330,8751,2095
"2019-08-01",125500,42850,3465,8918,2152
"2019-08-02",127500,42800,3455,8967,2132
"2019-08-05",127500,43300,3275,8525,2046
"2019-08-06",126000,41650,3075,8152,2062
"2019-08-07",127000,42050,3000,8338,2054
"2019-08-08",130000,43050,3155,8564,2050
"2019-08-09",132500,43450,3135,8348,2038
"2019-08-12",131000,43750,3110,8358,2014
"2019-08-13",129000,43750,3045,8358,2022
"2019-08-14",127500,43650,3070,8427,2030
"2019-08-16",128000,43600,2960,7828,2067
"2019-08-19",128000,43500,3075,8446,2107
"2019-08-20",126500,42950,3120,8535,2087
"2019-08-21",125500,42700,3130,8604,2083
"2019-08-22",124000,41950,3080,8594,2046
"2019-08-23",126000,42350,3030,8702,2030
"2019-08-26",124500,42100,2945,8437,1993
"2019-08-27",125000,41800,2950,8623,1989
"2019-08-28",127500,42850,3080,8967,1993
"2019-08-29",126500,43450,3030,8849,1989
"2019-08-30",128500,43700,3070,8977,2002
"2019-09-02",131000,43900,3110,8898,2022
"2019-09-03",128500,43950,3150,8653,2010
"2019-09-04",128500,43700,3120,8672,2014
"2019-09-05",128000,43500,3070,8466,2010
"2019-09-06",127500,43650,3005,8122,1989
"2019-09-09",127000,43100,3035,8034,1985
"2019-09-10",128000,43200,3085,7867,1981
"2019-09-11",129000,44100,3145,7739,1998
"2019-09-16",128000,43850,3190,7091,2014
"2019-09-17",126000,44000,3140,7386,2018
"2019-09-18",127500,43850,3145,7906,2046
"2019-09-19",129000,43550,3105,7749,2058
"2019-09-20",129500,44000,3090,7896,2058
"2019-09-23",133000,46400,3100,7602,2042
"2019-09-24",134000,46050,3100,7563,2058
"2019-09-25",134500,45850,3070,7356,2034
"2019-09-26",133000,44900,2970,7297,2030
"2019-09-27",133500,45350,2910,7651,2030
"2019-09-30",134000,45600,2870,7661,2046
"2019-10-01",132500,45050,2915,7563,2050
"2019-10-02",128500,44300,2830,7435,2058
"2019-10-04",126500,42750,2785,7199,2054
"2019-10-07",128000,42850,2695,7268,2038
"2019-10-08",129500,43750,2720,7513,2046
"2019-10-10",126500,42300,2695,7464,2038
"2019-10-11",126000,41950,2695,7641,2046
"2019-10-14",122000,40800,2805,7700,2042
"2019-10-15",122000,40550,2770,7690,2046
"2019-10-16",123000,41400,2775,7651,2054
"2019-10-17",123000,40650,2790,7759,2042
"2019-10-18",123000,40600,2655,8083,2058
"2019-10-21",122000,40400,2525,7867,2050
"2019-10-22",122000,40600,2475,7896,2030
"2019-10-23",121000,40550,2330,8063,2022
"2019-10-24",122000,41400,2370,7995,2018
"2019-10-25",123500,41650,2330,8466,1998
"2019-10-28",121500,41100,2390,8289,2002
"2019-10-29",122500,42700,2330,8388,2018
"2019-10-30",122500,42300,2280,8063,2022
"2019-10-31",122000,42550,2290,7936,2018
"2019-11-01",124000,42500,2300,8152,2022
"2019-11-04",124000,42500,2325,7867,2002
"2019-11-05",125000,42800,2365,7641,2006
"2019-11-06",123500,42700,2380,7710,2002
"2019-11-07",123500,43250,2370,7700,2006
"2019-11-08",124000,43100,2385,7641,2002
"2019-11-11",123500,42950,2400,7798,1985
"2019-11-12",125500,43700,2385,7779,1937
"2019-11-13",124500,42800,2350,7729,1953
"2019-11-14",124500,43500,2390,7955,1961
"2019-11-15",125500,43600,2390,7867,1949
"2019-11-18",126000,43700,2355,7808,1949
"2019-11-19",125000,43500,2250,7926,1949
"2019-11-20",124500,43750,2205,7720,1908
"2019-11-21",124500,43700,2245,7346,1847
"2019-11-22",123500,44200,2230,7258,1847
"2019-11-25",125000,44700,2295,7435,1807
"2019-11-26",122500,43950,2270,7563,1864
"2019-11-27",123500,44100,2230,7602,1896
"2019-11-28",124000,44550,2155,7641,1884
"2019-11-29",121000,43250,2125,7563,1320
"2019-12-02",121500,42650,2095,7366,1214
"2019-12-03",121500,43000,2105,7474,1238
"2019-12-04",122000,42950,2050,7248,1190
"2019-12-05",118000,43750,1930,7140,1121
"2019-12-06",118500,43800,1905,7425,1129
"2019-12-09",119500,43350,1855,7337,1121
"2019-12-10",120000,44050,1810,7356,1096
"2019-12-11",119000,44250,1825,7386,1112
"2019-12-12",120000,45000,1875,7582,1145
"2019-12-13",121000,44450,1995,7523,1194
"2019-12-16",119000,44450,2145,7523,1198
"2019-12-17",122000,44650,2060,7454,1186
"2019-12-18",123000,45250,1935,7474,1141
"2019-12-19",123500,44700,2015,7219,1169
"2019-12-20",124000,44700,2025,7199,1149
"2019-12-23",122500,44750,2145,7130,1112
"2019-12-24",122000,44700,2030,7140,1080
"2019-12-26",122500,45100,2020,7130,1096
"2019-12-27",120500,44350,2085,7346,1108
"2019-12-30",120500,44300,2075,7543,1133
"2020-01-02",118000,42500,2080,7661,1145
"2020-01-03",116000,42000,2055,7641,1133
"2020-01-06",116000,41900,2005,7484,1108
"2020-01-07",115500,42050,2005,7474,1076
"2020-01-08",112000,41300,1890,7140,1060
"2020-01-09",111500,40750,1935,7160,1088
"2020-01-10",113500,40400,1910,7327,1133
"2020-01-13",115000,40450,1925,7307,1149
"2020-01-14",116000,41150,1950,7317,1149
"2020-01-15",115000,41200,2065,8024,1129
"2020-01-16",118500,41150,2205,8083,1096
"2020-01-17",118500,41400,2180,8388,1096
"2020-01-20",118000,41600,2100,8417,1072
"2020-01-21",117000,41600,2135,8348,1076
"2020-01-22",127000,42600,2145,8338,1080
"2020-01-23",130500,43400,2120,8240,1112
"2020-01-28",131000,42700,2025,7946,1080
"2020-01-29",131000,42550,2055,8152,1072
"2020-01-30",127500,41950,1995,7867,1031
"2020-01-31",125000,40900,1950,7877,983
"2020-02-03",123500,40100,1900,8044,1015
"2020-02-04",124000,40250,1895,8181,1015
"2020-02-05",124000,39400,1845,8063,1015
"2020-02-06",132000,41300,1905,7995,1015
"2020-02-07",131000,40500,1890,7788,1015
"2020-02-10",130000,40650,1895,7985,1015
"2020-02-11",132500,41350,1930,7975,1015
"2020-02-12",136000,41650,2065,8240,1015
"2020-02-13",133000,41250,1990,8024,1015
"2020-02-14",133500,41650,2010,8574,1015
"2020-02-17",135500,41450,2005,8181,1015
"2020-02-18",132500,41350,1980,7985,1015
"2020-02-19",131500,41300,1980,7867,925
"2020-02-20",130000,40550,1930,8054,790
"2020-02-21",128000,40050,1885,7759,719
"2020-02-24",122500,38600,1830,7346,656
"2020-02-25",122500,38150,1865,7356,705
"2020-02-26",122500,38150,1920,7346,683
"2020-02-27",121000,37700,1880,7003,665
"2020-02-28",115000,36250,1840,6482,636
"2020-03-02",113500,34500,1880,6629,660
"2020-03-03",112500,34900,1890,6806,650
"2020-03-04",113000,35750,1870,7101,670
"2020-03-05",114000,35900,1870,7209,670
"2020-03-06",110500,34650,1870,7081,656
"2020-03-09",104000,33000,1800,6531,616
"2020-03-10",102000,31950,1765,6738,626
"2020-03-11",100000,31800,1710,6345,605
"2020-03-12",95000,30500,1575,5746,579
"2020-03-13",87200,28850,1550,5421,752
"2020-03-16",82900,27100,1545,5186,633
"2020-03-17",80100,25350,1465,5588,590
"2020-03-18",73500,25300,1365,5451,549
"2020-03-19",65900,22550,1130,4479,441
"2020-03-20",71100,24150,1220,4837,481
"2020-03-23",68900,21500,1125,4459,457
"2020-03-24",74800,23100,1210,4842,487
"2020-03-25",84500,25150,1315,5412,547
"2020-03-26",84900,25050,1330,5500,587
"2020-03-27",86400,25500,1365,5471,594
"2020-03-30",85400,24950,1365,5677,596
"2020-03-31",88700,26000,1420,5795,599
"2020-04-01",85400,25550,1425,5775,600
"2020-04-02",86600,25800,1440,5854,640
"2020-04-03",86300,25400,1475,6050,710
"2020-04-06",88800,26800,1425,6315,722
"2020-04-07",90400,28250,1460,6551,738
"2020-04-08",90000,28250,1405,6590,835
"2020-04-09",97100,30150,1390,6590,851
"2020-04-10",99700,31000,1380,6610,826
"2020-04-13",97800,29500,1425,6296,780
"2020-04-14",100000,29850,1400,6374,804
"2020-04-16",99100,29000,1400,6423,800
"2020-04-17",100500,29900,1520,6649,803
"2020-04-20",97600,29350,1615,6580,826
"2020-04-21",93500,28850,1555,6335,807
"2020-04-22",92600,28400,1590,6649,794
"2020-04-23",92400,28800,1600,6688,832
"2020-04-24",90100,27700,1570,6521,774
"2020-04-27",91600,28600,1565,6551,797
"2020-04-28",93200,29250,1555,6610,792
"2020-04-29",93600,29650,1560,6610,800
"2020-05-04",91500,28700,1515,6600,821
"2020-05-06",93200,29150,1515,6796,829
"2020-05-07",92600,29000,1515,6993,813
"2020-05-08",94500,30500,1560,7013,808
"2020-05-11",93700,30550,1525,6934,792
"2020-05-12",91900,29700,1495,6767,768
"2020-05-13",93100,29700,1485,6610,782
"2020-05-14",92300,28700,1455,6335,817
"2020-05-15",92300,29100,1465,6246,814
"2020-05-18",91900,29350,1310,6384,906
"2020-05-19",99100,31700,1420,7062,909
"2020-05-20",97300,30850,1490,6973,984
"2020-05-21",97200,30600,1465,7288,1035
"2020-05-22",94500,30100,1440,7484,750
"2020-05-25",96000,30400,1465,7749,777
"2020-05-26",97800,31500,1525,7710,776
"2020-05-27",98100,31950,1635,7553,763
"2020-05-28",97200,32100,1695,7229,735
"2020-05-29",98000,34250,1620,7268,713
"2020-06-01",100000,34600,1625,7317,724
"2020-06-02",102500,36500,1635,7710,734
"2020-06-03",108500,36800,1655,7513,747
"2020-06-04",108500,36000,1740,7572,752
"2020-06-05",111000,36550,1925,7474,754
"2020-06-08",113000,37450,2290,7337,760
"2020-06-09",112000,36700,2470,7288,755
"2020-06-10",111500,36100,2365,7248,747
"2020-06-11",108500,35700,2225,6993,736
"2020-06-12",103500,35000,2100,6865,703
"2020-06-15",97000,32200,1975,6286,634
"2020-06-16",101500,34250,2070,6571,693
"2020-06-17",100500,33250,1990,6561,685
"2020-06-18",100000,33400,2285,6679,675
"2020-06-19",100000,33050,2970,6629,681
"2020-06-22",98500,32500,3860,6571,645
"2020-06-23",98700,32250,5010,6551,647
"2020-06-24",103000,33750,3685,6512,639
"2020-06-25",99400,32550,3370,6305,627
"2020-06-26",100000,33050,3720,6296,626
"2020-06-29",97700,32100,3605,6138,606
"2020-06-30",97700,32050,3220,6188,668
"2020-07-01",98200,32200,3285,6079,627
"2020-07-02",99000,32200,3305,6374,661
"2020-07-03",99200,32150,3325,6512,685
"2020-07-06",101500,32950,3425,6404,700
"2020-07-07",99200,32200,4125,6237,720
"2020-07-08",99600,32850,3960,6354,716
"2020-07-09",99600,32500,4015,6266,707
"2020-07-10",98300,32050,3905,6217,761
"2020-07-13",101500,33800,3830,6158,782
"2020-07-14",101500,34000,3740,6168,769
"2020-07-15",109000,35200,3905,6315,795
"2020-07-16",110000,35300,3990,6472,798
"2020-07-17",117500,36800,4015,6502,796
"2020-07-20",121500,38000,3910,6463,783
"2020-07-21",121500,36700,3930,6374,763
"2020-07-22",118500,35800,4035,6315,750
"2020-07-23",124500,36700,3960,6315,750
"2020-07-24",122500,36900,3920,6227,731
"2020-07-27",123500,37700,3870,6384,738
"2020-07-28",123000,37700,3800,6384,724
"2020-07-29",125000,39650,3850,6472,724
"2020-07-30",127500,40700,3740,6571,716
"2020-07-31",126500,40400,3685,6580,712
"2020-08-03",127000,39700,3545,6413,686
"2020-08-04",132500,41150,3605,6777,702
"2020-08-05",134000,41100,3610,6728,729
"2020-08-06",144500,42150,3640,6688,760
"2020-08-07",147000,42250,3700,6777,744
"2020-08-10",170000,46350,3845,6728,718
"2020-08-11",179000,47200,3925,6639,702
"2020-08-12",172000,45250,3665,7003,719
"2020-08-13",170000,44900,3535,7150,707
"2020-08-14",167000,44400,3530,6993,706
"2020-08-18",158000,42700,3530,6482,688
"2020-08-19",164500,42300,3135,6443,690
"2020-08-20",155000,40250,3350,6158,671
"2020-08-21",156000,40750,3580,6315,671
"2020-08-24",161500,41550,3750,6394,679
"2020-08-25",166000,43000,3740,6649,705
"2020-08-26",167500,43200,3685,6551,703
"2020-08-27",163500,42200,3605,6482,673
"2020-08-28",172000,42750,3635,6472,686
"2020-08-31",176500,42450,3610,6404,705
"2020-09-01",180000,43150,3635,6394,735
"2020-09-02",176000,42200,3650,6413,923
"2020-09-03",176500,42700,3675,6472,894
"2020-09-04",172500,42150,3760,6374,950
"2020-09-07",170000,42300,3780,6433,980
"2020-09-08",168000,42300,3835,6354,932
"2020-09-09",167500,42100,3785,6354,741
"2020-09-10",169000,42150,4255,6394,875
"2020-09-11",171500,42300,4330,6404,840
"2020-09-14",180000,44400,5620,6463,860
"2020-09-15",179000,44650,4985,6521,833
"2020-09-16",183500,46750,4630,6531,817
"2020-09-17",184000,48500,4700,6335,812
"2020-09-18",181000,47800,4595,6227,796
"2020-09-21",185000,48450,4410,6021,775
"2020-09-22",179500,46300,4140,5726,729
"2020-09-23",179500,46000,4275,5569,711
"2020-09-24",171500,44550,4010,5421,777
"2020-09-25",170000,44000,3890,5696,771
"2020-09-28",175500,45500,3855,5765,743
"2020-09-29",178500,46900,4050,5755,767
"2020-10-05",187000,50500,3995,5765,829
"2020-10-06",182500,50600,4005,5667,810
"2020-10-07",183000,50300,4060,5795,860
"2020-10-08",180500,50900,4035,5824,863
"2020-10-12",180000,49700,3985,5775,863
"2020-10-13",179000,50300,4225,5755,850
"2020-10-14",178000,49150,4280,5667,874
"2020-10-15",176000,48900,4185,5598,911
"2020-10-16",172000,47150,4500,5500,884
"2020-10-19",168000,46700,4530,5480,1070
"2020-10-20",167500,46850,4340,5363,1095
"2020-10-21",165500,45450,4240,5471,1010
"2020-10-22",162500,45200,4270,5412,940
"2020-10-23",167000,46250,4195,5510,930
"2020-10-26",171500,47950,4150,5696,929
"2020-10-27",172500,52900,4230,5726,923
"2020-10-28",173500,53800,4330,5638,950
"2020-10-29",170000,53000,4285,5579,938
"2020-10-30",164500,50500,4395,5461,945
"2020-11-02",170500,51500,4350,5520,968
"2020-11-03",170500,51000,4355,5549,1005
"2020-11-04",171500,51500,4240,5579,981
"2020-11-05",175000,52200,4260,5618,976
"2020-11-06",170500,51600,4200,5510,969
"2020-11-09",172500,52300,4145,5529,976
"2020-11-10",173500,54500,4075,5726,1005
"2020-11-11",175500,58100,4040,6217,1075
"2020-11-12",174000,59000,3995,5952,1150
"2020-11-13",177500,59200,3820,5942,1070
"2020-11-16",179000,59700,3955,6060,1040
"2020-11-17",182500,58500,3925,6060,1050
"2020-11-18",179500,58200,3910,6060,1035
"2020-11-19",180000,58800,3860,6011,1020
"2020-11-20",177000,58100,3890,6011,1030
"2020-11-23",179000,59300,3880,5991,1050
"2020-11-24",181000,59800,3865,5952,1135
"2020-11-25",179500,59000,3840,6050,1175
"2020-11-26",179000,58400,3830,6011,1250
"2020-11-27",181000,58700,3855,6040,1285
"2020-11-30",181500,57800,3865,5981,1380
"2020-12-01",183500,59800,3845,6129,1310
"2020-12-02",182500,60800,3945,6197,1335
"2020-12-03",196500,64700,3895,6384,1335
"2020-12-04",196500,65400,3865,6600,1430
"2020-12-07",193500,64600,3760,6571,1340
"2020-12-08",186500,63100,3755,6777,1235
"2020-12-09",191500,63700,3750,6777,1245
"2020-12-10",191500,63800,3750,6934,1240
"2020-12-11",190000,63700,3825,6914,1225
"2020-12-14",189000,63200,3755,6963,1245
"2020-12-15",188500,62000,3585,7170,1210
"2020-12-16",190000,62500,3215,7170,1180
"2020-12-17",190500,62000,3610,7278,1145
"2020-12-18",189000,62200,3430,7356,1225
"2020-12-21",187000,61300,2770,7346,1215
"2020-12-22",184000,59800,2770,7130,1120
"2020-12-23",185000,61400,2770,7042,1115
"2020-12-24",187000,61700,2770,7366,1085
"2020-12-28",189500,62800,2770,7700,1035
"2020-12-29",190500,62300,2770,7450,1075
"2020-12-30",192000,62400,2770,7410,1135
"2021-01-04",207500,64000,2770,7160,1150
"2021-01-05",209500,63700,2770,6790,1125
"2021-01-06",203000,62200,2770,6820,1105
"2021-01-07",206000,63000,2770,7000,1120
"2021-01-08",246000,68300,2770,6860,1115
"2021-01-11",267500,70100,2770,6700,1070
"2021-01-12",261000,70200,2770,6700,1040
"2021-01-13",259000,72200,2770,6670,1100
"2021-01-14",250500,73800,2770,6700,1070
"2021-01-15",240000,71100,2770,6630,1055
