"","X2017.12","X2018.12","X2019.12"
"부채의증가(감소)",577,553,-1939
"정부보조금등의변동",-2,-1,-1
"기타운전자본의변동",-437,298,-198
"*영업에서창출된현금흐름",16971,20499,21607
"기타영업활동으로인한현금흐름",-2533,-2785,-4274
"이자수입",575,923,1042
"이자지급(-)",-349,-463,-808
"배당금수입",27,55,55
"배당금지급(-)",0,0,0
"법인세환입",5,6,4
"법인세납부(-)",-2795,-3307,-4576
"중단영업관련현금흐름",0,0,0
"투자활동으로인한현금흐름",-13895,-17447,-13870
"투자활동으로인한현금유입액",12152,11780,18626
"유동금융자산의감소",5162,6922,7717
"장기금융상품의감소",412,1303,3166
"매도가능금융자산의감소",733,17,137
"만기보유금융자산의감소",20,5,0
"장기대여금의감소",546,160,226
"파생상품의변동",39,36,30
"기타비유동금융자산의감소",2023,1190,2127
"관계기업등지분관련투자자산의감소",384,170,722
"유형자산의감소",796,58,74
"무형자산의감소",81,189,97
"생물자산의감소",0,0,0
"투자부동산의감소",0,224,11
"기타투자활동으로인한현금유입액",1945,1487,4313
"(투자활동으로인한현금유출액)",26058,29244,32545
"유동금융자산의증가",13080,14548,14180
"장기금융상품의증가",537,1973,2789
"매도가능금융자산의증가",977,406,254
"만기보유금융자산의증가",85,2,0
"장기대여금의증가",475,261,453
"기타비유동금융자산의증가",1812,1218,3128
"관계기업등지분관련투자자산의증가",1807,1021,2297
"유형자산의증가",3969,5332,6977
"무형자산의증가",1374,1123,1031
"생물자산의증가",0,0,0
"투자부동산의증가",78,137,71
"기타투자활동으로인한현금유출액",1767,3202,1344
"기타투자활동으로인한현금흐름",16,21,52
"재무활동으로인한현금흐름",1108,3690,-2611
"재무활동으로인한현금유입액",13589,32125,33576
"사채의증가",429,4001,4371
"차입금의증가",11085,23975,24563
"미지급금의증가",0,1,0
"유동성장기부채의증가",22,107,195
"기타금융부채의증가",113,90,74
"기타부채의증가",3,9,2
"유상증자",1289,2990,2834
"자기주식의처분",95,384,2
"주식매입선택권의행사",6,5,4
"자본구성항목의증가",41,9,1
"기타재무활동으로인한현금유입액",508,557,1525
"(재무활동으로인한현금유출액)",11310,26120,33690
"사채의감소",633,1201,3360
"차입금의감소",9955,24388,26558
"미지급금의감소",0,0,0
"유동성장기부채의감소",158,170,366
"기타금융부채의감소",36,84,2895
"기타부채의감소",33,38,9
"유상감자",0,0,0
"자기주식의취득",267,201,295
"자본구성항목의감소",82,0,134
"기타재무활동으로인한현금유출액",143,38,71
"기타재무활동으로인한현금흐름",-1172,-2323,-2497
"영업투자재무활동기타현금흐름",0,0,-49
"연결범위변동으로인한현금의증가",0,0,-52
"환율변동효과",-633,90,111
"현금및현금성자산의증가",1023,4046,854
"기초현금및현금성자산",25790,26824,30877
"기말현금및현금성자산",26809,30877,31735
