"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",51463,54035,54799,13906,13913,14197
"매출원가",43186,44994,45072,11487,11334,11533
"매출총이익",8276,9045,9727,2418,2581,2662
"판매비와관리비",5629,5876,6321,1649,1670,1656
"인건비",1935,2056,2244,586,536,535
"유무형자산상각비",267,279,548,148,139,145
"연구개발비",168,169,144,35,29,35
"광고선전비",74,63,107,25,22,29
"판매비",1919,1954,2032,545,497,532
"관리비",1022,1131,1022,252,236,257
"기타원가성비용",0,0,0,0,0,0
"기타",245,218,222,55,211,124
"영업이익",2648,3168,3406,773,914,1009
"영업이익(발표기준)",2648,3168,3406,773,914,1009
"금융수익",177,179,212,132,154,26
"이자수익",88,96,137,32,31,32
"배당금수익",6,8,10,15,1,0
"외환이익",64,48,49,34,7,3
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",3,0,3,0,10,6
"금융자산평가이익",0,16,1,0,103,-19
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",10,5,1,8,0,1
"기타금융수익",3,1,8,38,1,2
"금융원가",681,581,599,182,208,122
"이자비용",528,516,536,117,117,107
"외환손실",79,51,56,33,10,9
"대손상각비",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",0,0,2,21,0,0
"금융자산평가손실",0,10,1,1,74,0
"금융자산손상차손",62,0,0,0,0,0
"파생상품손실",7,0,8,9,-2,1
"기타금융원가",3,1,1,0,8,5
"기타수익",830,677,585,267,70,292
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0,0,0
"자산처분(폐기)이익",82,363,191,5,0,204
"자산평가이익",0,0,0,0,0,0
"자산손상차손환입",15,0,0,0,0,0
"임대료수익",34,20,19,6,4,4
"로열티수익",0,0,0,0,0,0
"수수료수익",9,9,10,2,0,2
"대손충당금환입",1,0,0,0,0,0
"충당부채환입액",0,0,0,0,0,0
"기타비용",630,428,446,97,98,135
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",28,6,4,1,1,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0,0,0,0
"자산처분(폐기)손실",131,56,52,2,19,15
"자산평가손실",0,0,0,0,0,0
"자산손상차손",157,68,44,1,13,58
"기타대손상각비",2,-7,1,0,0,0
"충당부채전입액",28,1,62,0,0,0
"종속기업,공동지배기업및관계기업관련손익",310,326,190,-5,116,-1
"지분법손익",268,286,133,-5,116,-1
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",2655,3346,3350,890,946,1066
"법인세비용",617,497,763,217,173,308
"계속영업이익",2034,2846,2586,673,769,757
"중단영업이익",52,36,-38,0,0,0
"당기순이익",2087,2882,2548,673,769,757
"지배주주순이익",1600,2195,1895,516,511,467
"비지배주주순이익",85,233,196,81,72,66
"자산",68278,69020,71609,75666,76119,73176
"유동자산",24344,23964,24411,26089,26351,26343
"재고자산",6781,6789,6743,6899,6837,6268
"유동생물자산",0,0,0,0,0,0
"유동금융자산",1379,1801,2839,3229,2948,3067
"매출채권및기타유동채권",11411,10041,9841,10348,10317,10795
"당기법인세자산",17,16,6,4,5,6
"계약자산",0,21,20,21,20,0
"반품(환불)자산",0,2,7,5,6,22
"배출권",0,0,4,4,4,1
"기타유동자산",345,253,274,326,338,331
"현금및현금성자산",3851,4246,3988,4563,5194,5222
"매각예정비유동자산및처분자산집단",560,784,686,689,680,629
"비유동자산",43932,45058,47198,49577,49767,46832
"유형자산",31600,33746,34709,36356,36440,35035
"무형자산",4317,4272,4926,5496,5462,5032
"비유동생물자산",0,0,0,0,0,0
"투자부동산",2993,2133,2083,2082,2136,2134
"장기금융자산",1232,961,967,1149,830,687
"관계기업등지분관련투자자산",2700,2878,3125,3139,3391,2475
"장기매출채권및기타비유동채권",390,340,276,255,378,314
"이연법인세자산",140,177,192,186,191,175
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",557,553,920,915,937,980
"기타금융업자산",0,0,0,0,0,0
"부채",28858,27297,27292,29294,28983,27786
"유동부채",19691,18961,16366,17539,17833,18132
"단기사채",0,0,188,0,189,86
"단기차입금",8180,7770,6086,6491,7013,6889
"유동성장기부채",3346,4199,2304,2657,2999,3246
"유동금융부채",33,12,231,216,236,250
"매입채무및기타유동채무",7635,6244,6313,7071,6391,6586
"유동종업원급여충당부채",2,2,3,3,3,3
"기타단기충당부채",33,3,65,65,65,66
"당기법인세부채",314,558,679,550,422,417
"계약부채",0,25,39,40,56,53
"반품(환불)부채",0,16,19,18,18,18
"배출부채",10,0,0,0,2,3
"기타유동부채",139,131,436,427,447,510
"매각예정으로분류된처분자산집단에포함된부채",0,0,0,0,0,0
"비유동부채",9169,8337,10926,11754,11150,9653
"사채",414,1495,3653,3654,3635,3137
"장기차입금",6048,4224,4224,4791,4024,3220
"비유동금융부채",16,26,421,412,497,507
"장기매입채무및기타비유동채무",67,189,149,151,151,148
"비유동종업원급여충당부채",701,740,768,863,926,975
"기타장기충당부채",86,9,11,69,69,9
"이연법인세부채",1817,1636,1686,1803,1830,1644
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",19,15,14,14,15,15
"기타금융업부채",0,0,0,0,0,0
