"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",180782,170608,171291,189659
"매출원가",117021,115725,119310,130230
"매출총이익",63761,54880,51981,59430
"판매비와관리비",61349,53294,50860,54075
"인건비",14447,14316,13800,14325
"유무형자산상각비",8927,9740,9655,9873
"연구개발비",32,16,14,15
"광고선전비",1646,1161,1109,1114
"판매비",2994,2479,2527,2954
"관리비",22970,18691,18827,18697
"기타원가성비용",0,0,0,-1
"기타",10338,6888,4928,7098
"영업이익",2411,1585,1125,5354
"영업이익(발표기준)",2411,1585,1125,5354
"금융수익",1046,2692,1778,1242
"이자수익",784,610,552,546
"배당금수익",17,363,112,115
"외환이익",126,258,415,551
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",0,0,0,2
"금융자산평가이익",444,21,36,15
"금융자산손상차손환입",0,0,0,0
"파생상품이익",-534,1383,-21,-97
"기타금융수익",209,57,686,110
"금융원가",3134,4583,2898,3199
"이자비용",2757,2356,2350,2375
"외환손실",-697,1635,-104,42
"대손상각비",0,-1,0,1
"당기손익-공정가치측정<U+00A0>금융자산관련손실",13,0,0,30
"매출채권처분손실",0,0,0,0
"금융자산처분손실",4,0,0,1
"금융자산평가손실",42,7,10,-1
"금융자산손상차손",0,0,0,0
"파생상품손실",225,173,468,636
"기타금융원가",792,412,176,113
"기타수익",2641,878,8717,2300
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",1,0,0,0
"자산처분(폐기)이익",2277,143,5781,228
"자산평가이익",0,0,0,0
"자산손상차손환입",-24,2,0,3
"임대료수익",0,1,0,0
"로열티수익",0,0,0,0
"수수료수익",35,8,6,7
"대손충당금환입",441,2,1,114
"충당부채환입액",12,0,0,0
"기타비용",22565,1204,5861,805
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",13,1,0,0
"자산처분(폐기)손실",333,336,224,167
"자산평가손실",0,0,0,0
"자산손상차손",18110,75,3636,74
"기타대손상각비",299,31,29,37
"충당부채전입액",9,1,0,1
