"","X2017.12","X2018.12","X2019.12"
"기타재무활동으로인한현금유입액",0,1264,10806
"(재무활동으로인한현금유출액)",116095,147035,201525
"사채의감소",26201,37333,17304
"차입금의감소",63154,79848,145038
"미지급금의감소",0,0,0
"유동성장기부채의감소",3136,16769,16502
"기타금융부채의감소",912,7474,18797
"기타부채의감소",65,175,90
"유상감자",0,0,0
"자기주식의취득",114,268,1323
"자본구성항목의감소",0,16,183
"기타재무활동으로인한현금유출액",22511,5151,2285
"기타재무활동으로인한현금흐름",-6231,-7956,-13337
"영업투자재무활동기타현금흐름",-46,-6674,6677
"연결범위변동으로인한현금의증가",3,0,0
"환율변동효과",-245,85,264
"현금및현금성자산의증가",10692,-12876,2573
"기초현금및현금성자산",38759,49458,36582
"기말현금및현금성자산",49452,36582,39154
