"","X2017.12","X2018.12","X2019.12"
"매출액",536817,671095,719066
"매출원가",345381,439918,468873
"매출총이익",191439,231174,250191
"판매비와관리비",172603,211555,234311
"인건비",40639,49949,56527
"유무형자산상각비",15703,18478,39810
"연구개발비",32,93,81
"광고선전비",4790,5118,5818
"판매비",10943,10932,11370
"관리비",78826,99050,83904
"기타원가성비용",0,0,0
"기타",21673,27939,36805
"영업이익",18835,19620,15885
"영업이익(발표기준)",18835,19620,15885
"금융수익",6505,5278,7383
"이자수익",1697,2232,2771
"배당금수익",247,386,612
"외환이익",3312,1196,495
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",890,112,1
"금융자산평가이익",76,48,489
"금융자산손상차손환입",0,0,0
"파생상품이익",262,1240,2053
"기타금융수익",20,63,963
"금융원가",7949,7848,13439
"이자비용",4356,5016,10238
"외환손실",725,1981,1393
"대손상각비",1,52,3
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,19,13
"매출채권처분손실",0,0,0
"금융자산처분손실",35,0,4
"금융자산평가손실",2,125,53
"금융자산손상차손",276,0,0
"파생상품손실",2536,634,374
"기타금융원가",17,18,1359
"기타수익",8177,7064,7197
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",1,0,2
"자산처분(폐기)이익",2419,1313,3655
"자산평가이익",0,0,0
"자산손상차손환입",10,2,4
"임대료수익",1,1,2
"로열티수익",0,0,0
"수수료수익",43,88,71
"대손충당금환입",18,90,444
"충당부채환입액",8,29,12
"기타비용",35274,24417,27029
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,6,13
"자산처분(폐기)손실",405,700,841
"자산평가손실",0,0,0
"자산손상차손",5506,14232,18706
"기타대손상각비",73,1290,360
"충당부채전입액",0,3,9
"종속기업,공동지배기업및관계기업관련손익",30698,15825,431
"지분법손익",923,790,122
"종속기업,공동지배기업및관계기업투자주식처분손익",15,0,8
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-18,-117,0
"세전계속사업이익",20991,15519,-9571
"법인세비용",6797,3747,-514
"계속영업이익",14197,11772,-9056
"중단영업이익",35405,-5300,2239
"당기순이익",49601,6471,-6816
"지배주주순이익",46534,5239,-5829
"비지배주주순이익",1574,371,158
"자산",808478,868743,906696
"유동자산",261387,283834,182594
"재고자산",41362,46376,51366
"유동생물자산",0,0,0
"유동금융자산",130241,29146,49872
"매출채권및기타유동채권",33018,36199,35428
"당기법인세자산",157,171,183
"계약자산",0,0,0
"반품(환불)자산",0,8,10
"배출권",0,0,0
"기타유동자산",6529,4961,4774
"현금및현금성자산",49452,36582,39154
"매각예정비유동자산및처분자산집단",627,130386,1803
"비유동자산",547091,584910,724103
"유형자산",307779,319668,312550
"무형자산",64980,53477,58906
"비유동생물자산",0,0,0
"투자부동산",35368,36912,65990
"장기금융자산",59720,51236,48785
"관계기업등지분관련투자자산",53356,99299,99299
"장기매출채권및기타비유동채권",8998,9280,12202
"이연법인세자산",1231,1833,1985
"장기당기법인세자산",0,0,0
"기타비유동자산",15661,13202,124385
"기타금융업자산",0,0,0
"부채",439683,485493,520002
"유동부채",254410,326072,227573
"단기사채",2021,1941,4087
"단기차입금",36714,55334,22474
"유동성장기부채",69130,30869,40115
"유동금융부채",3678,1554,22016
"매입채무및기타유동채무",114060,101623,105233
"유동종업원급여충당부채",77,132,83
"기타단기충당부채",1115,1779,1279
"당기법인세부채",3383,3609,7145
"계약부채",0,0,0
"반품(환불)부채",15,25,18
"배출부채",0,0,0
"기타유동부채",24195,22277,25120
"매각예정으로분류된처분자산집단에포함된부채",21,106932,0
"비유동부채",185273,159418,292431
"사채",103964,80495,89033
"장기차입금",31448,29278,42033
"비유동금융부채",4512,3759,126215
"장기매입채무및기타비유동채무",7646,7104,6062
"비유동종업원급여충당부채",2844,3234,3633
"기타장기충당부채",719,1022,2013
"이연법인세부채",30788,31143,21183
"장기당기법인세부채",0,0,0
"기타비유동부채",3350,3388,2259
"기타금융업부채",0,0,0
"자본",368793,383251,386692
"지배기업주주지분",317952,330212,325507
"자본금",12439,13278,13492
"신종자본증권",6481,3790,7777
"자본잉여금",169262,150571,152055
"기타자본",-81553,-61948,-54061
"기타포괄손익누계액",9526,4883,5838
"이익잉여금(결손금)",222524,241024,220852
"비지배주주지분",30119,31656,40735
"영업활동으로인한현금흐름",30891,10047,49693
"당기순손익",43322,1709,-9054
"법인세비용차감전계속사업이익",7082,6023,2821
"현금유출이없는비용등가산",80864,75902,101072
"퇴직급여",3294,3520,4085
"종업원급여",136,130,255
"주식보상비",6,0,0
"감가상각비",17351,18545,41261
"무형자산상각비",2615,3237,2872
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",33,657,281
"배당금지급",0,0,0
"금융부채관련손실",5,18,68
"사채상환손실",0,4,61
"투자자산평가손실",0,0,0
"자산재평가손실",0,0,0
"지분법관련손실",1069,3034,6139
"종속기업관련손실",4,12,85
"관계기업관련손익",27127,6042,5543
"(현금유입이없는수익등차감)",90146,41853,32738
"금융부채관련이익",3,8,241
"사채상환이익",0,2,0
"퇴직급여충당부채환입액",0,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",0,0,0
"투자자산평가이익",0,0,0
"자산재평가이익",0,0,0
"지분법관련이익",31701,18946,6507
"종속회사관련이익",43,240,833
"법인세수익",0,1776,2856
"영업활동으로인한자산부채변동(운전자본변동)",-8227,-32127,-13355
"자산의감소(증가)",-16225,-17768,-8589
"부채의증가(감소)",7996,-14358,-4770
"정부보조금등의변동",0,0,0
"기타운전자본의변동",0,3,4
"*영업에서창출된현금흐름",32896,9652,48748
"기타영업활동으로인한현금흐름",-2002,389,945
"이자수입",7328,8268,7898
"이자지급(-)",-2907,-3412,-3461
"배당금수입",160,958,2541
"배당금지급(-)",0,0,0
"법인세환입",9,50,85
"법인세납부(-)",-6595,-5474,-6119
"중단영업관련현금흐름",0,0,0
"투자활동으로인한현금흐름",-15860,-43540,-19500
"투자활동으로인한현금유입액",106265,104450,132981
"유동금융자산의감소",88353,92785,87939
"장기금융상품의감소",78,912,9039
"매도가능금융자산의감소",652,0,0
"만기보유금융자산의감소",0,0,3
"장기대여금의감소",97,69,302
"파생상품의변동",29,70,95
"기타비유동금융자산의감소",300,479,599
"관계기업등지분관련투자자산의감소",1633,961,5034
"유형자산의감소",2226,2740,11343
"무형자산의감소",150,188,62
"생물자산의감소",0,0,0
"투자부동산의감소",2686,1534,342
"기타투자활동으로인한현금유입액",10056,4708,18224
"(투자활동으로인한현금유출액)",123408,150102,154427
"유동금융자산의증가",87596,88047,103533
"장기금융상품의증가",161,3295,8995
"매도가능금융자산의증가",1048,0,0
"만기보유금융자산의증가",0,0,0
"장기대여금의증가",219,216,98
"기타비유동금융자산의증가",2303,1346,1176
"관계기업등지분관련투자자산의증가",699,26838,8244
"유형자산의증가",23821,23644,23780
"무형자산의증가",1941,1917,1677
"생물자산의증가",0,0,0
"투자부동산의증가",3413,2043,2839
"기타투자활동으로인한현금유출액",2210,2657,4079
"기타투자활동으로인한현금흐름",1284,2112,1946
"재무활동으로인한현금흐름",-4049,27204,-34566
"재무활동으로인한현금유입액",118276,182193,180298
"사채의증가",37482,50710,46980
"차입금의증가",78659,121108,114562
"미지급금의증가",0,0,0
"유동성장기부채의증가",0,0,0
"기타금융부채의증가",1187,7061,326
"기타부채의증가",0,0,0
"유상증자",186,1812,556
"자기주식의처분",0,63,0
"주식매입선택권의행사",0,1,7
"자본구성항목의증가",761,174,7063
