"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",47684,45496,53404,12572,14136,13244
"매출원가",41137,39807,46293,10751,12299,11113
"매출총이익",6550,5694,7110,1820,1835,2128
"판매비와관리비",5303,5520,5406,1158,1364,1331
"인건비",1837,1981,1961,424,461,445
"유무형자산상각비",241,296,339,78,80,117
"연구개발비",954,805,775,65,144,154
"광고선전비",35,34,41,6,3,9
"판매비",750,754,873,232,213,158
"관리비",1268,1335,1348,312,341,312
"기타원가성비용",0,0,0,0,0,0
"기타",219,313,60,40,113,133
"영업이익",1240,170,1709,662,470,800
"영업이익(발표기준)",1240,170,1709,662,470,800
"금융수익",914,810,1082,533,217,231
"이자수익",157,234,200,29,42,29
"배당금수익",2,5,4,0,0,5
"외환이익",458,403,489,252,53,61
"대손충당금환입액",2,0,3,0,2,2
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",35,10,52,0,0,4
"금융자산평가이익",23,18,188,34,64,-32
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",184,110,104,28,25,110
"기타금융수익",53,31,39,189,32,53
"금융원가",1649,1442,1649,574,574,392
"이자비용",685,806,956,130,174,161
"외환손실",755,339,418,105,88,144
"대손상각비",50,150,19,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,1,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",57,8,0,0,6,0
"금융자산평가손실",1,20,32,59,-11,-3
"금융자산손상차손",12,0,0,0,0,0
"파생상품손실",47,112,161,74,269,-3
"기타금융원가",45,2,59,204,43,91
"기타수익",801,669,977,257,89,141
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,5,59,0,0,0
"자산처분(폐기)이익",26,83,58,6,0,0
"자산평가이익",0,0,0,0,0,0
"자산손상차손환입",0,0,12,0,0,3
"임대료수익",7,12,22,2,6,4
"로열티수익",0,0,0,0,0,0
"수수료수익",7,1,4,0,0,0
"대손충당금환입",77,56,3,0,1,15
"충당부채환입액",7,0,10,8,0,0
"기타비용",3197,1854,1741,327,64,627
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",1,16,15,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,4,0,0,0
"자산처분(폐기)손실",150,253,130,5,17,197
"자산평가손실",0,0,0,0,0,0
"자산손상차손",2022,805,448,3,1,0
"기타대손상각비",206,99,253,9,70,5
"충당부채전입액",6,66,36,0,3,0
"종속기업,공동지배기업및관계기업관련손익",-165,366,894,-8,336,-169
"지분법손익",-144,-51,924,0,327,-165
"종속기업,공동지배기업및관계기업투자주식처분손익",-12,469,-25,0,0,2
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",-2052,-1274,1273,538,473,-11
"법인세비용",306,63,593,155,146,-47
"계속영업이익",-2357,-1341,680,383,327,36
"중단영업이익",-290,103,-94,-18,0,2
"당기순이익",-2647,-1236,586,365,328,38
"지배주주순이익",-550,-1106,29,428,-121,116
"비지배주주순이익",-84,-72,10,-9,49,1
"자산",68144,68685,74697,67101,74380,76746
"유동자산",30955,31971,34697,32230,33980,35738
"재고자산",4050,6613,6786,7381,7246,7410
"유동생물자산",0,0,29,26,29,27
"유동금융자산",3580,4062,3516,3932,3270,3455
"매출채권및기타유동채권",15062,13642,14618,12441,13658,14049
"당기법인세자산",34,43,20,25,9,69
"계약자산",786,1254,1847,2084,1843,1934
"반품(환불)자산",0,0,0,0,0,0
"배출권",0,0,0,0,0,0
"기타유동자산",1078,1368,1966,1987,1888,1715
"현금및현금성자산",5427,4028,5243,3697,5372,6424
"매각예정비유동자산및처분자산집단",933,962,673,657,655,654
"비유동자산",37192,36714,40002,34871,40398,41009
"유형자산",26221,25360,26021,22925,25793,26244
"무형자산",1889,2040,1802,1318,1751,2205
"비유동생물자산",420,467,513,468,520,485
"투자부동산",1272,1585,1669,1512,1752,1804
"장기금융자산",2875,3339,4124,3525,4192,4124
"관계기업등지분관련투자자산",1544,1800,3213,3144,3546,3389
"장기매출채권및기타비유동채권",1549,660,449,384,540,506
"이연법인세자산",1038,1247,1316,684,1388,1463
"장기당기법인세자산",0,0,0,0,0,0
"기타비유동자산",386,218,894,911,923,789
"기타금융업자산",0,0,0,0,0,0
"부채",33150,33145,35847,33063,34236,34405
"유동부채",23869,25189,25954,23396,25071,24479
"단기사채",768,1291,1487,1315,1601,596
"단기차입금",6779,7696,8335,9113,8865,8494
"유동성장기부채",2513,3510,1251,1157,1474,1780
"유동금융부채",89,142,329,380,405,577
"매입채무및기타유동채무",10362,9493,11096,8816,9790,9447
"유동종업원급여충당부채",481,495,469,2,432,503
"기타단기충당부채",90,188,187,145,164,155
"당기법인세부채",309,225,400,228,302,338
"계약부채",811,1007,1326,901,872,1064
"반품(환불)부채",0,1,3,2,0,0
"배출부채",0,0,0,0,1,0
"기타유동부채",1371,916,840,1116,948,1293
"매각예정으로분류된처분자산집단에포함된부채",299,229,238,223,216,231
"비유동부채",9279,7957,9891,9669,9169,9928
"사채",517,996,1208,862,633,1359
"장기차입금",5562,3771,5215,5422,4828,4959
"비유동금융부채",89,110,629,743,630,506
"장기매입채무및기타비유동채무",390,336,262,123,224,205
"비유동종업원급여충당부채",865,910,744,794,1038,1125
"기타장기충당부채",417,511,245,122,221,225
"이연법인세부채",1367,1278,1539,1534,1530,1470
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",68,44,48,63,67,76
"기타금융업부채",0,0,0,0,0,0
"자본",34995,35543,38850,34038,40139,42335
"지배기업주주지분",24342,22303,29403,24499,30227,32317
"자본금",4962,5246,5764,5765,6068,6348
"신종자본증권",0,0,0,0,0,0
"자본잉여금",18341,16040,17320,16448,17520,18629
"기타자본",-1629,-1302,-1231,-1159,-1512,-937
"기타포괄손익누계액",1695,1557,1783,1485,1536,1661
"이익잉여금(결손금)",11403,13521,14593,10871,15865,15783
"비지배주주지분",221,498,625,625,666,859
"영업활동으로인한현금흐름",2171,-1007,1598,-593,1132,1072
"당기순손익",-2657,-1236,586,366,349,41
"법인세비용차감전계속사업이익",0,0,0,0,0,0
"현금유출이없는비용등가산",8133,6381,6527,1420,1246,1706
"퇴직급여",553,545,506,73,80,116
"종업원급여",4,5,9,0,4,0
"주식보상비",8,22,12,3,3,3
"감가상각비",1673,1422,1563,311,388,434
"무형자산상각비",187,236,234,29,34,51
"계약부채전입액",0,0,0,0,0,0
"반품(환불)부채전입액",0,0,0,0,0,0
"배출부채전입액",0,0,0,0,0,0
"기타의대손상각비",246,234,272,9,70,5
"배당금지급",0,0,0,0,0,0
