"","X2017.12","X2018.12","X2019.12"
"매출액",47684,45496,53404
"매출원가",41137,39807,46293
"매출총이익",6550,5694,7110
"판매비와관리비",5303,5520,5406
"인건비",1837,1981,1961
"유무형자산상각비",241,296,339
"연구개발비",954,805,775
"광고선전비",35,34,41
"판매비",750,754,873
"관리비",1268,1335,1348
"기타원가성비용",0,0,0
"기타",219,313,60
"영업이익",1240,170,1709
"영업이익(발표기준)",1240,170,1709
"금융수익",914,810,1082
"이자수익",157,234,200
"배당금수익",2,5,4
"외환이익",458,403,489
"대손충당금환입액",2,0,3
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",35,10,52
"금융자산평가이익",23,18,188
"금융자산손상차손환입",0,0,0
"파생상품이익",184,110,104
"기타금융수익",53,31,39
"금융원가",1649,1442,1649
"이자비용",685,806,956
"외환손실",755,339,418
"대손상각비",50,150,19
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,1
"매출채권처분손실",0,0,0
"금융자산처분손실",57,8,0
"금융자산평가손실",1,20,32
"금융자산손상차손",12,0,0
"파생상품손실",47,112,161
"기타금융원가",45,2,59
"기타수익",801,669,977
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,5,59
"자산처분(폐기)이익",26,83,58
"자산평가이익",0,0,0
"자산손상차손환입",0,0,12
"임대료수익",7,12,22
"로열티수익",0,0,0
"수수료수익",7,1,4
"대손충당금환입",77,56,3
"충당부채환입액",7,0,10
"기타비용",3197,1854,1741
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",1,16,15
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,4
"자산처분(폐기)손실",150,253,130
"자산평가손실",0,0,0
"자산손상차손",2022,805,448
"기타대손상각비",206,99,253
"충당부채전입액",6,66,36
"종속기업,공동지배기업및관계기업관련손익",-165,366,894
"지분법손익",-144,-51,924
"종속기업,공동지배기업및관계기업투자주식처분손익",-12,469,-25
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",-2052,-1274,1273
"법인세비용",306,63,593
"계속영업이익",-2357,-1341,680
"중단영업이익",-290,103,-94
"당기순이익",-2647,-1236,586
"지배주주순이익",-550,-1106,29
"비지배주주순이익",-84,-72,10
"자산",68144,68685,74697
"유동자산",30955,31971,34697
"재고자산",4050,6613,6786
"유동생물자산",0,0,29
"유동금융자산",3580,4062,3516
"매출채권및기타유동채권",15062,13642,14618
"당기법인세자산",34,43,20
"계약자산",786,1254,1847
"반품(환불)자산",0,0,0
"배출권",0,0,0
"기타유동자산",1078,1368,1966
"현금및현금성자산",5427,4028,5243
"매각예정비유동자산및처분자산집단",933,962,673
"비유동자산",37192,36714,40002
"유형자산",26221,25360,26021
"무형자산",1889,2040,1802
"비유동생물자산",420,467,513
"투자부동산",1272,1585,1669
"장기금융자산",2875,3339,4124
"관계기업등지분관련투자자산",1544,1800,3213
"장기매출채권및기타비유동채권",1549,660,449
"이연법인세자산",1038,1247,1316
"장기당기법인세자산",0,0,0
"기타비유동자산",386,218,894
"기타금융업자산",0,0,0
"부채",33150,33145,35847
"유동부채",23869,25189,25954
"단기사채",768,1291,1487
