"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",169893,180834,202435,42279,39990,41888
"매출원가",94943,101682,117458,22848,20581,20768
"매출총이익",74953,79149,84976,19436,19412,21118
"판매비와관리비",64849,68521,73262,18900,17918,19128
"인건비",20947,23709,26382,6587,6028,6178
"유무형자산상각비",5831,6195,7007,2714,2586,2582
"연구개발비",230,267,312,62,76,70
"광고선전비",4129,5325,6041,1376,1426,1487
"판매비",4419,3518,3925,661,746,790
"관리비",21528,21451,20678,4591,4190,4534
"기타원가성비용",2130,3732,3948,613,1362,1047
"기타",5642,4323,4966,2280,1504,2438
"영업이익",10103,10623,11717,541,1491,1997
"영업이익(발표기준)",10124,10622,11740,550,1497,2028
"금융수익",1863,2744,2921,1111,733,499
"이자수익",902,1103,1266,216,182,170
"배당금수익",61,93,51,1,7,0
"외환이익",475,509,735,307,6,44
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",195,162,83,29,53,16
"금융자산평가이익",48,624,318,54,341,90
"금융자산손상차손환입",2,0,0,0,0,0
"파생상품이익",168,133,327,69,8,1
"기타금융수익",9,99,118,427,127,172
"금융원가",2909,4607,5715,1363,1354,1629
"이자비용",1315,1437,3052,255,248,257
"외환손실",636,438,596,143,99,107
"대손상각비",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,1,7,3,4,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",41,24,132,5,45,12
"금융자산평가손실",65,563,799,72,69,24
"금융자산손상차손",83,47,44,0,3,1
"파생상품손실",670,1915,997,76,-4,25
"기타금융원가",100,184,88,804,886,1205
"기타수익",1590,2154,2054,437,558,685
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",11,34,61,8,2,4
"자산처분(폐기)이익",240,574,108,65,51,35
"자산평가이익",32,29,47,12,20,81
"자산손상차손환입",2,1,15,1,1,8
"임대료수익",27,36,25,4,7,5
"로열티수익",0,0,0,0,0,0
"수수료수익",22,19,19,1,12,4
"대손충당금환입",38,41,43,5,43,2
"충당부채환입액",61,13,4,0,0,0
"기타비용",3263,4558,7407,606,1246,2186
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",1,4,2,0,0,4
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,140,101,5,-3,-2
"자산처분(폐기)손실",622,427,243,62,23,46
"자산평가손실",16,46,20,34,25,1
"자산손상차손",976,2341,4464,11,70,1301
"기타대손상각비",489,377,939,64,196,42
