"","X2017.12","X2018.12","X2019.12"
"매출액",169893,180834,202435
"매출원가",94943,101682,117458
"매출총이익",74953,79149,84976
"판매비와관리비",64849,68521,73262
"인건비",20947,23709,26382
"유무형자산상각비",5831,6195,7007
"연구개발비",230,267,312
"광고선전비",4129,5325,6041
"판매비",4419,3518,3925
"관리비",21528,21451,20678
"기타원가성비용",2130,3732,3948
"기타",5642,4323,4966
"영업이익",10103,10623,11717
"영업이익(발표기준)",10124,10622,11740
"금융수익",1863,2744,2921
"이자수익",902,1103,1266
"배당금수익",61,93,51
"외환이익",475,509,735
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",195,162,83
"금융자산평가이익",48,624,318
"금융자산손상차손환입",2,0,0
"파생상품이익",168,133,327
"기타금융수익",9,99,118
"금융원가",2909,4607,5715
"이자비용",1315,1437,3052
"외환손실",636,438,596
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,1,7
"매출채권처분손실",0,0,0
"금융자산처분손실",41,24,132
"금융자산평가손실",65,563,799
"금융자산손상차손",83,47,44
"파생상품손실",670,1915,997
"기타금융원가",100,184,88
"기타수익",1590,2154,2054
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",11,34,61
"자산처분(폐기)이익",240,574,108
"자산평가이익",32,29,47
"자산손상차손환입",2,1,15
"임대료수익",27,36,25
"로열티수익",0,0,0
"수수료수익",22,19,19
"대손충당금환입",38,41,43
"충당부채환입액",61,13,4
"기타비용",3263,4558,7407
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",1,4,2
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,140,101
"자산처분(폐기)손실",622,427,243
"자산평가손실",16,46,20
"자산손상차손",976,2341,4464
"기타대손상각비",489,377,939
"충당부채전입액",23,6,17
"종속기업,공동지배기업및관계기업관련손익",138,11,-659
"지분법손익",-62,-115,392
"종속기업,공동지배기업및관계기업투자주식처분손익",233,89,-106
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,-35,-893
"세전계속사업이익",7528,6366,2910
"법인세비용",2919,2686,3972
"계속영업이익",4605,3669,-1062
"중단영업이익",-12,1121,-889
"당기순이익",4593,4790,-1949
"지배주주순이익",4021,4366,-219
"비지배주주순이익",274,178,-990
"자산",239849,288772,308063
"유동자산",116791,131153,132928
"재고자산",2818,3758,3687
"유동생물자산",0,0,0
"유동금융자산",24848,25305,25318
"매출채권및기타유동채권",53237,56826,57315
"당기법인세자산",160,340,246
"계약자산",21,871,1424
"반품(환불)자산",0,31,28
"배출권",0,0,0
"기타유동자산",9984,10696,11091
"현금및현금성자산",25337,32808,33100
"매각예정비유동자산및처분자산집단",393,521,715
"비유동자산",123058,157621,175139
"유형자산",48926,54708,52536
"무형자산",41023,50401,41473
"비유동생물자산",0,0,0
"투자부동산",3629,3496,4162
"장기금융자산",12807,16047,14488
"관계기업등지분관련투자자산",8836,21625,21043
"장기매출채권및기타비유동채권",1456,2277,1990
"이연법인세자산",2747,3160,3723
"장기당기법인세자산",0,0,0
"기타비유동자산",3629,5426,34940
"기타금융업자산",0,0,0
"부채",107893,129635,150750
"유동부채",78169,92016,96861
"단기사채",563,1999,1807
