"","X2019.12","X2020.03","X2020.06","X2020.09"
"기타포괄손익누계액",-2964,-2959,-2358,-2465
"이익잉여금(결손금)",56993,54286,54329,53109
"비지배주주지분",14368,14480,14489,13638
"영업활동으로인한현금흐름",7947,-357,4992,4544
"당기순손익",-6207,-444,-223,-1273
"법인세비용차감전계속사업이익",14,-1,-86,50
"현금유출이없는비용등가산",17885,8174,9038,10020
"퇴직급여",469,423,462,458
"종업원급여",3,5,2,3
"주식보상비",31,31,43,45
"감가상각비",2927,2399,2487,2443
"무형자산상각비",1889,2415,2425,1994
"계약부채전입액",0,0,0,0
"반품(환불)부채전입액",0,0,0,0
"배출부채전입액",0,0,0,0
"기타의대손상각비",347,17,224,14
"배당금지급",0,0,0,0
"금융부채관련손실",117,5,333,548
"사채상환손실",51,24,0,0
"투자자산평가손실",0,0,90,0
"자산재평가손실",0,0,0,0
"지분법관련손실",890,125,-8,304
"종속기업관련손실",187,2,3,46
"관계기업관련손익",388,115,45,414
"(현금유입이없는수익등차감)",2032,1589,1569,1528
"금융부채관련이익",193,21,-13,0
"사채상환이익",-5,1,0,11
"퇴직급여충당부채환입액",0,0,2,-2
"계약부채환입액",0,0,0,0
"반품(환불)부채환입액",0,0,0,0
"배출부채환입액",0,0,0,0
"주식보상비환입",2,0,0,0
"투자자산평가이익",12,3,0,0
"자산재평가이익",0,0,0,0
"지분법관련이익",51,155,357,254
"종속회사관련이익",1120,34,61,164
"법인세수익",-5,144,119,228
"영업활동으로인한자산부채변동(운전자본변동)",-341,-4801,-352,-1288
"자산의감소(증가)",-2191,4870,3849,-7773
"부채의증가(감소)",980,-9527,-4206,6508
"정부보조금등의변동",153,-1,4,-3
"기타운전자본의변동",720,-131,-2,-20
"*영업에서창출된현금흐름",9313,1336,6804,5977
"기타영업활동으로인한현금흐름",-1367,-1700,-1816,-1439
"이자수입",367,211,242,203
"이자지급(-)",-792,-660,-680,-588
"배당금수입",21,60,37,9
"배당금지급(-)",27,-24,24,0
"법인세환입",-3,38,21,-16
"법인세납부(-)",-1000,-1311,-1413,-1050
"중단영업관련현금흐름",20,-15,-41,-1
"투자활동으로인한현금흐름",58,-5065,-8183,-2763
"투자활동으로인한현금유입액",17563,17767,17467,16344
"유동금융자산의감소",16366,14969,14412,11975
"장기금융상품의감소",4084,325,495,887
"매도가능금융자산의감소",17,18,262,156
"만기보유금융자산의감소",0,0,0,0
"장기대여금의감소",121,13,78,101
"파생상품의변동",2,1,0,24
"기타비유동금융자산의감소",-10380,1475,1390,2067
"관계기업등지분관련투자자산의감소",532,191,299,366
"유형자산의감소",211,75,76,189
"무형자산의감소",28,109,164,43
"생물자산의감소",0,0,0,0
"투자부동산의감소",58,1,45,0
"기타투자활동으로인한현금유입액",6529,589,247,530
"(투자활동으로인한현금유출액)",17516,22876,25681,19108
"유동금융자산의증가",15019,15459,18940,11848
"장기금융상품의증가",4130,337,693,947
"매도가능금융자산의증가",104,811,-35,29
"만기보유금융자산의증가",20,0,0,0
"장기대여금의증가",3,37,32,103
"기타비유동금융자산의증가",-10906,1788,1897,2073
"관계기업등지분관련투자자산의증가",886,514,484,452
"유형자산의증가",2644,1635,1263,1468
"무형자산의증가",2095,2078,1902,1564
"생물자산의증가",0,0,0,0
"투자부동산의증가",100,0,180,2
"기타투자활동으로인한현금유출액",3422,208,312,615
"기타투자활동으로인한현금흐름",12,39,24,3
"재무활동으로인한현금흐름",-6370,5660,4792,-424
"재무활동으로인한현금유입액",25721,21078,16473,12671
"사채의증가",504,2538,4824,2240
"차입금의증가",20177,17140,9584,7398
"미지급금의증가",0,0,0,0
"유동성장기부채의증가",0,0,0,0
"기타금융부채의증가",265,228,3,69
"기타부채의증가",0,0,15,-11
"유상증자",899,537,353,2765
"자기주식의처분",0,1,0,20
"주식매입선택권의행사",4,2,30,128
"자본구성항목의증가",478,150,1759,28
"기타재무활동으로인한현금유입액",3394,481,-97,34
"(재무활동으로인한현금유출액)",31965,15251,9622,12907
"사채의감소",-1512,1060,321,150
"차입금의감소",27986,10176,8121,8798
"미지급금의감소",0,1,-1,0
"유동성장기부채의감소",4182,2746,329,2817
"기타금융부채의감소",-42,848,613,1056
"기타부채의감소",47,14,5,2
"유상감자",0,0,0,0
"자기주식의취득",223,226,202,102
"자본구성항목의감소",-29,8,40,-5
"기타재무활동으로인한현금유출액",1108,174,-7,-13
"기타재무활동으로인한현금흐름",-126,-165,-2057,-187
"영업투자재무활동기타현금흐름",-15,47,-39,-87
"연결범위변동으로인한현금의증가",37,9,-1,3
"환율변동효과",-138,314,-140,-83
"현금및현금성자산의증가",1514,605,1408,1190
"기초현금및현금성자산",31467,32959,33566,34980
"기말현금및현금성자산",32977,33566,34980,36306
