"","X2017.12","X2018.12","X2019.12"
"매출액",331566,382572,368617
"매출원가",303725,351309,336457
"매출총이익",27839,31263,32156
"판매비와관리비",14672,15211,15654
"인건비",4760,5056,5452
"유무형자산상각비",2187,2289,2611
"연구개발비",584,620,671
"광고선전비",198,129,128
"판매비",189,467,170
"관리비",6211,6113,6104
"기타원가성비용",0,0,0
"기타",548,538,524
"영업이익",13167,16053,16505
"영업이익(발표기준)",12306,16006,16505
"금융수익",9793,6244,5634
"이자수익",985,974,883
"배당금수익",28,29,38
"외환이익",6019,3247,3012
"대손충당금환입액",5,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",70,106,157
"금융자산평가이익",13,55,38
"금융자산손상차손환입",0,0,0
"파생상품이익",2531,1404,1429
"기타금융수익",141,427,75
"금융원가",17663,14632,14139
"이자비용",9404,9023,9227
"외환손실",6283,3022,2636
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",0,0,0
"금융자산처분손실",14,8,17
"금융자산평가손실",9,750,100
"금융자산손상차손",30,0,0
"파생상품손실",1504,1833,2163
"기타금융원가",418,-3,-3
"기타수익",1411,2446,2142
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",87,1,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,5
"자산처분(폐기)이익",366,321,112
"자산평가이익",4,4,0
"자산손상차손환입",0,0,0
"임대료수익",22,26,27
"로열티수익",0,0,0
"수수료수익",15,15,13
"대손충당금환입",14,0,0
"충당부채환입액",1,12,8
"기타비용",19282,3314,7301
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,1,6
"자산처분(폐기)손실",167,210,408
"자산평가손실",8,4,1
"자산손상차손",16344,1212,5588
"기타대손상각비",24,55,27
"충당부채전입액",133,1,124
"종속기업,공동지배기업및관계기업관련손익",2133,2759,1536
"지분법손익",361,433,235
"종속기업,공동지배기업및관계기업투자주식처분손익",3,-7,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",-10445,9552,4376
"법인세비용",393,1915,1326
"계속영업이익",-10838,7639,3051
"중단영업이익",-183,-324,-5
