"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",63588,49364,28866,28796
"매출원가",62248,50769,28861,29195
"매출총이익",1340,-1403,6,-399
"판매비와관리비",6397,4843,3021,3033
"인건비",1733,1877,1542,1286
"유무형자산상각비",264,416,378,390
"연구개발비",0,0,0,0
"광고선전비",408,110,33,69
"판매비",962,568,144,191
"관리비",2394,1583,735,809
"기타원가성비용",0,0,0,0
"기타",631,290,192,286
"영업이익",-5056,-6247,-3015,-3433
"영업이익(발표기준)",-5056,-6247,-3015,-3433
"금융수익",409,1514,1934,202
"이자수익",287,249,247,172
"배당금수익",5,44,0,2
"외환이익",52,258,-14,-36
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",39,16,1,0
"금융자산평가이익",3,3,-4,0
"금융자산손상차손환입",0,0,0,0
"파생상품이익",66,936,1702,62
"기타금융수익",-43,9,3,4
"금융원가",3639,6487,3622,2690
"이자비용",3564,2844,2750,2598
"외환손실",-152,572,-108,-200
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",3,1,0,0
"금융자산평가손실",171,29,-3,0
"금융자산손상차손",0,0,0,0
"파생상품손실",198,3039,883,200
"기타금융원가",-150,5,99,93
"기타수익",407,3707,3152,2958
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",-19,2,3,2
"자산처분(폐기)이익",26,30,146,212
"자산평가이익",0,0,0,0
"자산손상차손환입",5,0,0,0
"임대료수익",2,0,0,0
"로열티수익",0,0,0,0
"수수료수익",9,1,2,2
"대손충당금환입",0,2,0,0
"충당부채환입액",0,0,0,0
"기타비용",-3570,13802,192,78
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",4,1,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",124,25,0,0
"자산처분(폐기)손실",487,426,172,43
"자산평가손실",0,0,0,0
"자산손상차손",-133,80,30,0
"기타대손상각비",2,3,220,2
"충당부채전입액",0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",231,-2297,202,-249
"지분법손익",-6,-2,-5,-1
"종속기업,공동지배기업및관계기업투자주식처분손익",2,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-4074,-23615,-1538,-3287
"법인세비용",-901,-3344,1051,233
"계속영업이익",-3171,-20273,-2591,-3519
"중단영업이익",-124,0,0,-13
"당기순이익",-3295,-20273,-2591,-3533
"지배주주순이익",-2547,-18888,-1045,-2342
"비지배주주순이익",-289,-923,-956,-731
"자산",494753,483060,478141,471800
"유동자산",77821,71144,73418,69700
"재고자산",10216,9653,9055,8601
"유동생물자산",52,55,57,55
"유동금융자산",25655,19284,16956,19540
"매출채권및기타유동채권",17137,13064,15294,14593
"당기법인세자산",445,539,73,80
"계약자산",0,0,0,0
"반품(환불)자산",0,0,0,0
"배출권",0,0,0,0
"기타유동자산",7374,6488,3736,3736
"현금및현금성자산",16893,15476,21558,15727
"매각예정비유동자산및처분자산집단",45,6586,6687,7369
"비유동자산",416933,411915,404721,402102
"유형자산",331254,321804,316282,310194
"무형자산",6395,6284,6151,5806
"비유동생물자산",28,27,23,22
"투자부동산",7164,7300,6777,6810
"장기금융자산",9480,10056,11127,6543
"관계기업등지분관련투자자산",8175,5857,6067,8981
"장기매출채권및기타비유동채권",3148,2575,2350,8276
"이연법인세자산",16243,19411,18279,17976
"장기당기법인세자산",0,0,0,0
"기타비유동자산",35041,38600,37665,37490
"기타금융업자산",0,0,0,0
"부채",426505,435693,429110,414099
"유동부채",159091,157948,160366,150988
"단기사채",100,0,0,0
"단기차입금",18312,31017,37998,43119
"유동성장기부채",61791,60377,69526,51531
"유동금융부채",6308,13007,4695,12826
"매입채무및기타유동채무",31827,26113,23714,23777
"유동종업원급여충당부채",1,1,1,0
"기타단기충당부채",2716,2226,1592,2255
"당기법인세부채",171,159,64,63
"계약부채",10,499,11,10
"반품(환불)부채",10,10,10,10
"배출부채",0,0,0,0
"기타유동부채",37843,23944,22182,16537
"매각예정으로분류된처분자산집단에포함된부채",0,593,575,862
"비유동부채",267414,277742,268742,263108
"사채",25085,22337,19211,19548
"장기차입금",22237,23501,20199,20850
"비유동금융부채",150645,160425,156132,145132
"장기매입채무및기타비유동채무",782,855,835,846
"비유동종업원급여충당부채",22248,23009,23690,24278
"기타장기충당부채",16856,18399,18591,17989
"이연법인세부채",2025,1880,1796,1807
"장기당기법인세부채",0,0,0,0
"기타비유동부채",27514,27296,28276,32643
"기타금융업부채",0,0,0,0
"자본",68249,47368,49030,57700
"지배기업주주지분",59704,40328,43547,53407
"자본금",20484,20484,20484,25059
"신종자본증권",10793,10793,21039,11706
"자본잉여금",30755,30202,24651,42808
"기타자본",3417,3376,3373,2648
"기타포괄손익누계액",9188,9190,9144,8931
"이익잉여금(결손금)",-13011,-32281,-34309,-37375
"비지배주주지분",6628,5607,4654,3926
"영업활동으로인한현금흐름",7777,-10829,5836,4579
"당기순손익",-2805,-19925,-2066,-4405
"법인세비용차감전계속사업이익",-616,-441,-519,961
"현금유출이없는비용등가산",13459,27996,6350,10034
"퇴직급여",1699,783,774,763
"종업원급여",33,3,20,14
"주식보상비",12,0,0,0
"감가상각비",18365,7565,6974,6778
"무형자산상각비",126,127,129,129
"계약부채전입액",0,0,0,0
"반품(환불)부채전입액",0,0,0,0
"배출부채전입액",0,0,0,4
"기타의대손상각비",2,3,220,2
"배당금지급",0,0,0,0
"금융부채관련손실",0,0,0,0
"사채상환손실",0,0,0,0
"투자자산평가손실",0,0,0,0
"자산재평가손실",0,0,0,0
"지분법관련손실",0,4,4,1
"종속기업관련손실",0,0,0,0
"관계기업관련손익",9,2284,-243,214
"(현금유입이없는수익등차감)",2562,5600,-1420,301
"금융부채관련이익",0,0,0,0
