"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",246080,271801,267729,49364,28866,28796
"매출원가",205900,232991,244216,50769,28861,29195
"매출총이익",40180,38810,23514,-1403,6,-399
"판매비와관리비",23176,27300,27066,4843,3021,3033
"인건비",7412,7899,7883,1877,1542,1286
"유무형자산상각비",632,1039,1365,416,378,390
"연구개발비",5,5,0,0,0,0
"광고선전비",1440,1785,1449,110,33,69
"판매비",4647,6252,5548,568,144,191
"관리비",7719,8826,9248,1583,735,809
"기타원가성비용",0,0,0,0,0,0
"기타",1322,1496,1573,290,192,286
"영업이익",17003,11510,-3553,-6247,-3015,-3433
"영업이익(발표기준)",17003,11510,-3553,-6247,-3015,-3433
"금융수익",1328,2052,3360,1514,1934,202
"이자수익",665,896,1199,249,247,172
"배당금수익",53,46,53,44,0,2
"외환이익",159,173,346,258,-14,-36
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",29,46,59,16,1,0
"금융자산평가이익",44,11,51,3,-4,0
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",376,880,1653,936,1702,62
"기타금융수익",1,0,1,9,3,4
"금융원가",7701,8168,13091,6487,3622,2690
"이자비용",6680,7453,11703,2844,2750,2598
"외환손실",196,201,632,572,-108,-200
"대손상각비",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",1,6,5,1,0,0
"금융자산평가손실",4,21,171,29,-3,0
"금융자산손상차손",0,0,0,0,0,0
"파생상품손실",803,485,579,3039,883,200
"기타금융원가",16,2,0,5,99,93
"기타수익",20433,5577,6347,3707,3152,2958
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",313,14,10,2,3,2
"자산처분(폐기)이익",527,782,208,30,146,212
"자산평가이익",0,0,0,0,0,0
"자산손상차손환입",1,2,5,0,0,0
"임대료수익",10,2,4,0,0,0
"로열티수익",0,0,0,0,0,0
"수수료수익",1,3,22,1,2,2
"대손충당금환입",3,8,0,2,0,0
"충당부채환입액",0,0,0,0,0,0
"기타비용",11468,11007,15353,13802,192,78
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",2,3,7,1,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,2,197,25,0,0
"자산처분(폐기)손실",2657,285,2057,426,172,43
"자산평가손실",0,2,0,0,0,0
"자산손상차손",721,791,195,80,30,0
"기타대손상각비",59,13,2,3,220,2
"충당부채전입액",2,0,4,0,0,0
"종속기업,공동지배기업및관계기업관련손익",1966,-804,-2208,-2297,202,-249
"지분법손익",192,-21,2,-2,-5,-1
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,2,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
