"","x","X2020.03","X2020.06","X2020.09"
"1",NA,130,NA,129
"2",NA,45,NA,51
"3",NA,85,NA,77
"4",NA,57,NA,71
"5",NA,NA,NA,41
"6",NA,NA,NA,1
"7",NA,NA,NA,6
"8",NA,NA,NA,2
"9",NA,NA,NA,7
"10",NA,NA,NA,11
"11",NA,NA,NA,NA
"12",NA,57,NA,3
"13",NA,29,NA,6
"14",NA,29,0,6
"15",NA,3,NA,3
"16",NA,NA,NA,1
"17",NA,NA,NA,NA
"18",NA,NA,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,0
"23",NA,NA,NA,1
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,3,NA,NA
"27",NA,2,NA,1
"28",NA,NA,NA,1
"29",NA,NA,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,0
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,2,NA,NA
"38",NA,0,NA,0
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,NA,NA,0
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,3,NA,0
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,NA,NA,NA
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,26,NA,8
"64",NA,6,NA,1
"65",NA,20,NA,7
"66",NA,NA,NA,NA
"67",NA,20,NA,7
"68",NA,864,1070,1054
"69",NA,596,735,689
"70",NA,70,70,80
"71",NA,NA,NA,NA
"72",NA,239,208,224
"73",NA,196,206,198
"74",NA,NA,NA,NA
"75",NA,NA,NA,NA
"76",NA,NA,NA,NA
"77",NA,NA,NA,NA
"78",NA,1,0,3
"79",NA,90,251,184
"80",NA,NA,NA,NA
"81",NA,269,335,364
"82",NA,153,194,197
"83",NA,15,20,24
"84",NA,NA,NA,NA
"85",NA,11,4,4
"86",NA,73,101,123
