"","x","X2020.03","X2020.06","X2020.09"
"1",NA,118,120,120
"2",NA,80,76,82
"3",NA,38,43,38
"4",NA,53,45,44
"5",NA,54,15,NA
"6",NA,14,5,NA
"7",NA,10,12,NA
"8",NA,1,0,NA
"9",NA,1,0,7
"10",NA,56,12,NA
"11",NA,NA,NA,NA
"12",NA,-83,0,37
"13",NA,-15,-1,-6
"14",NA,-15,-1,-6
"15",NA,24,2,1
"16",NA,2,1,1
"17",NA,NA,NA,NA
"18",NA,8,1,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,22,NA,NA
"26",NA,-9,NA,0
"27",NA,2,3,74
"28",NA,3,1,NA
"29",NA,1,2,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,0,NA,NA
"36",NA,NA,NA,NA
"37",NA,-3,0,74
"38",NA,5,0,0
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,0,NA,NA
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,34,1,14
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,NA,NA,NA
"55",NA,NA,NA,NA
"56",NA,23,NA,NA
"57",NA,20,NA,13
"58",NA,NA,NA,NA
"59",NA,-5,NA,-1
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,-27,-4,-93
"64",NA,NA,NA,-2
"65",NA,-27,-4,-91
"66",NA,NA,NA,NA
"67",NA,-27,-4,-91
"68",NA,-27,-4,-91
"69",NA,0,NA,0
"70",NA,721,741,829
"71",NA,222,255,279
"72",NA,81,71,77
"73",NA,NA,NA,NA
"74",NA,16,16,13
"75",NA,85,98,82
"76",NA,NA,NA,0
"77",NA,NA,NA,NA
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,16,40,33
"81",NA,23,30,74
"82",NA,NA,NA,NA
"83",NA,499,486,550
"84",NA,372,361,349
"85",NA,22,21,20
"86",NA,NA,NA,NA
"87",NA,NA,NA,NA
"88",NA,76,75,71
"89",NA,13,13,78
"90",NA,NA,10,NA
"91",NA,NA,NA,NA
"92",NA,NA,NA,NA
"93",NA,16,6,32
"94",NA,NA,NA,NA
"95",NA,201,218,285
"96",NA,114,123,209
"97",NA,1,1,16
"98",NA,49,49,57
"99",NA,0,0,0
"100",NA,3,4,120
"101",NA,52,56,8
"102",NA,NA,NA,NA
"103",NA,NA,NA,NA
