"","x","X2020.03","X2020.06","X2020.09"
"1",NA,372,345,251
"2",NA,257,223,158
"3",NA,115,122,92
"4",NA,107,110,107
"5",NA,18,16,16
"6",NA,5,4,5
"7",NA,2,2,2
"8",NA,3,3,3
"9",NA,49,49,49
"10",NA,30,36,33
"11",NA,NA,NA,NA
"12",NA,0,0,0
"13",NA,8,12,-15
"14",NA,8,12,-15
"15",NA,1,0,0
"16",NA,1,0,0
"17",NA,NA,NA,NA
"18",NA,NA,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,4,7,3
"28",NA,5,4,3
"29",NA,NA,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,0,3,0
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,3,0,5
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,NA,NA,1
"43",NA,NA,NA,NA
"44",NA,NA,0,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,0,NA,NA
"49",NA,NA,NA,NA
"50",NA,15,-12,5
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,0,0,0
"55",NA,NA,NA,NA
"56",NA,NA,2,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,-4,-3,6
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,-12,14,-12
"64",NA,3,-2,-1
"65",NA,-15,16,-11
"66",NA,NA,NA,NA
"67",NA,-15,16,-11
"68",NA,-15,16,-11
"69",NA,0,0,0
"70",NA,1199,1159,1139
"71",NA,1011,952,908
"72",NA,447,402,429
"73",NA,NA,NA,NA
"74",NA,30,30,45
"75",NA,507,368,306
"76",NA,NA,0,0
"77",NA,NA,NA,2
"78",NA,NA,1,NA
"79",NA,NA,NA,NA
"80",NA,12,6,15
"81",NA,15,144,111
"82",NA,NA,NA,NA
"83",NA,188,207,231
"84",NA,63,56,55
"85",NA,8,5,3
"86",NA,NA,NA,NA
"87",NA,53,53,53
"88",NA,3,3,4
"89",NA,28,25,31
"90",NA,3,19,44
"91",NA,30,33,34
"92",NA,NA,NA,NA
"93",NA,0,13,7
"94",NA,NA,NA,NA
"95",NA,589,533,520
"96",NA,554,419,406
"97",NA,NA,NA,29
"98",NA,161,164,112
"99",NA,74,17,14
"100",NA,39,6,5
"101",NA,250,217,223
"102",NA,NA,NA,NA
"103",NA,0,0,3
"104",NA,3,4,4
"105",NA,2,NA,NA
"106",NA,6,3,6
"107",NA,NA,NA,NA
"108",NA,18,8,10
"109",NA,NA,NA,NA
"110",NA,34,114,114
"111",NA,NA,58,59
"112",NA,3,21,19
"113",NA,1,2,2
"114",NA,1,1,1
"115",NA,29,24,25
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,NA,8,7
"120",NA,NA,NA,NA
"121",NA,611,625,619
"122",NA,611,625,619
"123",NA,156,156,156
"124",NA,NA,NA,NA
"125",NA,418,418,418
"126",NA,-12,-12,-12
"127",NA,13,6,11
"128",NA,35,57,46
"129",NA,0,0,0
"130",NA,-31,146,10
"131",NA,-15,16,-11
"132",NA,NA,NA,NA
"133",NA,24,22,11
"134",NA,2,3,1
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,5,7,4
"138",NA,1,1,1
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,0,0,0
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,4,3,NA
"151",NA,4,1,19
