"","x","X2020.03","X2020.06","X2020.09"
"1",NA,85,80,97
"2",NA,89,75,70
"3",NA,-4,5,27
"4",NA,24,17,20
"5",NA,11,15,9
"6",NA,1,2,1
"7",NA,1,2,1
"8",NA,0,1,0
"9",NA,2,8,3
"10",NA,9,15,7
"11",NA,NA,NA,NA
"12",NA,NA,-25,NA
"13",NA,-28,-13,7
"14",NA,-28,-13,7
"15",NA,6,15,7
"16",NA,4,4,2
"17",NA,NA,NA,NA
"18",NA,1,0,0
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,1,11,5
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,0,NA
"27",NA,1,1,1
"28",NA,0,1,0
"29",NA,1,1,1
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,-1,NA
"38",NA,1,1,1
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,NA,1547,0
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,0,0,NA
"49",NA,NA,NA,NA
"50",NA,1,0,0
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,NA,0,NA
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,0,0,NA
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,-24,2,13
"64",NA,NA,-7,NA
"65",NA,-24,10,13
"66",NA,NA,NA,NA
"67",NA,-24,10,13
"68",NA,2342,2383,2397
"69",NA,987,514,448
"70",NA,107,119,138
"71",NA,NA,NA,NA
"72",NA,577,287,187
"73",NA,57,73,99
"74",NA,2,NA,NA
"75",NA,NA,NA,NA
"76",NA,NA,NA,NA
"77",NA,NA,NA,NA
"78",NA,9,31,22
"79",NA,235,4,2
"80",NA,NA,NA,NA
"81",NA,1355,1869,1950
"82",NA,485,481,481
"83",NA,3,3,3
"84",NA,NA,NA,NA
"85",NA,NA,NA,NA
"86",NA,853,1378,1458
"87",NA,NA,NA,NA
"88",NA,0,0,0
"89",NA,14,7,7
"90",NA,NA,NA,NA
"91",NA,NA,NA,NA
"92",NA,NA,NA,NA
"93",NA,471,495,502
"94",NA,463,489,496
"95",NA,NA,NA,NA
"96",NA,18,62,41
"97",NA,NA,NA,NA
"98",NA,NA,NA,NA
"99",NA,46,47,73
"100",NA,NA,NA,NA
"101",NA,NA,NA,NA
"102",NA,385,368,368
"103",NA,NA,NA,NA
"104",NA,NA,NA,NA
"105",NA,NA,NA,NA
"106",NA,14,11,13
"107",NA,NA,NA,NA
"108",NA,8,6,6
"109",NA,NA,NA,NA
"110",NA,NA,NA,NA
"111",NA,NA,NA,NA
"112",NA,5,5,5
"113",NA,3,1,1
"114",NA,NA,NA,NA
"115",NA,NA,NA,NA
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,1871,1889,1895
"120",NA,80,80,80
"121",NA,NA,NA,NA
"122",NA,NA,NA,NA
"123",NA,-22,-22,-22
"124",NA,NA,NA,NA
"125",NA,1813,1831,1838
"126",NA,5,-65,3
"127",NA,-24,10,13
"128",NA,NA,NA,NA
"129",NA,15,-5,9
"130",NA,4,2,NA
"131",NA,NA,0,NA
"132",NA,NA,NA,NA
"133",NA,5,6,6
"134",NA,0,0,0
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,NA,NA,NA
"138",NA,0,NA,NA
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,5,14,9
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,2
"151",NA,NA,NA,NA
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,22,-53,-8
"161",NA,96,-46,-36
"162",NA,-74,-7,28
"163",NA,NA,NA,NA
"164",NA,NA,NA,NA
"165",NA,8,-62,5
"166",NA,-2,-2,-2
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,NA,NA,NA
"170",NA,NA,NA,NA
"171",NA,NA,NA,NA
"172",NA,-2,-2,-2
"173",NA,NA,NA,NA
"174",NA,-1392,-220,22
"175",NA,0,1546,103
"176",NA,0,1546,100
"177",NA,NA,NA,NA
"178",NA,NA,NA,NA
"179",NA,NA,NA,NA
"180",NA,0,0,0
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,NA,0,3
"185",NA,0,0,NA
"186",NA,NA,NA,NA
"187",NA,NA,1695,NA
"188",NA,NA,-1695,NA
"189",NA,1393,1769,82
"190",NA,1251,1766,75
"191",NA,142,NA,1
"192",NA,NA,NA,NA
"193",NA,NA,NA,NA
"194",NA,NA,1,NA
"195",NA,NA,NA,NA
"196",NA,NA,NA,NA
"197",NA,0,2,6
"198",NA,NA,NA,0
"199",NA,NA,NA,NA
"200",NA,NA,NA,NA
"201",NA,NA,NA,NA
"202",NA,1,2,1
"203",NA,-111,54,-28
"204",NA,246,47,270
"205",NA,NA,NA,NA
"206",NA,246,47,270
"207",NA,NA,NA,NA
"208",NA,NA,NA,NA
