"","x","X2020.03","X2020.06","X2020.09"
"1",NA,19,49,39
"2",NA,18,48,39
"3",NA,1,1,1
"4",NA,NA,NA,NA
"5",NA,NA,NA,NA
"6",NA,NA,NA,NA
"7",NA,NA,NA,NA
"8",NA,NA,NA,NA
"9",NA,NA,NA,NA
"10",NA,NA,NA,NA
"11",NA,35,42,33
"12",NA,5,4,2
"13",NA,0,0,0
"14",NA,NA,NA,NA
"15",NA,NA,NA,NA
"16",NA,NA,NA,NA
"17",NA,NA,NA,NA
"18",NA,NA,NA,NA
"19",NA,NA,NA,NA
"20",NA,30,38,31
"21",NA,-17,7,6
"22",NA,0,0,0
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,NA,NA,NA
"28",NA,NA,NA,NA
"29",NA,0,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,NA,NA,NA
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,0,0,0
"43",NA,0,0,0
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,NA,NA,NA
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,NA,NA,NA
"55",NA,0,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,0,0,0
"61",NA,-17,7,7
"62",NA,-1,1,1
"63",NA,-16,5,5
"64",NA,NA,NA,NA
"65",NA,-16,5,5
"66",NA,-16,5,5
"67",NA,NA,NA,NA
"68",NA,600,605,605
"69",NA,245,283,323
"70",NA,NA,NA,NA
"71",NA,NA,NA,NA
"72",NA,NA,NA,NA
"73",NA,NA,NA,NA
"74",NA,309,277,237
"75",NA,78,48,28
"76",NA,185,175,147
"77",NA,4,2,NA
"78",NA,42,51,63
"79",NA,47,45,45
"80",NA,NA,NA,NA
"81",NA,NA,NA,NA
"82",NA,NA,NA,NA
"83",NA,NA,NA,NA
"84",NA,NA,NA,NA
"85",NA,NA,NA,NA
"86",NA,NA,NA,NA
"87",NA,24,22,21
"88",NA,15,15,15
"89",NA,1,2,4
"90",NA,NA,NA,NA
"91",NA,6,5,6
"92",NA,64,85,75
"93",NA,NA,NA,NA
"94",NA,NA,NA,NA
"95",NA,27,46,37
"96",NA,NA,NA,NA
"97",NA,NA,NA,NA
"98",NA,NA,NA,NA
"99",NA,NA,NA,NA
"100",NA,NA,NA,NA
"101",NA,NA,NA,NA
"102",NA,NA,0,6
"103",NA,1,3,3
"104",NA,NA,NA,NA
"105",NA,NA,NA,NA
"106",NA,1,2,1
"107",NA,19,21,22
"108",NA,NA,NA,NA
"109",NA,NA,16,NA
"110",NA,NA,NA,NA
"111",NA,5,4,5
"112",NA,38,38,38
"113",NA,NA,NA,NA
"114",NA,NA,NA,NA
"115",NA,NA,NA,NA
"116",NA,24,26,27
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,14,13,11
"121",NA,536,520,530
"122",NA,536,520,530
"123",NA,266,266,266
"124",NA,NA,NA,NA
"125",NA,128,128,128
"126",NA,NA,NA,NA
"127",NA,-1,-5,-1
"128",NA,142,131,137
"129",NA,NA,NA,NA
"130",NA,1,-39,-31
"131",NA,-16,5,5
"132",NA,NA,NA,NA
"133",NA,6,9,7
"134",NA,NA,NA,NA
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,2,NA,NA
"138",NA,NA,NA,NA
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,NA,NA,NA
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,2,-2
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,1,2,2
"162",NA,NA,NA,NA
"163",NA,NA,NA,NA
"164",NA,0,0,0
"165",NA,1,2,2
"166",NA,NA,NA,NA
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,NA,NA,NA
"170",NA,NA,NA,NA
"171",NA,NA,NA,NA
"172",NA,NA,NA,NA
"173",NA,0,0,0
"174",NA,-11,15,5
"175",NA,NA,NA,NA
"176",NA,NA,NA,NA
"177",NA,NA,NA,NA
"178",NA,-2,4,-1
