"","x","X2020.03","X2020.06","X2020.09"
"1",NA,488,486,458
"2",NA,447,443,421
"3",NA,41,42,37
"4",NA,39,41,37
"5",NA,13,13,13
"6",NA,1,1,1
"7",NA,NA,NA,NA
"8",NA,NA,NA,0
"9",NA,17,17,17
"10",NA,8,10,6
"11",NA,NA,NA,NA
"12",NA,NA,NA,NA
"13",NA,2,1,1
"14",NA,2,1,1
"15",NA,13,-4,4
"16",NA,4,3,3
"17",NA,NA,0,NA
"18",NA,9,-7,1
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,1,-4,2
"28",NA,0,0,0
"29",NA,1,-5,2
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,1,4,0
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,5,NA
"42",NA,0,0,NA
"43",NA,0,-1,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,0,0,1
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,1,1
"54",NA,NA,0,0
"55",NA,0,-1,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,14,5,2
"64",NA,4,4,1
"65",NA,11,1,1
"66",NA,NA,NA,NA
"67",NA,11,1,1
"68",NA,11,1,1
"69",NA,NA,NA,NA
"70",NA,2489,2498,2494
"71",NA,1669,1531,1507
"72",NA,233,233,203
"73",NA,NA,NA,NA
"74",NA,741,597,550
"75",NA,633,645,664
"76",NA,NA,NA,NA
"77",NA,NA,NA,NA
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,16,4,21
"81",NA,46,53,69
"82",NA,NA,NA,NA
"83",NA,820,966,987
"84",NA,497,491,488
"85",NA,9,9,9
"86",NA,NA,NA,NA
"87",NA,236,236,236
"88",NA,57,218,243
"89",NA,NA,NA,NA
"90",NA,6,6,6
"91",NA,12,2,2
"92",NA,NA,NA,NA
"93",NA,3,3,3
"94",NA,NA,NA,NA
"95",NA,183,175,183
"96",NA,151,145,151
"97",NA,NA,NA,NA
"98",NA,3,1,2
"99",NA,NA,1,NA
"100",NA,1,NA,1
"101",NA,143,140,143
"102",NA,NA,NA,NA
"103",NA,NA,NA,NA
"104",NA,3,3,3
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,2,0,2
"109",NA,NA,NA,NA
"110",NA,32,29,32
"111",NA,NA,NA,NA
"112",NA,NA,NA,NA
"113",NA,2,2,2
"114",NA,12,13,13
"115",NA,18,15,17
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,2306,2323,2311
"122",NA,2306,2323,2311
"123",NA,42,42,42
"124",NA,NA,NA,NA
"125",NA,1259,1259,1259
"126",NA,-179,-174,-182
"127",NA,-10,1,2
"128",NA,1195,1195,1191
"129",NA,NA,NA,NA
"130",NA,26,-2,3
"131",NA,11,1,1
"132",NA,NA,NA,NA
"133",NA,12,15,12
"134",NA,3,3,3
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,8,8,6
"138",NA,NA,NA,NA
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,8,3,3
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,NA,NA,NA
"162",NA,NA,NA,NA
"163",NA,NA,NA,NA
"164",NA,10,-19,-9
"165",NA,6,-8,-5
"166",NA,6,-12,-3
"167",NA,NA,NA,NA
"168",NA,-3,1,0
"169",NA,24,-6,1
"170",NA,2,4,2
"171",NA,3,7,3
"172",NA,0,0,0
"173",NA,NA,0,NA
"174",NA,NA,NA,NA
"175",NA,NA,NA,NA
"176",NA,0,-3,0
"177",NA,NA,NA,NA
"178",NA,-25,10,11
"179",NA,0,1,35
"180",NA,NA,NA,34
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,NA,NA,NA
"185",NA,NA,NA,NA
"186",NA,NA,NA,NA
"187",NA,NA,NA,NA
"188",NA,0,0,0
"189",NA,NA,NA,NA
"190",NA,NA,NA,NA
"191",NA,NA,NA,NA
"192",NA,0,1,0
"193",NA,25,-9,23
"194",NA,22,-11,NA
"195",NA,NA,NA,21
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,NA
"199",NA,NA,NA,NA
"200",NA,NA,NA,NA
"201",NA,2,2,3
"202",NA,NA,NA,NA
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,NA,NA,NA
"206",NA,NA,NA,NA
"207",NA,-9,-1,1
"208",NA,NA,NA,1
"209",NA,NA,NA,NA
"210",NA,NA,NA,1
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,NA,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,9,1,0
"221",NA,NA,NA,NA
"222",NA,1,2,NA
"223",NA,NA,NA,NA
"224",NA,NA,NA,NA
"225",NA,0,-1,NA
"226",NA,NA,1,NA
"227",NA,NA,NA,NA
"228",NA,7,NA,NA
"229",NA,NA,NA,NA
"230",NA,0,0,0
"231",NA,NA,NA,NA
"232",NA,NA,NA,NA
"233",NA,NA,NA,NA
"234",NA,1,0,0
"235",NA,-7,6,16
"236",NA,53,46,53
"237",NA,46,53,69
