"","x","X2020.03","X2020.06","X2020.09"
"1",NA,1419,1037,507
"2",NA,1222,920,443
"3",NA,197,116,64
"4",NA,160,128,104
"5",NA,56,43,36
"6",NA,16,10,10
"7",NA,9,NA,2
"8",NA,0,0,0
"9",NA,56,43,38
"10",NA,28,29,15
"11",NA,NA,NA,NA
"12",NA,-4,2,4
"13",NA,37,-11,-40
"14",NA,37,-11,-40
"15",NA,-2,3,0
"16",NA,1,3,0
"17",NA,-3,NA,NA
"18",NA,NA,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,-1,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,40,28,23
"28",NA,37,28,23
"29",NA,NA,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,2,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,62,10,51
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,5,0,5
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,-1,0,0
"46",NA,NA,NA,NA
"47",NA,0,0,0
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,63,90,42
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,-1,0,0
"55",NA,NA,NA,NA
"56",NA,39,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,4,-3,-1
"60",NA,4,-3,-1
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,-1,-121,-56
"64",NA,-6,10,12
"65",NA,4,-130,-68
"66",NA,NA,NA,NA
"67",NA,4,-130,-68
"68",NA,4,-130,-68
"69",NA,NA,NA,NA
"70",NA,5110,4791,4847
"71",NA,1708,1332,1471
"72",NA,579,522,606
"73",NA,NA,NA,NA
"74",NA,75,69,91
"75",NA,678,534,530
"76",NA,3,3,7
"77",NA,NA,NA,NA
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,276,147,139
"81",NA,98,58,99
"82",NA,NA,NA,NA
"83",NA,3402,3459,3377
"84",NA,2972,3062,3053
"85",NA,85,83,82
"86",NA,NA,NA,NA
"87",NA,NA,NA,NA
"88",NA,35,20,16
"89",NA,72,69,69
"90",NA,NA,NA,NA
"91",NA,76,68,64
"92",NA,NA,NA,NA
"93",NA,161,157,94
"94",NA,NA,NA,NA
"95",NA,4472,4273,4423
"96",NA,3264,3178,3276
"97",NA,NA,NA,NA
"98",NA,1091,1202,1117
"99",NA,314,173,272
"100",NA,NA,52,30
"101",NA,1683,1468,1569
"102",NA,NA,NA,NA
"103",NA,NA,NA,NA
"104",NA,3,7,9
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,173,276,279
"109",NA,NA,NA,NA
"110",NA,1209,1096,1148
"111",NA,50,50,50
"112",NA,737,640,635
"113",NA,55,50,44
"114",NA,27,28,26
"115",NA,291,278,310
"116",NA,NA,NA,NA
"117",NA,30,30,65
"118",NA,NA,NA,NA
"119",NA,19,18,18
"120",NA,NA,NA,NA
"121",NA,637,517,424
"122",NA,637,517,424
"123",NA,234,234,234
"124",NA,NA,NA,NA
"125",NA,224,224,224
"126",NA,0,0,0
"127",NA,5,7,-10
"128",NA,175,53,-24
"129",NA,NA,NA,NA
"130",NA,-106,286,273
"131",NA,-2,-130,-68
"132",NA,NA,NA,NA
"133",NA,210,238,196
"134",NA,7,3,22
"135",NA,-4,NA,0
"136",NA,NA,NA,NA
