"","x","X2019.12","X2020.03","X2020.06"
"1",NA,192,140,187
"2",NA,139,138,141
"3",NA,53,2,46
"4",NA,60,59,52
"5",NA,19,19,17
"6",NA,3,4,5
"7",NA,23,19,17
"8",NA,2,1,1
"9",NA,2,-1,1
"10",NA,10,12,7
"11",NA,NA,NA,NA
"12",NA,1,6,4
"13",NA,-7,-57,-6
"14",NA,-7,-57,-6
"15",NA,1,3,0
"16",NA,1,NA,NA
"17",NA,NA,NA,NA
"18",NA,0,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,1,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,3,0
"27",NA,3,3,2
"28",NA,2,NA,NA
"29",NA,1,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,3,2
"38",NA,25,4,3
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,0,NA,NA
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,4,4,2
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,0,NA,NA
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,NA,0,1
"60",NA,NA,0,1
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,13,-58,-6
"64",NA,3,25,NA
"65",NA,10,-82,-6
"66",NA,NA,NA,NA
"67",NA,10,-82,-6
"68",NA,10,-82,-6
"69",NA,NA,NA,NA
"70",NA,1111,1044,995
"71",NA,524,454,410
"72",NA,181,146,143
"73",NA,NA,NA,NA
"74",NA,0,NA,0
"75",NA,186,162,164
"76",NA,0,0,0
"77",NA,4,5,15
"78",NA,1,NA,NA
"79",NA,NA,NA,NA
"80",NA,8,33,9
"81",NA,142,108,79
"82",NA,NA,NA,NA
"83",NA,587,590,584
"84",NA,478,513,509
"85",NA,31,24,22
"86",NA,NA,NA,NA
"87",NA,38,18,18
"88",NA,10,9,9
"89",NA,1,1,2
"90",NA,24,25,25
"91",NA,5,NA,NA
"92",NA,NA,NA,NA
"93",NA,0,0,0
"94",NA,NA,NA,NA
"95",NA,473,500,461
"96",NA,403,400,367
"97",NA,NA,NA,NA
"98",NA,247,240,240
"99",NA,NA,7,7
"100",NA,NA,5,4
"101",NA,80,71,74
"102",NA,NA,8,NA
"103",NA,NA,2,2
"104",NA,3,NA,NA
"105",NA,NA,67,39
"106",NA,NA,1,1
"107",NA,NA,NA,NA
"108",NA,73,NA,NA
"109",NA,NA,NA,NA
"110",NA,71,100,95
"111",NA,NA,NA,NA
"112",NA,42,40,38
"113",NA,NA,11,11
"114",NA,10,0,1
"115",NA,15,19,15
"116",NA,3,0,0
"117",NA,NA,29,29
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,637,544,533
"122",NA,637,544,533
"123",NA,105,105,105
"124",NA,NA,NA,NA
"125",NA,263,219,219
"126",NA,-12,23,19
"127",NA,77,76,76
"128",NA,204,121,114
"129",NA,NA,NA,NA
"130",NA,79,-22,-17
"131",NA,10,-107,-6
"132",NA,NA,NA,NA
"133",NA,15,62,14
"134",NA,3,3,3
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,6,9,8
"138",NA,4,3,3
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,0,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
