"","x","X2020.03","X2020.06","X2020.09"
"1",NA,-74,23,24
"2",NA,-17,20,21
"3",NA,-57,3,2
"4",NA,-41,10,12
"5",NA,0,3,4
"6",NA,4,0,0
"7",NA,NA,NA,NA
"8",NA,1,NA,NA
"9",NA,-13,2,2
"10",NA,-1,4,5
"11",NA,NA,NA,NA
"12",NA,-31,1,1
"13",NA,-16,-7,-10
"14",NA,-16,-7,-10
"15",NA,0,0,0
"16",NA,0,0,0
"17",NA,NA,NA,NA
"18",NA,0,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,3,2,0
"28",NA,3,2,0
"29",NA,0,NA,0
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,3,1,4
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,0,NA,2
"43",NA,2,NA,NA
"44",NA,NA,NA,NA
"45",NA,-1,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,51,0,2
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,0,0,0
"55",NA,NA,NA,NA
"56",NA,9,NA,NA
"57",NA,43,0,NA
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,-67,-7,-8
"64",NA,NA,NA,-2
"65",NA,-67,-7,-6
"66",NA,-12,NA,NA
"67",NA,-78,-7,-6
"68",NA,-78,-7,-6
"69",NA,NA,NA,NA
"70",NA,155,213,161
"71",NA,26,85,52
"72",NA,1,1,1
"73",NA,NA,NA,NA
"74",NA,4,4,0
"75",NA,13,15,12
"76",NA,3,3,0
"77",NA,NA,NA,NA
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,2,1,2
"81",NA,3,61,36
"82",NA,NA,NA,NA
"83",NA,129,128,109
"84",NA,86,84,67
"85",NA,0,0,0
"86",NA,NA,NA,NA
"87",NA,42,42,42
"88",NA,0,0,0
"89",NA,1,1,NA
"90",NA,0,0,0
"91",NA,NA,NA,NA
"92",NA,NA,NA,NA
"93",NA,NA,NA,NA
"94",NA,NA,NA,NA
"95",NA,219,155,108
"96",NA,174,112,26
"97",NA,10,40,NA
"98",NA,49,10,10
"99",NA,1,0,NA
"100",NA,NA,NA,0
"101",NA,29,59,9
"102",NA,NA,NA,NA
"103",NA,85,1,1
"104",NA,NA,NA,NA
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,1,2,6
"109",NA,NA,NA,NA
"110",NA,44,43,82
"111",NA,NA,NA,40
"112",NA,NA,NA,NA
"113",NA,0,0,0
"114",NA,0,0,0
"115",NA,35,34,35
"116",NA,NA,NA,NA
"117",NA,9,9,7
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,-63,58,53
"122",NA,-63,58,53
"123",NA,300,92,92
"124",NA,NA,NA,NA
"125",NA,1219,1554,1554
"126",NA,-9,-9,-9
"127",NA,-6,-6,-12
"128",NA,-1566,-1573,-1572
"129",NA,NA,NA,NA
"130",NA,-74,-8,-45
"131",NA,-130,-7,-5
"132",NA,NA,NA,NA
"133",NA,97,2,7
"134",NA,2,NA,3
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,6,0,2
"138",NA,3,0,0
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,-10,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,29,NA,1
"151",NA,1,3,4
"152",NA,NA,NA,NA
"153",NA,1,NA,NA
"154",NA,NA,2,-2
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,2,NA,NA
"160",NA,NA,NA,NA
"161",NA,NA,NA,NA
"162",NA,3,NA,NA
"163",NA,NA,NA,2
"164",NA,-38,-1,-42
"165",NA,-71,-2,1
"166",NA,163,0,-43
"167",NA,NA,NA,NA
"168",NA,-130,NA,NA
"169",NA,-71,-10,-44
"170",NA,-3,2,-1
"171",NA,10,2,-2
"172",NA,-10,NA,-2
"173",NA,NA,NA,NA
"174",NA,NA,NA,NA
"175",NA,-3,NA,3
"176",NA,NA,0,0
"177",NA,NA,NA,NA
"178",NA,72,NA,20
"179",NA,74,NA,20
"180",NA,-21,NA,NA
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,NA,NA,NA
"185",NA,NA,NA,NA
"186",NA,NA,NA,NA
"187",NA,NA,NA,NA
"188",NA,0,NA,20
"189",NA,NA,NA,NA
"190",NA,NA,NA,NA
"191",NA,NA,NA,NA
"192",NA,96,NA,NA
"193",NA,2,NA,0
"194",NA,NA,NA,NA
"195",NA,NA,NA,NA
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,NA
"199",NA,NA,NA,NA
"200",NA,NA,NA,NA
"201",NA,2,NA,0
"202",NA,0,NA,NA
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,0,NA,NA
"206",NA,NA,NA,NA
"207",NA,-3,66,0
"208",NA,15,115,NA
"209",NA,NA,40,NA
"210",NA,15,10,NA
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,NA,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,65,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,18,49,0
"221",NA,-3,NA,NA
"222",NA,15,49,NA
"223",NA,NA,NA,NA
"224",NA,NA,NA,NA
"225",NA,6,1,0
"226",NA,NA,NA,NA
"227",NA,NA,NA,NA
"228",NA,NA,NA,NA
"229",NA,NA,NA,NA
"230",NA,NA,NA,NA
"231",NA,NA,NA,NA
"232",NA,NA,NA,NA
"233",NA,NA,NA,NA
"234",NA,0,NA,0
"235",NA,-5,58,-25
"236",NA,8,3,61
"237",NA,3,61,36
