"","x","X2020.02","X2020.05","X2020.08"
"1",NA,321,352,323
"2",NA,172,200,190
"3",NA,149,152,134
"4",NA,147,114,141
"5",NA,50,52,50
"6",NA,3,6,4
"7",NA,32,10,27
"8",NA,19,11,15
"9",NA,4,0,5
"10",NA,35,32,37
"11",NA,NA,NA,NA
"12",NA,3,3,3
"13",NA,3,38,-7
"14",NA,3,38,-7
"15",NA,0,2,0
"16",NA,0,NA,NA
"17",NA,0,NA,NA
"18",NA,0,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,2,0
"27",NA,2,3,4
"28",NA,2,NA,NA
"29",NA,0,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,0,3,4
"38",NA,1,1,2
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,NA,NA,NA
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,0,NA,NA
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,NA,NA,NA
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,NA,0,0
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,2,38,-9
"64",NA,0,8,0
"65",NA,1,29,-9
"66",NA,NA,NA,NA
"67",NA,1,29,-9
"68",NA,1444,1533,1589
"69",NA,717,771,761
"70",NA,182,179,192
"71",NA,NA,NA,NA
"72",NA,NA,1,1
"73",NA,448,464,435
"74",NA,NA,0,3
"75",NA,NA,NA,NA
"76",NA,NA,NA,NA
"77",NA,NA,NA,NA
"78",NA,8,7,6
"79",NA,79,120,124
"80",NA,NA,NA,NA
"81",NA,727,763,829
"82",NA,301,298,294
"83",NA,60,109,114
"84",NA,NA,NA,NA
"85",NA,193,193,193
"86",NA,83,80,146
"87",NA,14,14,14
"88",NA,NA,NA,NA
"89",NA,69,62,62
"90",NA,NA,NA,NA
"91",NA,7,7,6
"92",NA,NA,NA,NA
"93",NA,591,685,693
"94",NA,448,521,515
"95",NA,NA,NA,NA
"96",NA,210,240,240
"97",NA,NA,NA,NA
"98",NA,5,25,26
"99",NA,194,202,199
"100",NA,NA,NA,NA
"101",NA,NA,NA,NA
"102",NA,1,NA,NA
"103",NA,38,38,37
"104",NA,NA,NA,NA
"105",NA,NA,NA,NA
"106",NA,NA,16,13
"107",NA,NA,NA,NA
"108",NA,143,164,177
"109",NA,NA,NA,NA
"110",NA,NA,NA,NA
"111",NA,2,1,1
"112",NA,7,7,8
"113",NA,103,107,112
"114",NA,NA,NA,NA
"115",NA,NA,NA,8
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,854,848,897
"120",NA,160,160,160
"121",NA,NA,NA,NA
"122",NA,354,354,382
"123",NA,-183,-186,-156
"124",NA,-20,-17,-17
"125",NA,543,538,529
"126",NA,6,57,-30
"127",NA,1,29,-9
"128",NA,NA,NA,NA
"129",NA,17,29,17
"130",NA,7,6,6
"131",NA,NA,NA,NA
"132",NA,NA,NA,NA
"133",NA,7,9,7
"134",NA,1,4,2
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,NA,NA,NA
"138",NA,NA,NA,NA
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,0,0,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,0,6,-1
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,NA,NA,NA
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,0,0
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,-8,7,-33
"161",NA,-3,0,16
"162",NA,-4,8,-49
"163",NA,NA,NA,NA
"164",NA,NA,NA,NA
"165",NA,11,59,-25
"166",NA,-5,-1,-4
"167",NA,0,0,0
"168",NA,-1,-2,-2
"169",NA,0,1,0
"170",NA,NA,NA,NA
"171",NA,NA,NA,NA
"172",NA,-4,-1,-3
"173",NA,NA,NA,NA
"174",NA,-1,-29,-30
"175",NA,0,7,-3
"176",NA,NA,4,NA
"177",NA,NA,NA,NA
"178",NA,NA,NA,NA
"179",NA,NA,NA,NA
"180",NA,NA,NA,NA
"181",NA,NA,NA,NA
"182",NA,0,3,-3
"183",NA,NA,NA,NA
"184",NA,NA,NA,NA
"185",NA,NA,NA,NA
"186",NA,NA,NA,NA
"187",NA,NA,NA,NA
"188",NA,NA,NA,NA
"189",NA,1,36,27
"190",NA,NA,2,-2
"191",NA,0,0,31
"192",NA,NA,NA,2
"193",NA,NA,NA,NA
"194",NA,NA,NA,NA
"195",NA,NA,0,0
"196",NA,NA,NA,NA
"197",NA,1,1,2
"198",NA,NA,33,-6
"199",NA,NA,NA,NA
"200",NA,NA,NA,NA
"201",NA,NA,NA,NA
"202",NA,NA,NA,NA
"203",NA,NA,12,64
"204",NA,NA,30,275
"205",NA,NA,NA,NA
"206",NA,NA,30,210
"207",NA,NA,NA,NA
"208",NA,NA,NA,NA
"209",NA,NA,NA,NA
"210",NA,NA,NA,NA
"211",NA,NA,NA,NA
"212",NA,NA,NA,65
"213",NA,NA,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,6,212
"217",NA,NA,NA,NA
"218",NA,NA,NA,210
"219",NA,NA,NA,NA
"220",NA,NA,NA,NA
"221",NA,NA,3,2
"222",NA,NA,NA,NA
"223",NA,NA,NA,NA
"224",NA,NA,3,NA
"225",NA,NA,NA,NA
"226",NA,NA,NA,NA
"227",NA,NA,-12,0
"228",NA,NA,NA,NA
"229",NA,NA,NA,NA
"230",NA,NA,0,0
"231",NA,5,41,4
"232",NA,74,79,120
"233",NA,79,120,124
