"","x","X2020.03","X2020.06","X2020.09"
"194",NA,4,264,102
"195",NA,0,0,0
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,NA
"199",NA,NA,50,NA
"200",NA,NA,NA,NA
"201",NA,17,8,3
"202",NA,1,0,0
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,1,0,0
"206",NA,NA,NA,NA
"207",NA,-8,-1,-45
"208",NA,8,NA,NA
"209",NA,NA,NA,NA
"210",NA,7,NA,NA
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,1,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,16,1,1
"221",NA,NA,NA,NA
"222",NA,15,NA,NA
"223",NA,NA,NA,NA
"224",NA,NA,NA,NA
"225",NA,1,1,1
"226",NA,NA,NA,NA
"227",NA,NA,NA,NA
"228",NA,NA,NA,NA
"229",NA,NA,NA,NA
"230",NA,NA,NA,NA
"231",NA,NA,NA,-44
"232",NA,NA,NA,NA
"233",NA,NA,NA,NA
"234",NA,2,0,-1
"235",NA,-30,58,-22
"236",NA,296,266,324
"237",NA,266,324,302
