"","x","X2020.03","X2020.06","X2020.09"
"104",NA,NA,NA,NA
"105",NA,NA,NA,NA
"106",NA,1,1,1
"107",NA,NA,NA,NA
"108",NA,4,108,108
"109",NA,NA,NA,NA
"110",NA,NA,100,100
"111",NA,0,1,1
"112",NA,NA,NA,NA
"113",NA,4,7,7
"114",NA,NA,NA,NA
"115",NA,NA,NA,NA
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,260,234,233
"120",NA,192,192,192
"121",NA,NA,NA,NA
"122",NA,6,6,6
"123",NA,NA,NA,NA
"124",NA,-1,-1,-1
"125",NA,64,38,36
"126",NA,-12,23,-79
"127",NA,9,-22,-2
"128",NA,NA,NA,NA
"129",NA,6,12,4
"130",NA,-5,5,-5
"131",NA,NA,NA,NA
"132",NA,NA,NA,NA
"133",NA,4,4,4
"134",NA,0,0,0
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,NA,NA,NA
"138",NA,NA,NA,NA
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,2,8,0
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,NA,NA,NA
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,6,1
"160",NA,-24,44,-78
"161",NA,80,21,-18
"162",NA,-104,22,-59
"163",NA,NA,NA,NA
"164",NA,NA,NA,NA
"165",NA,-12,26,-75
"166",NA,0,-3,-3
"167",NA,0,0,0
"168",NA,-1,-1,-1
"169",NA,NA,NA,NA
"170",NA,NA,NA,NA
"171",NA,NA,NA,NA
"172",NA,0,-2,-3
"173",NA,NA,NA,NA
"174",NA,-3,-40,0
"175",NA,1,1,10
"176",NA,10,NA,5
"177",NA,NA,NA,NA
"178",NA,NA,NA,NA
"179",NA,NA,NA,NA
"180",NA,NA,NA,NA
"181",NA,NA,NA,NA
"182",NA,-9,1,4
"183",NA,NA,NA,NA
"184",NA,0,0,1
"185",NA,NA,NA,0
"186",NA,NA,NA,NA
"187",NA,NA,NA,NA
"188",NA,NA,NA,0
"189",NA,4,42,11
"190",NA,8,5,5
"191",NA,NA,NA,NA
"192",NA,NA,NA,NA
"193",NA,NA,NA,NA
"194",NA,NA,NA,NA
"195",NA,-6,22,1
"196",NA,NA,NA,NA
"197",NA,1,14,-3
"198",NA,NA,0,NA
"199",NA,NA,NA,NA
"200",NA,NA,NA,8
"201",NA,1,1,0
"202",NA,NA,NA,NA
"203",NA,-1,0,8
"204",NA,1,NA,118
"205",NA,NA,NA,NA
"206",NA,1,NA,118
"207",NA,NA,NA,NA
"208",NA,NA,NA,NA
"209",NA,NA,NA,NA
"210",NA,NA,NA,NA
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,NA,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,1,0,106
"217",NA,NA,NA,NA
"218",NA,1,NA,106
"219",NA,NA,NA,NA
"220",NA,NA,NA,NA
"221",NA,-1,NA,1
"222",NA,1,0,0
"223",NA,NA,NA,NA
"224",NA,NA,NA,NA
"225",NA,NA,NA,NA
"226",NA,NA,NA,NA
"227",NA,NA,NA,-4
"228",NA,NA,NA,NA
"229",NA,NA,NA,NA
"230",NA,NA,NA,NA
"231",NA,-16,-17,-71
"232",NA,196,180,163
"233",NA,180,163,91
