"","x","X2020.03","X2020.06","X2020.09"
"1",NA,103,103,32
"2",NA,60,67,24
"3",NA,43,36,9
"4",NA,27,29,15
"5",NA,6,6,6
"6",NA,2,1,1
"7",NA,1,1,1
"8",NA,0,0,0
"9",NA,16,19,4
"10",NA,2,2,2
"11",NA,NA,NA,NA
"12",NA,0,0,0
"13",NA,16,7,-6
"14",NA,16,7,-6
"15",NA,1,0,1
"16",NA,1,0,0
"17",NA,NA,NA,NA
"18",NA,NA,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,1
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,0,2,0
"28",NA,0,0,0
"29",NA,NA,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,1,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,1,0,2
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,0,NA,0
"42",NA,NA,NA,0
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,3,-1,0
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,0,0,0
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,14,6,-4
"64",NA,1,2,0
"65",NA,12,5,-4
"66",NA,NA,NA,NA
"67",NA,12,5,-4
"68",NA,12,5,-3
"69",NA,1,0,0
"70",NA,721,723,707
"71",NA,390,395,379
"72",NA,104,65,83
"73",NA,NA,NA,NA
"74",NA,77,102,154
"75",NA,107,104,101
"76",NA,0,0,0
"77",NA,NA,NA,NA
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,25,17,27
"81",NA,78,106,13
"82",NA,NA,NA,NA
"83",NA,330,328,328
"84",NA,267,265,262
"85",NA,7,7,6
"86",NA,NA,NA,NA
"87",NA,NA,NA,NA
"88",NA,56,57,59
"89",NA,NA,NA,NA
"90",NA,NA,NA,NA
"91",NA,NA,NA,NA
"92",NA,NA,NA,NA
"93",NA,NA,NA,NA
"94",NA,NA,NA,NA
"95",NA,96,103,99
"96",NA,80,87,84
"97",NA,NA,NA,NA
"98",NA,54,48,48
"99",NA,NA,0,0
"100",NA,0,0,0
"101",NA,24,34,31
"102",NA,NA,NA,NA
"103",NA,NA,NA,NA
"104",NA,1,4,3
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,0,1,0
"109",NA,NA,NA,NA
"110",NA,17,16,15
"111",NA,NA,NA,NA
"112",NA,5,5,4
"113",NA,1,1,1
"114",NA,NA,NA,NA
"115",NA,NA,NA,NA
"116",NA,NA,NA,NA
"117",NA,11,10,10
"118",NA,NA,NA,NA
"119",NA,0,0,0
"120",NA,NA,NA,NA
"121",NA,624,620,608
"122",NA,607,603,591
"123",NA,42,42,42
"124",NA,NA,NA,NA
"125",NA,132,132,132
"126",NA,-78,-87,-87
"127",NA,-3,-3,-4
"128",NA,514,519,508
"129",NA,17,17,16
"130",NA,-17,68,-31
"131",NA,12,5,-4
"132",NA,NA,NA,NA
"133",NA,7,5,3
"134",NA,NA,NA,NA
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,3,3,2
"138",NA,1,1,1
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,-1,1,2
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,NA,NA,NA
"162",NA,NA,NA,NA
"163",NA,0,NA,0
"164",NA,-37,58,-28
"165",NA,-33,46,-26
"166",NA,-4,11,-1
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,-17,67,-30
"170",NA,0,1,-1
"171",NA,1,2,0
"172",NA,0,-1,0
"173",NA,0,NA,NA
"174",NA,NA,NA,NA
"175",NA,NA,NA,NA
"176",NA,0,0,0
"177",NA,NA,NA,NA
"178",NA,36,-27,-54
"179",NA,92,40,68
"180",NA,0,0,47
"181",NA,91,40,21
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,NA,NA,NA
"185",NA,NA,NA,NA
"186",NA,NA,NA,NA
"187",NA,NA,NA,NA
"188",NA,0,NA,NA
"189",NA,NA,NA,NA
"190",NA,NA,NA,NA
"191",NA,NA,NA,NA
"192",NA,NA,NA,NA
"193",NA,55,67,122
"194",NA,0,54,48
"195",NA,51,11,74
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,NA
"199",NA,-3,7,NA
"200",NA,NA,NA,NA
"201",NA,3,0,0
"202",NA,NA,NA,0
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,4,-4,NA
"206",NA,NA,NA,NA
"207",NA,0,-12,-8
"208",NA,6,26,1
"209",NA,NA,NA,NA
"210",NA,NA,NA,NA
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,6,26,1
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,6,38,2
"221",NA,NA,NA,NA
"222",NA,NA,NA,1
"223",NA,NA,NA,NA
