"","x","X2020.03","X2020.06","X2020.09"
"1",NA,187,150,213
"2",NA,155,149,203
"3",NA,32,2,10
"4",NA,31,33,38
"5",NA,20,21,21
"6",NA,2,6,6
"7",NA,2,1,1
"8",NA,0,0,0
"9",NA,1,-2,1
"10",NA,5,6,7
"11",NA,NA,NA,NA
"12",NA,0,0,0
"13",NA,0,-31,-28
"14",NA,0,-31,-28
"15",NA,2,1,0
"16",NA,-1,0,0
"17",NA,NA,0,NA
"18",NA,2,1,0
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,0,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,-2,2,2
"28",NA,0,0,0
"29",NA,-2,1,1
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,0,2,0
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,NA,NA,NA
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,0,0,0
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,NA,NA,NA
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,-3,NA,NA
"60",NA,-3,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,1,-30,-30
"64",NA,-5,0,6
"65",NA,6,-30,-36
"66",NA,3,NA,NA
"67",NA,9,-30,-36
"68",NA,9,-30,-36
"69",NA,NA,NA,NA
"70",NA,584,543,609
"71",NA,328,292,360
"72",NA,NA,NA,NA
"73",NA,NA,NA,NA
"74",NA,7,1,1
"75",NA,233,197,255
"76",NA,0,0,0
"77",NA,NA,NA,NA
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,9,9,3
"81",NA,79,85,101
"82",NA,NA,NA,NA
"83",NA,256,251,249
"84",NA,27,26,24
"85",NA,167,163,162
"86",NA,NA,NA,NA
"87",NA,NA,NA,NA
"88",NA,18,18,18
"89",NA,NA,NA,NA
"90",NA,18,18,18
"91",NA,27,27,27
"92",NA,NA,NA,NA
"93",NA,NA,NA,NA
"94",NA,NA,NA,NA
"95",NA,169,164,266
"96",NA,99,99,207
"97",NA,NA,NA,NA
"98",NA,NA,NA,41
"99",NA,NA,NA,NA
"100",NA,5,5,5
"101",NA,89,72,130
"102",NA,NA,NA,NA
"103",NA,1,0,NA
"104",NA,NA,0,NA
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,5,22,31
"109",NA,NA,NA,NA
"110",NA,70,65,58
"111",NA,NA,NA,NA
"112",NA,NA,NA,NA
"113",NA,9,8,7
"114",NA,NA,NA,NA
"115",NA,61,57,52
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,415,379,343
"122",NA,415,379,343
"123",NA,32,32,32
"124",NA,NA,NA,NA
"125",NA,161,161,161
"126",NA,-17,-17,-17
"127",NA,-49,-49,-49
"128",NA,288,253,217
"129",NA,NA,NA,NA
"130",NA,-22,9,-18
"131",NA,9,-30,-36
"132",NA,NA,NA,NA
"133",NA,3,15,20
"134",NA,5,6,7
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,2,2,2
"138",NA,0,4,4
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,1,3,-1
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
