"","x","X2020.03","X2020.06","X2020.09"
"160",NA,NA,NA,NA
"161",NA,NA,NA,NA
"162",NA,-2,NA,NA
"163",NA,0,0,0
"164",NA,-33,26,3
"165",NA,-27,36,-52
"166",NA,-6,-10,55
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,-22,9,-11
"170",NA,0,0,-6
"171",NA,0,0,0
"172",NA,NA,NA,0
"173",NA,NA,0,NA
"174",NA,NA,NA,NA
"175",NA,NA,NA,NA
"176",NA,0,0,-6
"177",NA,NA,NA,NA
"178",NA,57,5,-5
"179",NA,80,7,1
"180",NA,80,6,0
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,NA,NA,0
"185",NA,NA,NA,NA
"186",NA,NA,NA,NA
"187",NA,NA,NA,NA
"188",NA,NA,NA,NA
"189",NA,NA,NA,NA
"190",NA,NA,NA,NA
"191",NA,NA,NA,NA
"192",NA,0,0,1
"193",NA,23,1,6
"194",NA,0,0,0
"195",NA,NA,NA,NA
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,0
"199",NA,NA,NA,NA
"200",NA,0,NA,NA
"201",NA,5,1,0
"202",NA,17,NA,4
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,2,0,1
"206",NA,NA,NA,NA
"207",NA,-18,-7,40
"208",NA,NA,NA,41
"209",NA,NA,NA,NA
"210",NA,NA,NA,41
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,NA,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,18,2,1
"221",NA,NA,NA,NA
"222",NA,NA,NA,NA
"223",NA,NA,NA,NA
"224",NA,NA,NA,NA
"225",NA,1,1,1
"226",NA,NA,NA,NA
"227",NA,NA,NA,NA
"228",NA,17,0,NA
"229",NA,NA,NA,NA
"230",NA,NA,NA,NA
"231",NA,NA,-5,NA
"232",NA,NA,NA,NA
"233",NA,NA,NA,NA
"234",NA,0,-1,-1
"235",NA,17,6,16
"236",NA,62,79,85
"237",NA,79,85,101
