"","x","X2019.12","X2020.03","X2020.06"
"1",NA,33,92,44
"2",NA,15,41,23
"3",NA,18,51,21
"4",NA,26,28,26
"5",NA,16,18,16
"6",NA,2,2,2
"7",NA,NA,NA,NA
"8",NA,0,0,0
"9",NA,0,2,1
"10",NA,7,6,7
"11",NA,NA,NA,NA
"12",NA,NA,NA,NA
"13",NA,-9,23,-6
"14",NA,-9,23,-6
"15",NA,10,-2,-4
"16",NA,0,0,0
"17",NA,NA,NA,NA
"18",NA,NA,NA,NA
"19",NA,0,0,0
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,0,0,0
"24",NA,NA,NA,NA
"25",NA,7,-1,-3
"26",NA,3,-2,-1
"27",NA,2,3,5
"28",NA,2,3,5
"29",NA,NA,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,0,0,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,2,1,1
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,NA,NA,NA
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,2,0,1
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,1,NA,NA
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,-1,19,-15
"64",NA,1,0,-3
"65",NA,-2,19,-12
"66",NA,NA,NA,NA
"67",NA,-2,19,-12
"68",NA,-2,19,-12
"69",NA,0,0,0
"70",NA,386,404,398
"71",NA,172,191,183
"72",NA,125,117,116
"73",NA,NA,NA,NA
"74",NA,4,4,4
"75",NA,34,60,43
"76",NA,0,0,0
"77",NA,NA,NA,NA
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,3,4,3
"81",NA,6,7,18
"82",NA,NA,NA,NA
"83",NA,214,213,216
"84",NA,175,182,181
"85",NA,14,13,13
"86",NA,NA,NA,NA
"87",NA,NA,NA,NA
"88",NA,6,5,6
"89",NA,NA,NA,NA
"90",NA,NA,NA,NA
"91",NA,7,7,10
"92",NA,NA,NA,NA
"93",NA,12,6,6
"94",NA,NA,NA,NA
"95",NA,241,240,230
"96",NA,119,177,177
"97",NA,NA,NA,34
"98",NA,67,58,62
"99",NA,0,52,19
"100",NA,3,22,23
"101",NA,38,28,28
