"","x","X2019.12","X2020.03","X2020.06"
"1",NA,317,322,228
"2",NA,260,280,196
"3",NA,57,42,32
"4",NA,41,42,44
"5",NA,20,24,23
"6",NA,3,4,2
"7",NA,NA,NA,NA
"8",NA,0,0,0
"9",NA,2,3,4
"10",NA,13,9,12
"11",NA,NA,NA,NA
"12",NA,2,3,2
"13",NA,16,0,-12
"14",NA,16,0,-12
"15",NA,10,15,20
"16",NA,6,5,5
"17",NA,NA,0,1
"18",NA,NA,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,0,3,1
"23",NA,3,6,13
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,12,8,-1
"28",NA,2,2,1
"29",NA,NA,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,1,0,0
"34",NA,9,6,-2
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,10,9,9
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,5,0,8
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,13,1,0
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,NA,0,NA
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,11,14,17
"64",NA,1,4,4
"65",NA,11,10,14
"66",NA,NA,NA,NA
"67",NA,11,10,14
"68",NA,11,10,13
"69",NA,0,0,0
"70",NA,2326,2343,2315
"71",NA,1430,1480,1448
"72",NA,342,360,345
"73",NA,NA,NA,NA
"74",NA,679,734,737
"75",NA,168,145,124
"76",NA,NA,NA,NA
"77",NA,NA,NA,NA
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,NA,11,NA
"81",NA,117,107,131
"82",NA,123,123,110
"83",NA,896,863,866
"84",NA,604,594,599
"85",NA,8,5,5
"86",NA,NA,NA,NA
"87",NA,213,219,218
"88",NA,36,5,5
"89",NA,NA,NA,NA
"90",NA,10,10,11
"91",NA,24,29,27
"92",NA,NA,NA,NA
"93",NA,NA,NA,NA
"94",NA,NA,NA,NA
"95",NA,435,449,406
"96",NA,358,375,321
"97",NA,NA,NA,NA
"98",NA,183,187,160
"99",NA,5,5,5
"100",NA,NA,6,6
"101",NA,162,169,142
"102",NA,NA,NA,NA
"103",NA,0,0,0
"104",NA,3,8,6
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,4,NA,NA
"109",NA,NA,NA,NA
"110",NA,77,74,86
"111",NA,NA,NA,NA
"112",NA,19,17,16
"113",NA,NA,7,19
"114",NA,5,4,4
"115",NA,43,46,48
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,10,NA,NA
"120",NA,NA,NA,NA
"121",NA,1891,1894,1908
"122",NA,1886,1889,1903
"123",NA,212,212,212
"124",NA,NA,NA,NA
"125",NA,961,963,961
"126",NA,-63,-74,-72
"127",NA,-76,-74,-74
"128",NA,853,863,877
"129",NA,5,5,5
"130",NA,28,66,61
"131",NA,11,10,14
"132",NA,NA,NA,NA
"133",NA,38,24,18
"134",NA,3,3,6
"135",NA,NA,2,NA
"136",NA,NA,NA,NA
"137",NA,12,14,12
"138",NA,0,0,NA
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,17,18,23
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,NA,NA,NA
"162",NA,NA,NA,NA
"163",NA,NA,NA,NA
"164",NA,-6,49,52
"165",NA,6,36,82
"166",NA,-13,13,-30
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,25,66,61
"170",NA,3,1,1
"171",NA,6,5,5
"172",NA,-1,-2,-1
"173",NA,NA,0,1
"174",NA,NA,NA,NA
"175",NA,NA,NA,NA
"176",NA,-2,-3,-3
"177",NA,NA,NA,NA
"178",NA,21,-45,-11
"179",NA,31,12,22
"180",NA,20,11,NA
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,NA,NA,NA
"185",NA,NA,NA,NA
"186",NA,NA,NA,NA
"187",NA,NA,NA,NA
"188",NA,NA,0,0
"189",NA,NA,NA,2
"190",NA,NA,NA,NA
"191",NA,NA,NA,NA
"192",NA,11,0,21
"193",NA,10,56,34
"194",NA,NA,NA,NA
"195",NA,NA,NA,NA
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,NA
"199",NA,NA,54,31
"200",NA,NA,NA,0
"201",NA,10,2,2
"202",NA,NA,NA,NA
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,NA,NA,NA
"206",NA,NA,NA,NA
"207",NA,-47,-32,-26
"208",NA,12,NA,NA
"209",NA,NA,NA,NA
"210",NA,12,NA,NA
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,NA,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,59,17,26
"221",NA,NA,NA,NA
"222",NA,32,4,23
"223",NA,NA,NA,NA
"224",NA,26,1,1
"225",NA,1,1,2
"226",NA,NA,NA,NA
"227",NA,NA,NA,NA
"228",NA,NA,10,NA
"229",NA,NA,NA,NA
"230",NA,NA,NA,NA
"231",NA,NA,-16,NA
"232",NA,NA,NA,NA
"233",NA,NA,NA,NA
"234",NA,-1,1,0
"235",NA,0,-10,24
"236",NA,117,117,107
"237",NA,117,107,131
