"","x","X2020.03","X2020.06","X2020.09"
"1",NA,33,65,41
"2",NA,13,16,14
"3",NA,21,50,27
"4",NA,25,30,28
"5",NA,14,16,15
"6",NA,2,2,2
"7",NA,5,5,6
"8",NA,1,0,1
"9",NA,-1,0,-2
"10",NA,4,8,6
"11",NA,NA,NA,NA
"12",NA,1,0,1
"13",NA,-5,19,-1
"14",NA,-5,19,-1
"15",NA,1,1,0
"16",NA,0,1,0
"17",NA,NA,NA,NA
"18",NA,0,0,0
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,0,0,0
"28",NA,NA,NA,NA
"29",NA,0,0,0
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,0,1,0
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,NA,0,NA
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,0,0,0
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,NA,NA,NA
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,-4,21,-1
"64",NA,0,1,0
"65",NA,-4,20,-1
"66",NA,NA,NA,NA
"67",NA,-4,20,-1
"68",NA,-4,20,-1
"69",NA,0,0,0
"70",NA,545,570,564
"71",NA,188,212,202
"72",NA,NA,NA,NA
"73",NA,NA,NA,NA
"74",NA,18,20,15
"75",NA,37,47,44
"76",NA,2,NA,2
"77",NA,NA,NA,NA
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,2,1,1
"81",NA,130,144,141
"82",NA,NA,NA,NA
"83",NA,358,358,362
"84",NA,320,319,319
"85",NA,27,27,27
"86",NA,NA,NA,NA
"87",NA,NA,NA,NA
"88",NA,3,3,5
"89",NA,NA,NA,NA
"90",NA,4,NA,4
"91",NA,4,5,7
"92",NA,NA,NA,NA
"93",NA,0,4,0
"94",NA,NA,NA,NA
"95",NA,21,25,28
"96",NA,19,23,25
"97",NA,NA,NA,NA
"98",NA,NA,NA,NA
"99",NA,NA,NA,NA
"100",NA,NA,NA,NA
"101",NA,9,14,21
"102",NA,NA,NA,NA
"103",NA,NA,NA,NA
"104",NA,5,3,2
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,4,6,3
"109",NA,NA,NA,NA
"110",NA,3,3,3
"111",NA,NA,NA,NA
"112",NA,NA,NA,NA
"113",NA,NA,NA,NA
"114",NA,2,2,2
"115",NA,1,1,1
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,524,544,536
"122",NA,524,544,536
"123",NA,39,39,41
"124",NA,NA,NA,NA
"125",NA,169,169,167
"126",NA,-22,-22,-22
"127",NA,0,0,0
"128",NA,337,357,349
"129",NA,0,0,0
"130",NA,18,10,-3
"131",NA,-4,20,-1
"132",NA,NA,NA,NA
"133",NA,0,2,2
"134",NA,NA,NA,NA
"135",NA,NA,0,NA
"136",NA,NA,NA,NA
"137",NA,1,1,1
"138",NA,1,1,1
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,NA,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,1,1,2
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,NA,NA,NA
"162",NA,NA,NA,NA
"163",NA,NA,NA,0
"164",NA,24,-13,1
"165",NA,34,-20,7
"166",NA,-10,7,-6
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,20,8,-1
"170",NA,-2,2,-2
"171",NA,0,4,0
"172",NA,NA,NA,NA
"173",NA,NA,NA,NA
"174",NA,NA,NA,NA
"175",NA,NA,NA,NA
"176",NA,-2,-2,-2
"177",NA,NA,NA,NA
"178",NA,3,4,-1
"179",NA,13,9,6
"180",NA,2,5,3
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,0,1,1
"185",NA,NA,NA,NA
"186",NA,57,-57,3
"187",NA,NA,NA,NA
"188",NA,NA,NA,NA
"189",NA,NA,0,NA
"190",NA,NA,NA,NA
