"","x","X2019.12","X2020.03","X2020.06"
"1",NA,544,554,515
"2",NA,433,444,422
"3",NA,111,110,94
"4",NA,102,88,82
"5",NA,31,28,NA
"6",NA,3,8,NA
"7",NA,2,NA,NA
"8",NA,1,2,NA
"9",NA,34,36,NA
"10",NA,30,8,NA
"11",NA,NA,NA,NA
"12",NA,1,5,82
"13",NA,9,23,12
"14",NA,9,23,12
"15",NA,2,9,1
"16",NA,2,1,NA
"17",NA,NA,8,NA
"18",NA,NA,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,1
"27",NA,5,7,7
"28",NA,5,7,NA
"29",NA,NA,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,0,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,7
"38",NA,3,5,5
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,0,NA,NA
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,0,0,NA
"46",NA,NA,NA,NA
"47",NA,0,0,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,2,9,-2
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,0,0,NA
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,0,0,0
"60",NA,0,0,0
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,7,21,13
"64",NA,3,4,8
"65",NA,4,17,5
"66",NA,NA,NA,NA
"67",NA,4,17,5
"68",NA,2,7,-4
"69",NA,2,10,9
"70",NA,3214,3237,3343
"71",NA,906,874,930
"72",NA,218,258,247
"73",NA,NA,NA,NA
"74",NA,71,73,113
"75",NA,377,339,316
"76",NA,NA,NA,NA
"77",NA,NA,NA,NA
"78",NA,0,NA,NA
"79",NA,NA,NA,NA
"80",NA,23,8,16
"81",NA,217,196,238
"82",NA,NA,NA,NA
"83",NA,2308,2363,2413
"84",NA,1512,1577,1595
"85",NA,557,554,549
"86",NA,NA,NA,NA
"87",NA,NA,NA,NA
"88",NA,214,191,222
"89",NA,11,8,11
"90",NA,14,13,14
"91",NA,NA,0,NA
"92",NA,NA,NA,NA
"93",NA,NA,21,21
"94",NA,NA,NA,NA
"95",NA,1583,1628,1713
"96",NA,694,626,704
"97",NA,NA,NA,NA
"98",NA,65,85,200
"99",NA,286,211,205
"100",NA,NA,NA,NA
"101",NA,320,309,279
"102",NA,NA,NA,NA
