"","x","X2020.03","X2020.06","X2020.09"
"1",NA,177,158,205
"2",NA,135,122,161
"3",NA,42,36,43
"4",NA,33,28,30
"5",NA,15,11,13
"6",NA,4,3,3
"7",NA,10,9,10
"8",NA,0,0,0
"9",NA,0,0,0
"10",NA,4,4,4
"11",NA,NA,NA,NA
"12",NA,0,0,0
"13",NA,10,8,13
"14",NA,10,8,13
"15",NA,1,2,1
"16",NA,1,1,1
"17",NA,NA,NA,NA
"18",NA,0,0,0
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,0,NA,NA
"23",NA,0,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,0,0,0
"28",NA,0,0,0
"29",NA,0,0,0
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,0,0,NA
"34",NA,NA,NA,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,0,0,0
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,NA,NA,0
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,1,0,0
"51",NA,NA,NA,NA
"52",NA,1,NA,NA
"53",NA,NA,NA,NA
"54",NA,NA,NA,NA
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,NA
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,10,9,14
"64",NA,-3,1,2
"65",NA,13,8,13
"66",NA,NA,NA,NA
"67",NA,13,8,13
"68",NA,633,640,630
"69",NA,586,584,578
"70",NA,14,31,12
"71",NA,NA,NA,NA
