"","x","X2020.03","X2020.06","X2020.09"
"1",NA,2123,2427,2718
"2",NA,1415,1449,1941
"3",NA,708,978,777
"4",NA,776,907,788
"5",NA,150,140,131
"6",NA,135,262,136
"7",NA,6,6,2
"8",NA,37,34,45
"9",NA,45,55,40
"10",NA,399,537,434
"11",NA,NA,NA,NA
"12",NA,3,-126,0
"13",NA,-68,71,-11
"14",NA,-68,71,-11
"15",NA,7,13,14
"16",NA,7,10,13
"17",NA,NA,NA,NA
"18",NA,NA,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,0,7,1
"26",NA,NA,-3,NA
"27",NA,52,13,64
"28",NA,52,11,57
"29",NA,NA,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,NA,1,NA
"36",NA,0,0,4
"37",NA,0,1,3
"38",NA,58,42,60
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,NA,0,NA
"43",NA,NA,NA,NA
"44",NA,NA,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,70,4,31
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,1,1,0
"55",NA,NA,NA,NA
"56",NA,NA,2,NA
"57",NA,7,-25,0
"58",NA,NA,NA,NA
"59",NA,NA,NA,NA
"60",NA,NA,NA,NA
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,-126,109,-32
"64",NA,-14,59,-1
"65",NA,-111,50,-31
"66",NA,NA,NA,NA
"67",NA,-111,50,-31
"68",NA,-111,50,-31
"69",NA,NA,NA,NA
"70",NA,8114,8264,8879
"71",NA,4621,4692,5145
"72",NA,2920,3071,3387
"73",NA,NA,NA,NA
"74",NA,142,212,222
"75",NA,1052,931,1156
"76",NA,NA,2,1
"77",NA,2,3,4
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,106,90,129
"81",NA,399,383,246
"82",NA,NA,NA,NA
"83",NA,3493,3573,3735
"84",NA,2562,1925,2931
"85",NA,14,12,11
"86",NA,NA,NA,NA
"87",NA,146,146,146
"88",NA,160,68,71
"89",NA,136,178,165
"90",NA,NA,384,410
"91",NA,NA,NA,NA
"92",NA,NA,NA,NA
"93",NA,475,860,NA
"94",NA,NA,NA,NA
"95",NA,5792,5890,6548
"96",NA,4542,4468,4859
"97",NA,NA,NA,NA
"98",NA,1470,1514,1715
"99",NA,1655,1561,1380
"100",NA,198,213,219
"101",NA,1153,1093,1486
"102",NA,NA,NA,NA
"103",NA,NA,NA,NA
"104",NA,56,52,41
"105",NA,9,16,18
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,2,20,NA
"109",NA,NA,NA,NA
"110",NA,1250,1422,1690
"111",NA,140,259,303
"112",NA,219,189,393
"113",NA,679,710,734
"114",NA,72,72,74
"115",NA,98,98,103
"116",NA,NA,7,15
"117",NA,43,87,67
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,2322,2374,2331
"122",NA,2322,2374,2331
"123",NA,719,719,719
"124",NA,NA,NA,NA
"125",NA,713,713,713
"126",NA,NA,NA,NA
"127",NA,-15,-5,-16
"128",NA,906,948,916
"129",NA,NA,NA,NA
"130",NA,-43,207,-127
"131",NA,-111,50,-31
"132",NA,NA,NA,NA
"133",NA,268,253,239
"134",NA,9,10,11
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,147,142,149
"138",NA,0,0,0
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,7,-25,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,9,-5,6
"149",NA,0,1,NA
"150",NA,NA,NA,NA
"151",NA,1,14,37
"152",NA,NA,-3,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,-1,NA,NA
"162",NA,NA,NA,NA
"163",NA,NA,NA,1
"164",NA,-144,-32,-224
"165",NA,47,359,-199
"166",NA,-191,-391,-25
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,11,257,-53
"170",NA,-54,-49,-74
"171",NA,5,9,8
"172",NA,-38,-38,-53
"173",NA,NA,NA,NA
"174",NA,NA,NA,NA
"175",NA,NA,NA,NA
"176",NA,-20,-20,-29
"177",NA,NA,NA,NA
"178",NA,103,-243,-152
"179",NA,159,-86,1
"180",NA,48,22,0
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,NA,3,1
"185",NA,NA,NA,NA
"186",NA,108,-117,NA
"187",NA,NA,NA,NA
"188",NA,1,2,NA
"189",NA,NA,NA,NA
"190",NA,NA,NA,NA
"191",NA,NA,NA,NA
"192",NA,2,3,NA
"193",NA,56,157,153
"194",NA,NA,4,14
"195",NA,1,3,3
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,NA
"199",NA,-63,-115,NA
"200",NA,NA,NA,NA
"201",NA,105,77,89
"202",NA,NA,0,NA
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,12,188,46
"206",NA,NA,NA,NA
"207",NA,114,25,144
"208",NA,-42,314,436
"209",NA,89,142,NA
"210",NA,134,171,436
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,-266,1,NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,-155,288,292
"221",NA,NA,NA,43
"222",NA,-272,-19,167
"223",NA,NA,NA,NA
"224",NA,NA,240,NA
"225",NA,116,68,81
"226",NA,NA,NA,NA
"227",NA,NA,NA,NA
"228",NA,NA,NA,NA
"229",NA,NA,NA,NA
"230",NA,NA,NA,NA
"231",NA,NA,NA,NA
"232",NA,NA,NA,NA
"233",NA,NA,NA,NA
"234",NA,-4,-5,-2
"235",NA,171,-15,-137
"236",NA,228,399,383
"237",NA,399,383,246
