"","x","X2020.03","X2020.06","X2020.09"
"83",NA,499,506,717
"84",NA,435,439,436
"85",NA,0,0,0
"86",NA,NA,NA,NA
"87",NA,NA,NA,NA
"88",NA,23,30,23
"89",NA,41,35,256
"90",NA,0,1,1
"91",NA,NA,NA,NA
"92",NA,NA,NA,NA
"93",NA,NA,NA,NA
"94",NA,NA,NA,NA
"95",NA,341,343,446
"96",NA,187,188,291
"97",NA,92,101,193
"98",NA,20,20,32
"99",NA,60,49,47
"100",NA,NA,NA,NA
"101",NA,15,18,19
"102",NA,NA,NA,NA
"103",NA,0,NA,NA
"104",NA,NA,NA,NA
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,0,0,1
"109",NA,NA,NA,NA
"110",NA,154,155,155
"111",NA,NA,NA,NA
"112",NA,132,130,129
"113",NA,1,4,4
"114",NA,NA,NA,NA
"115",NA,1,1,3
"116",NA,NA,NA,NA
"117",NA,20,20,20
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,217,231,339
"122",NA,217,231,339
"123",NA,143,161,207
"124",NA,NA,NA,NA
"125",NA,NA,114,191
"126",NA,163,0,0
"127",NA,NA,69,70
"128",NA,-90,-112,-129
"129",NA,NA,NA,NA
"130",NA,-3,-17,-12
"131",NA,-4,-22,-16
"132",NA,NA,NA,NA
"133",NA,8,19,8
"134",NA,1,1,1
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,4,5,5
"138",NA,0,0,0
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,0
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,1,-1
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,NA,6,NA
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,4,-3,2
"152",NA,NA,NA,NA
"153",NA,NA,0,2
"154",NA,NA,NA,NA
"155",NA,4,-4,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,NA,NA,NA
"162",NA,NA,NA,NA
"163",NA,NA,NA,NA
"164",NA,-2,-17,-1
"165",NA,2,-14,-4
"166",NA,-3,-3,3
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,-1,-16,-11
"170",NA,-2,-1,-1
"171",NA,0,0,0
"172",NA,-2,-1,-1
"173",NA,NA,NA,NA
"174",NA,NA,NA,NA
"175",NA,NA,0,0
"176",NA,0,0,NA
"177",NA,NA,NA,NA
"178",NA,2,-12,-54
"179",NA,5,6,15
"180",NA,5,5,15
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,NA,NA,NA
"184",NA,0,0,0
"185",NA,NA,NA,NA
"186",NA,NA,NA,NA
"187",NA,NA,NA,NA
"188",NA,NA,NA,NA
"189",NA,NA,NA,NA
"190",NA,NA,NA,NA
"191",NA,NA,NA,NA
"192",NA,0,2,NA
"193",NA,2,18,68
"194",NA,2,14,17
"195",NA,NA,NA,NA
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,NA
"199",NA,0,0,NA
"200",NA,NA,NA,50
"201",NA,0,3,1
"202",NA,NA,NA,0
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,NA,1,NA
"206",NA,NA,NA,NA
"207",NA,-24,27,53
"208",NA,36,59,67
"209",NA,36,19,5
"210",NA,NA,NA,12
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,NA,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,40,50
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,60,32,14
"221",NA,57,28,10
"222",NA,NA,3,2
"223",NA,NA,NA,NA
"224",NA,3,-3,NA
"225",NA,NA,4,2
"226",NA,NA,NA,NA
"227",NA,NA,NA,NA
"228",NA,NA,NA,NA
"229",NA,NA,NA,NA
"230",NA,0,0,0
"231",NA,NA,NA,NA
"232",NA,NA,NA,NA
"233",NA,NA,NA,NA
"234",NA,NA,NA,NA
"235",NA,-25,-2,-13
"236",NA,50,24,22
"237",NA,24,22,9
