"","x","X2020.02","X2020.05","X2020.08"
"1",NA,169,148,135
"2",NA,152,126,118
"3",NA,17,22,17
"4",NA,19,18,18
"5",NA,NA,NA,35
"6",NA,NA,NA,3
"7",NA,NA,NA,2
"8",NA,NA,NA,0
"9",NA,NA,NA,10
"10",NA,NA,NA,4
"11",NA,NA,NA,NA
"12",NA,19,18,-37
"13",NA,-2,4,-1
"14",NA,-2,4,-1
"15",NA,1,0,0
"16",NA,NA,NA,0
"17",NA,NA,NA,0
"18",NA,NA,NA,NA
"19",NA,NA,NA,NA
"20",NA,NA,NA,NA
"21",NA,NA,NA,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,1,0,0
"27",NA,1,1,1
"28",NA,1,NA,1
"29",NA,NA,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,NA,NA,NA
"35",NA,NA,NA,NA
"36",NA,NA,NA,NA
"37",NA,NA,1,-1
"38",NA,5,3,4
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,NA,NA,0
"43",NA,NA,NA,NA
"44",NA,NA,NA,1
"45",NA,NA,NA,0
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,NA,NA,NA
"50",NA,1,14,-15
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,NA,NA,0
"55",NA,NA,NA,NA
"56",NA,NA,NA,NA
"57",NA,NA,NA,0
"58",NA,NA,NA,NA
"59",NA,-3,NA,-10
"60",NA,-3,NA,-10
"61",NA,NA,NA,NA
"62",NA,NA,NA,NA
"63",NA,0,-8,7
"64",NA,-1,1,0
"65",NA,1,-9,6
"66",NA,NA,NA,NA
"67",NA,1,-9,6
"68",NA,1,-9,6
"69",NA,0,0,0
"70",NA,910,848,832
"71",NA,338,300,289
"72",NA,141,142,129
"73",NA,NA,NA,NA
"74",NA,19,29,36
"75",NA,137,109,100
"76",NA,0,0,NA
"77",NA,NA,NA,NA
"78",NA,NA,NA,NA
"79",NA,NA,NA,NA
"80",NA,5,3,1
"81",NA,35,16,23
"82",NA,NA,NA,NA
"83",NA,572,548,543
"84",NA,509,501,492
"85",NA,7,7,6
"86",NA,NA,NA,NA
"87",NA,NA,3,3
"88",NA,7,7,6
"89",NA,31,12,17
"90",NA,0,0,0
"91",NA,18,18,18
"92",NA,NA,NA,NA
"93",NA,NA,NA,NA
"94",NA,NA,NA,NA
"95",NA,296,247,223
"96",NA,206,157,137
"97",NA,NA,NA,NA
"98",NA,131,100,76
"99",NA,8,8,8
"100",NA,0,0,1
"101",NA,62,46,48
"102",NA,NA,NA,NA
"103",NA,NA,NA,1
"104",NA,2,2,3
"105",NA,NA,NA,NA
"106",NA,NA,NA,NA
"107",NA,NA,NA,NA
"108",NA,2,0,0
"109",NA,NA,NA,NA
"110",NA,89,90,87
"111",NA,NA,NA,NA
"112",NA,47,45,42
"113",NA,1,1,1
"114",NA,NA,NA,NA
"115",NA,41,44,43
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,615,601,609
"122",NA,614,601,608
"123",NA,49,49,49
"124",NA,NA,NA,NA
"125",NA,130,130,130
"126",NA,-12,-12,-12
"127",NA,-2,-7,-9
"128",NA,449,440,450
"129",NA,0,0,0
"130",NA,-2,27,44
"131",NA,1,-9,6
"132",NA,NA,NA,NA
"133",NA,16,28,8
"134",NA,4,2,4
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,9,10,9
"138",NA,0,0,0
"139",NA,NA,NA,NA
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,0
"143",NA,NA,NA,NA
"144",NA,NA,NA,0
"145",NA,NA,NA,NA
"146",NA,NA,NA,NA
"147",NA,NA,NA,NA
"148",NA,3,15,-6
"149",NA,NA,NA,NA
"150",NA,NA,NA,NA
"151",NA,2,2,1
"152",NA,1,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,NA,NA,NA
"156",NA,NA,NA,NA
"157",NA,NA,NA,NA
"158",NA,NA,NA,NA
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,NA,NA,NA
"162",NA,NA,NA,NA
"163",NA,NA,NA,NA
"164",NA,-14,11,30
"165",NA,0,32,26
"166",NA,-14,-21,4
"167",NA,NA,NA,NA
"168",NA,NA,NA,NA
"169",NA,1,28,44
"170",NA,-2,-1,0
"171",NA,0,0,0
"172",NA,-1,-1,-1
"173",NA,NA,NA,0
"174",NA,NA,NA,NA
"175",NA,NA,NA,NA
"176",NA,-1,0,0
"177",NA,NA,NA,NA
"178",NA,-2,-12,-11
"179",NA,-4,65,25
"180",NA,-4,65,26
"181",NA,NA,NA,NA
"182",NA,NA,NA,NA
"183",NA,0,NA,0
"184",NA,NA,NA,NA
"185",NA,NA,NA,NA
"186",NA,0,NA,NA
"187",NA,NA,NA,NA
"188",NA,0,NA,0
"189",NA,NA,NA,NA
"190",NA,NA,NA,NA
"191",NA,NA,NA,NA
"192",NA,NA,1,-1
"193",NA,-2,77,36
"194",NA,-8,-4,113
"195",NA,NA,NA,NA
"196",NA,NA,NA,NA
"197",NA,NA,0,NA
"198",NA,0,78,-79
"199",NA,NA,NA,NA
"200",NA,NA,NA,NA
"201",NA,10,3,2
"202",NA,-4,NA,0
"203",NA,NA,NA,NA
"204",NA,NA,NA,NA
"205",NA,0,NA,NA
"206",NA,NA,NA,NA
"207",NA,21,-34,-27
"208",NA,216,139,71
"209",NA,NA,NA,NA
"210",NA,216,139,71
"211",NA,NA,NA,NA
"212",NA,NA,NA,NA
"213",NA,NA,NA,NA
"214",NA,NA,NA,NA
"215",NA,NA,NA,NA
"216",NA,NA,NA,NA
"217",NA,NA,NA,NA
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",NA,190,173,98
"221",NA,NA,NA,NA
"222",NA,177,185,85
"223",NA,NA,NA,NA
"224",NA,13,-13,13
"225",NA,0,0,0
"226",NA,NA,NA,NA
"227",NA,NA,NA,NA
"228",NA,NA,NA,NA
"229",NA,NA,NA,NA
"230",NA,NA,NA,NA
"231",NA,-6,NA,NA
"232",NA,NA,NA,NA
"233",NA,NA,NA,NA
"234",NA,0,0,0
"235",NA,17,-18,6
"236",NA,18,35,16
"237",NA,35,16,23
