"","x","X2020.03","X2020.06","X2020.09"
"1",NA,299,344,362
"2",NA,242,309,361
"3",NA,6242,-3657,-1104
"4",NA,-6937,3705,1308
"5",NA,-67,163,125
"6",NA,-163,4,-27
"7",NA,93,89,3
"8",NA,-291,956,1027
"9",NA,424,266,462
"10",NA,-715,690,565
"11",NA,135,23,21
"12",NA,NA,NA,NA
"13",NA,NA,NA,NA
"14",NA,NA,NA,NA
"15",NA,NA,NA,NA
"16",NA,NA,NA,NA
"17",NA,NA,NA,NA
"18",NA,NA,NA,NA
"19",NA,NA,NA,NA
"20",NA,0,3,4
"21",NA,117,0,NA
"22",NA,NA,NA,NA
"23",NA,NA,NA,NA
"24",NA,NA,NA,NA
"25",NA,NA,NA,NA
"26",NA,NA,NA,NA
"27",NA,17,14,15
"28",NA,NA,NA,NA
"29",NA,NA,NA,NA
"30",NA,NA,NA,NA
"31",NA,NA,NA,NA
"32",NA,NA,NA,NA
"33",NA,NA,NA,NA
"34",NA,2,6,2
"35",NA,15,1,2
"36",NA,NA,NA,NA
"37",NA,NA,NA,NA
"38",NA,NA,NA,NA
"39",NA,NA,NA,NA
"40",NA,NA,NA,NA
"41",NA,NA,NA,NA
"42",NA,1,1,0
"43",NA,0,0,0
"44",NA,8,NA,NA
"45",NA,NA,NA,NA
"46",NA,NA,NA,NA
"47",NA,NA,NA,NA
"48",NA,NA,NA,NA
"49",NA,4,NA,1
"50",NA,NA,NA,NA
"51",NA,NA,NA,NA
"52",NA,NA,NA,NA
"53",NA,NA,NA,NA
"54",NA,1,0,0
"55",NA,-594,712,585
"56",NA,-77,226,151
"57",NA,-517,486,434
"58",NA,NA,NA,NA
"59",NA,-517,486,434
"60",NA,-506,472,421
"61",NA,-12,15,13
"62",NA,96293,105804,105834
"63",NA,14189,7373,6997
"64",NA,NA,NA,NA
"65",NA,68054,84112,83464
"66",NA,NA,NA,NA
"67",NA,NA,NA,NA
"68",NA,NA,NA,NA
"69",NA,1759,1399,1165
"70",NA,NA,NA,NA
"71",NA,2179,2246,2387
"72",NA,NA,NA,NA
"73",NA,NA,NA,NA
"74",NA,192,215,201
"75",NA,NA,NA,NA
"76",NA,NA,NA,NA
"77",NA,2263,2474,2953
"78",NA,2434,2680,3184
"79",NA,171,206,230
"80",NA,NA,NA,NA
"81",NA,NA,NA,NA
"82",NA,NA,NA,NA
"83",NA,NA,NA,NA
"84",NA,NA,NA,NA
"85",NA,932,906,898
"86",NA,20,18,22
"87",NA,29,28,35
"88",NA,9,11,14
"89",NA,NA,NA,NA
"90",NA,242,238,244
"91",NA,1218,1234,1229
"92",NA,NA,NA,NA
"93",NA,19,8,NA
"94",NA,3,10,5
"95",NA,5222,5573,6269
"96",NA,84605,93801,93352
"97",NA,NA,NA,NA
"98",NA,26846,32633,36851
"99",NA,NA,NA,NA
"100",NA,NA,NA,NA
"101",NA,NA,NA,NA
"102",NA,8852,4289,3119
"103",NA,NA,NA,NA
"104",NA,1238,1135,1155
"105",NA,41866,49504,45056
"106",NA,NA,NA,NA
"107",NA,NA,2,3
"108",NA,120,4,26
"109",NA,115,315,318
"110",NA,73,40,109
"111",NA,5495,5879,6715
"112",NA,54447,65413,70583
"113",NA,404,495,499
"114",NA,12698,13630,13707
"115",NA,11363,10043,11414
"116",NA,11688,12003,12482
"117",NA,11390,11707,12173
"118",NA,822,822,822
"119",NA,NA,NA,NA
"120",NA,1146,1146,1146
"121",NA,-1481,-1512,-1573
"122",NA,949,1023,1120
"123",NA,9954,10228,10658
"124",NA,298,296,309
"125",NA,-2662,-9672,4058
"126",NA,-516,486,434
"127",NA,NA,NA,NA
"128",NA,9130,6286,2914
"129",NA,NA,NA,NA
"130",NA,NA,NA,NA
"131",NA,NA,NA,NA
"132",NA,720,153,316
"133",NA,NA,NA,NA
"134",NA,NA,NA,NA
"135",NA,NA,NA,NA
"136",NA,NA,NA,NA
"137",NA,NA,NA,NA
"138",NA,NA,NA,NA
"139",NA,NA,NA,5987
"140",NA,NA,NA,NA
"141",NA,NA,NA,NA
"142",NA,NA,NA,NA
"143",NA,NA,NA,NA
"144",NA,NA,NA,NA
"145",NA,NA,NA,NA
"146",NA,7915,894,566
"147",NA,202,107,-107
"148",NA,NA,NA,NA
"149",NA,-8,28,-28
"150",NA,-647,4484,-4484
"151",NA,NA,NA,NA
"152",NA,NA,NA,NA
"153",NA,NA,NA,NA
"154",NA,NA,NA,NA
"155",NA,0,NA,NA
"156",NA,NA,NA,NA
"157",NA,165,0,19
"158",NA,20,19,19
"159",NA,NA,NA,NA
"160",NA,NA,NA,NA
"161",NA,4,4,4
"162",NA,2,2,2
"163",NA,3,NA,NA
"164",NA,NA,NA,NA
"165",NA,NA,NA,NA
"166",NA,NA,NA,NA
"167",NA,NA,NA,NA
"168",NA,43,NA,23
"169",NA,NA,NA,NA
"170",NA,NA,NA,NA
"171",NA,NA,NA,1
"172",NA,3,NA,NA
"173",NA,9056,7362,3021
"174",NA,NA,NA,NA
"175",NA,NA,NA,NA
"176",NA,NA,NA,NA
"177",NA,NA,NA,NA
"178",NA,NA,NA,NA
"179",NA,NA,NA,NA
"180",NA,NA,NA,NA
"181",NA,NA,NA,NA
