"","X2017.12","X2018.12","X2019.12"
"매출액",88247,95466,98344
"매출원가",50346,54627,56786
"매출총이익",37900,40839,41557
"판매비와관리비",28041,32053,32366
"인건비",6889,7517,7967
"유무형자산상각비",4473,4793,6007
"연구개발비",17,29,40
"광고선전비",1602,1918,1614
"판매비",1100,1456,1754
"관리비",9944,10537,9682
"기타원가성비용",0,0,0
"기타",4018,5805,5302
"영업이익",9860,8786,9188
"영업이익(발표기준)",9860,8786,9188
"금융수익",1004,1085,1699
"이자수익",723,835,875
"배당금수익",58,63,69
"외환이익",7,15,42
"대손충당금환입액",0,0,0
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",106,59,78
"금융자산평가이익",89,54,372
"금융자산손상차손환입",0,0,0
"파생상품이익",17,6,229
"기타금융수익",2,53,32
"금융원가",1137,2712,1824
"이자비용",1024,1332,1755
"외환손실",40,9,16
"대손상각비",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",0,0,0
"금융자산처분손실",6,53,3
"금융자산평가손실",8,1062,26
"금융자산손상차손",40,0,0
"파생상품손실",5,233,8
"기타금융원가",15,21,12
"기타수익",2001,1333,1566
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0
"자산처분(폐기)이익",93,334,297
"자산평가이익",183,204,347
"자산손상차손환입",4,3,9
"임대료수익",26,24,28
"로열티수익",0,0,0
"수수료수익",20,17,14
"대손충당금환입",2,1,8
"충당부채환입액",3,0,2
"기타비용",1577,2210,2556
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",0,0,4
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,1,1
"자산처분(폐기)손실",71,59,37
"자산평가손실",1,0,0
"자산손상차손",417,879,733
"기타대손상각비",58,95,39
"충당부채전입액",9,5,21
"종속기업,공동지배기업및관계기업관련손익",440,480,408
"지분법손익",60,10,166
"종속기업,공동지배기업및관계기업투자주식처분손익",0,-6,5
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0
"세전계속사업이익",10591,6762,8480
"법인세비용",2381,2323,2938
"계속영업이익",8208,4437,5543
"중단영업이익",-55,-105,17
"당기순이익",8154,4332,5559
"지배주주순이익",8038,4226,5219
"비지배주주순이익",-130,-27,-47
"자산",177926,187638,210870
"유동자산",60785,55938,58883
"재고자산",4725,4740,5068
"유동생물자산",0,0,0
"유동금융자산",32194,30848,31375
"매출채권및기타유동채권",10391,8861,9161
"당기법인세자산",10,17,22
"계약자산",7,80,127
"반품(환불)자산",0,0,0
"배출권",0,0,0
"기타유동자산",1822,1739,1916
"현금및현금성자산",11581,9604,10624
"매각예정비유동자산및처분자산집단",56,52,589
"비유동자산",117139,131695,151988
"유형자산",78817,86101,96885
"무형자산",7030,7256,8586
"비유동생물자산",0,0,0
"투자부동산",9803,11074,11019
"장기금융자산",12843,17300,18507
"관계기업등지분관련투자자산",5215,6581,6587
"장기매출채권및기타비유동채권",410,543,719
"이연법인세자산",2251,2342,2373
"장기당기법인세자산",0,22,0
"기타비유동자산",772,478,7315
"기타금융업자산",0,0,0
"부채",72378,75012,92417
"유동부채",40134,41182,48448
"단기사채",340,439,792
"단기차입금",8096,7966,6646
"유동성장기부채",5298,6422,9690
"유동금융부채",170,285,2247
"매입채무및기타유동채무",19138,17475,20259
"유동종업원급여충당부채",11,13,16
"기타단기충당부채",692,711,138
"당기법인세부채",1711,1250,1618
"계약부채",275,424,487
"반품(환불)부채",0,4,7
"배출부채",0,0,0
"기타유동부채",4401,6192,6477
"매각예정으로분류된처분자산집단에포함된부채",0,0,69
"비유동부채",32243,33830,43966
"사채",3512,3818,5665
"장기차입금",17130,16233,16483
"비유동금융부채",230,444,9563
"장기매입채무및기타비유동채무",3639,3858,2734
"비유동종업원급여충당부채",899,1153,1463
"기타장기충당부채",822,1113,658
"이연법인세부채",5115,6165,6377
"장기당기법인세부채",0,0,0
"기타비유동부채",895,1020,1006
"기타금융업부채",0,0,0
"자본",105545,112626,118455
"지배기업주주지분",94905,93904,104058
"자본금",6978,7108,7735
"신종자본증권",0,0,1100
"자본잉여금",20622,22834,26052
"기타자본",-3946,-4082,-5070
"기타포괄손익누계액",3707,6751,6924
"이익잉여금(결손금)",70776,71579,73509
"비지배주주지분",7409,8436,8211
"영업활동으로인한현금흐름",9345,9697,10642
"당기순손익",7886,3943,5058
"법인세비용차감전계속사업이익",356,389,531
"현금유출이없는비용등가산",12125,14745,16014
"퇴직급여",862,932,1027
"종업원급여",23,31,40
"주식보상비",23,7,7
"감가상각비",6097,6552,8464
"무형자산상각비",240,309,341
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",59,100,22
"배당금지급",0,0,0
"금융부채관련손실",2,144,0
"사채상환손실",3,0,3
"투자자산평가손실",1,1,9
"자산재평가손실",0,13,3
