"","X2017.12","X2018.12","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",88247,95466,98344,21795,15225,16667
"매출원가",50346,54627,56786,14154,12315,11996
"매출총이익",37900,40839,41557,7644,2910,4669
"판매비와관리비",28041,32053,32366,9048,5146,5793
"인건비",6889,7517,7967,1973,1457,1388
"유무형자산상각비",4473,4793,6007,1437,1498,1561
"연구개발비",17,29,40,14,7,6
"광고선전비",1602,1918,1614,210,146,164
"판매비",1100,1456,1754,330,312,286
"관리비",9944,10537,9682,2097,1380,1419
"기타원가성비용",0,0,0,0,0,0
"기타",4018,5805,5302,2979,340,963
"영업이익",9860,8786,9188,-1405,-2234,-1125
"영업이익(발표기준)",9860,8786,9188,-1405,-2234,-1125
"금융수익",1004,1085,1699,360,470,230
"이자수익",723,835,875,196,158,105
"배당금수익",58,63,69,66,1,2
"외환이익",7,15,42,12,11,15
"대손충당금환입액",0,0,0,0,0,0
"매출채권처분이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0,0,0
"금융자산처분이익",106,59,78,14,6,8
"금융자산평가이익",89,54,372,12,274,62
"금융자산손상차손환입",0,0,0,0,0,0
"파생상품이익",17,6,229,52,3,-2
"기타금융수익",2,53,32,8,15,39
"금융원가",1137,2712,1824,834,524,477
"이자비용",1024,1332,1755,378,330,332
"외환손실",40,9,16,38,1,1
"대손상각비",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0,0,0
"매출채권처분손실",0,0,0,0,0,0
"금융자산처분손실",6,53,3,1,1,0
"금융자산평가손실",8,1062,26,322,-7,-14
"금융자산손상차손",40,0,0,0,0,0
"파생상품손실",5,233,8,8,6,8
"기타금융원가",15,21,12,87,195,148
"기타수익",2001,1333,1566,387,218,249
"재고자산감모손실환입",0,0,0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0,0,0,0
"자산처분(폐기)이익",93,334,297,2,4,128
"자산평가이익",183,204,347,0,0,0
"자산손상차손환입",4,3,9,0,0,0
"임대료수익",26,24,28,5,3,3
"로열티수익",0,0,0,0,0,0
"수수료수익",20,17,14,2,0,0
"대손충당금환입",2,1,8,3,-1,0
"충당부채환입액",3,0,2,0,0,0
"기타비용",1577,2210,2556,529,743,236
"재고자산감모손실",0,0,0,0,0,0
"재고자산폐기(처분)손실",0,0,4,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,1,1,4,-4,0
"자산처분(폐기)손실",71,59,37,11,17,29
"자산평가손실",1,0,0,0,0,0
"자산손상차손",417,879,733,11,538,12
"기타대손상각비",58,95,39,1,1,7
"충당부채전입액",9,5,21,1,1,1
"종속기업,공동지배기업및관계기업관련손익",440,480,408,111,84,125
"지분법손익",60,10,166,-15,-4,15
"종속기업,공동지배기업및관계기업투자주식처분손익",0,-6,5,0,0,-1
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0,0,0
"세전계속사업이익",10591,6762,8480,-1909,-2731,-1234
"법인세비용",2381,2323,2938,-316,-637,-62
"계속영업이익",8208,4437,5543,-1590,-2096,-1173
"중단영업이익",-55,-105,17,0,0,0
"당기순이익",8154,4332,5559,-1590,-2096,-1173
"지배주주순이익",8038,4226,5219,-1484,-1751,-969
"비지배주주순이익",-130,-27,-47,-84,-283,-167
"자산",177926,187638,210870,208861,206410,208614
"유동자산",60785,55938,58883,56568,50221,52127
"재고자산",4725,4740,5068,4674,5468,5261
"유동생물자산",0,0,0,0,0,0
"유동금융자산",32194,30848,31375,31529,25262,25017
"매출채권및기타유동채권",10391,8861,9161,8352,7742,7741
"당기법인세자산",10,17,22,44,23,41
"계약자산",7,80,127,124,55,62
"반품(환불)자산",0,0,0,0,0,0
"배출권",0,0,0,0,0,0
"기타유동자산",1822,1739,1916,2034,1631,1518
"현금및현금성자산",11581,9604,10624,9401,9691,12469
"매각예정비유동자산및처분자산집단",56,52,589,403,349,17
"비유동자산",117139,131695,151988,152296,156187,156486
"유형자산",78817,86101,96885,96003,96387,97375
"무형자산",7030,7256,8586,8599,8674,8579
"비유동생물자산",0,0,0,0,0,0
"투자부동산",9803,11074,11019,11004,11991,11994
"장기금융자산",12843,17300,18507,15602,17032,14913
"관계기업등지분관련투자자산",5215,6581,6587,6519,6627,6757
"장기매출채권및기타비유동채권",410,543,719,807,662,658
"이연법인세자산",2251,2342,2373,3067,3694,3952
"장기당기법인세자산",0,22,0,0,0,0
"기타비유동자산",772,478,7315,10694,11120,12251
"기타금융업자산",0,0,0,0,0,0
"부채",72378,75012,92417,94173,93837,95704
"유동부채",40134,41182,48448,48669,45504,41703
"단기사채",340,439,792,891,405,442
"단기차입금",8096,7966,6646,9263,10033,10832
"유동성장기부채",5298,6422,9690,9303,9940,5869
"유동금융부채",170,285,2247,1217,1371,1699
"매입채무및기타유동채무",19138,17475,20259,21418,17990,17099
"유동종업원급여충당부채",11,13,16,80,81,20
"기타단기충당부채",692,711,138,77,108,170
"당기법인세부채",1711,1250,1618,1615,408,342
"계약부채",275,424,487,182,290,270
"반품(환불)부채",0,4,7,6,9,9
"배출부채",0,0,0,0,0,0
"기타유동부채",4401,6192,6477,4617,4862,4954
"매각예정으로분류된처분자산집단에포함된부채",0,0,69,0,0,0
"비유동부채",32243,33830,43966,45506,48335,53997
"사채",3512,3818,5665,5262,5222,4857
"장기차입금",17130,16233,16483,17934,19644,24525
"비유동금융부채",230,444,9563,9803,10453,11464
"장기매입채무및기타비유동채무",3639,3858,2734,2741,2959,2649
"비유동종업원급여충당부채",899,1153,1463,1769,2191,2383
"기타장기충당부채",822,1113,658,421,407,436
"이연법인세부채",5115,6165,6377,6163,6140,6334
"장기당기법인세부채",0,0,0,0,0,0
"기타비유동부채",895,1020,1006,1396,1308,1342
"기타금융업부채",0,0,0,0,0,0
"자본",105545,112626,118455,114693,112567,112909
"지배기업주주지분",94905,93904,104058,100409,98665,99230
"자본금",6978,7108,7735,7763,7768,7825
"신종자본증권",0,0,1100,1100,1100,1100
"자본잉여금",20622,22834,26052,28325,27513,28485
"기타자본",-3946,-4082,-5070,-5163,-5160,-5236
"기타포괄손익누계액",3707,6751,6924,5301,6235,6802
"이익잉여금(결손금)",70776,71579,73509,69163,67218,66203
"비지배주주지분",7409,8436,8211,8204,7898,7732
"영업활동으로인한현금흐름",9345,9697,10642,-3531,-2277,-969
"당기순손익",7886,3943,5058,-1627,-2095,-1161
"법인세비용차감전계속사업이익",356,389,531,77,-120,-4
"현금유출이없는비용등가산",12125,14745,16014,3844,3329,3461
"퇴직급여",862,932,1027,277,434,327
"종업원급여",23,31,40,11,3,1
"주식보상비",23,7,7,1,2,5
"감가상각비",6097,6552,8464,2046,2113,2183
"무형자산상각비",240,309,341,87,107,107
"계약부채전입액",0,0,0,0,0,0
"반품(환불)부채전입액",0,0,0,0,0,0
"배출부채전입액",0,0,0,0,0,0
"기타의대손상각비",59,100,22,24,-3,28
"배당금지급",0,0,0,0,0,0
"금융부채관련손실",2,144,0,0,28,5
"사채상환손실",3,0,3,0,0,0
"투자자산평가손실",1,1,9,0,0,5
"자산재평가손실",0,13,3,0,0,0
"지분법관련손실",29,52,76,24,26,9
"종속기업관련손실",0,2,0,0,0,0
"관계기업관련손익",22,22,57,5,1,-5
"(현금유입이없는수익등차감)",2722,2374,3093,1350,572,785
"금융부채관련이익",9,55,29,3,-2,5
"사채상환이익",0,0,0,0,0,0
"퇴직급여충당부채환입액",0,0,1,0,0,0
"계약부채환입액",0,0,0,0,0,0
"반품(환불)부채환입액",0,0,0,0,0,0
"배출부채환입액",0,0,0,0,0,0
"주식보상비환입",0,1,0,3,-3,-1
"투자자산평가이익",183,211,349,0,0,8
"자산재평가이익",0,0,0,0,0,0
"지분법관련이익",93,70,253,7,2,23
"종속회사관련이익",0,57,15,1,0,1
"법인세수익",300,45,39,647,339,205
"영업활동으로인한자산부채변동(운전자본변동)",-5879,-4313,-5526,-3925,-1726,-1959
"자산의감소(증가)",-4439,-2833,-4900,-646,-821,-1857
"부채의증가(감소)",-1470,-1511,-664,-3278,-914,-107
"정부보조금등의변동",30,34,32,2,6,6
"기타운전자본의변동",0,0,0,0,0,0
"*영업에서창출된현금흐름",11764,12392,12986,-2982,-1185,-443
