"","X2017.12","X2018.12","X2019.12"
"매출액",22938,21984,19326
"매출원가",19085,18837,15807
"매출총이익",3852,3147,3522
"판매비와관리비",3906,3546,3064
"인건비",726,803,836
"유무형자산상각비",168,147,145
"연구개발비",987,677,537
"광고선전비",14,17,14
"판매비",410,298,363
"관리비",1460,1315,989
"기타원가성비용",0,0,0
"기타",139,288,181
"영업이익",-53,-401,459
"영업이익(발표기준)",-53,-401,459
"금융수익",842,972,1382
"이자수익",24,28,58
"배당금수익",0,1,1
"외환이익",725,718,738
"대손충당금환입액",0,0,3
"매출채권처분이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0
"금융자산처분이익",0,58,8
"금융자산평가이익",0,41,537
"금융자산손상차손환입",0,0,0
"파생상품이익",79,115,37
"기타금융수익",13,10,0
"금융원가",1358,1037,1101
"이자비용",171,283,313
"외환손실",1022,637,662
"대손상각비",52,25,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0
"매출채권처분손실",0,0,0
"금융자산처분손실",2,1,0
"금융자산평가손실",0,9,88
"금융자산손상차손",12,0,0
"파생상품손실",96,30,27
"기타금융원가",0,52,12
"기타수익",73,80,65
"재고자산감모손실환입",0,0,0
"재고자산폐기(처분)이익",0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",0,0,0
"자산처분(폐기)이익",3,9,9
"자산평가이익",0,17,0
"자산손상차손환입",0,0,0
"임대료수익",0,2,5
"로열티수익",0,0,0
"수수료수익",0,0,0
"대손충당금환입",0,0,1
"충당부채환입액",0,0,0
"기타비용",193,392,282
"재고자산감모손실",0,0,0
"재고자산폐기(처분)손실",6,11,9
"당기손익-공정가치측정<U+00A0>금융자산평가손실",0,0,0
"자산처분(폐기)손실",5,8,9
"자산평가손실",0,0,0
"자산손상차손",67,258,120
"기타대손상각비",76,27,15
"충당부채전입액",0,0,0
"종속기업,공동지배기업및관계기업관련손익",-325,-137,-72
"지분법손익",-5,0,0
"종속기업,공동지배기업및관계기업투자주식처분손익",0,24,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-77,-114,-30
"세전계속사업이익",-1013,-912,449
"법인세비용",18,-179,183
"계속영업이익",-1030,-733,265
"중단영업이익",0,-94,-128
"당기순이익",-1030,-826,137
"지배주주순이익",-925,-870,258
"비지배주주순이익",-6,8,-38
"자산",18864,17902,17343
"유동자산",12761,11897,9928
"재고자산",5337,4509,3009
"유동생물자산",0,0,0
"유동금융자산",415,328,697
"매출채권및기타유동채권",5057,5029,4244
"당기법인세자산",19,24,28
"계약자산",0,0,0
"반품(환불)자산",0,0,0
"배출권",0,0,0
"기타유동자산",171,180,323
"현금및현금성자산",1763,1824,1573
"매각예정비유동자산및처분자산집단",0,0,55
"비유동자산",6103,6007,7415
"유형자산",1894,1627,1507
"무형자산",674,810,574
"비유동생물자산",0,0,0
"투자부동산",515,716,674
"장기금융자산",726,963,1670
"관계기업등지분관련투자자산",2164,1529,2522
"장기매출채권및기타비유동채권",33,12,19
"이연법인세자산",87,349,344
"장기당기법인세자산",0,0,0
"기타비유동자산",9,2,104
"기타금융업자산",0,0,0
"부채",10029,9433,8581
"유동부채",9503,8148,7171
"단기사채",182,26,546
"단기차입금",3464,3313,2757
"유동성장기부채",712,160,953
"유동금융부채",69,59,82
"매입채무및기타유동채무",4706,4351,2567
"유동종업원급여충당부채",0,0,0
"기타단기충당부채",196,134,125
"당기법인세부채",49,33,79
"계약부채",1,2,0
"반품(환불)부채",0,0,0
"배출부채",0,0,0
"기타유동부채",126,68,61
"매각예정으로분류된처분자산집단에포함된부채",0,0,0
"비유동부채",527,1285,1409
"사채",336,637,252
"장기차입금",87,420,746
"비유동금융부채",0,0,149
"장기매입채무및기타비유동채무",15,137,139
"비유동종업원급여충당부채",69,65,62
"기타장기충당부채",0,0,17
"이연법인세부채",20,23,42
"장기당기법인세부채",0,0,0
"기타비유동부채",0,6,3
"기타금융업부채",0,0,0
"자본",8836,8468,8762
"지배기업주주지분",8402,7698,7983
"자본금",630,669,679
"신종자본증권",0,0,0
"자본잉여금",5843,6061,6259
"기타자본",-294,-294,-291
"기타포괄손익누계액",-180,-291,-302
"이익잉여금(결손금)",2706,1913,2050
"비지배주주지분",131,411,367
"영업활동으로인한현금흐름",-1511,316,1035
"당기순손익",-1030,-827,137
"법인세비용차감전계속사업이익",0,0,0
"현금유출이없는비용등가산",2028,1927,1951
"퇴직급여",84,69,43
"종업원급여",0,0,0
"주식보상비",24,2,2
"감가상각비",222,248,276
"무형자산상각비",125,113,84
"계약부채전입액",0,0,0
"반품(환불)부채전입액",0,0,0
"배출부채전입액",0,0,0
"기타의대손상각비",128,52,15
"배당금지급",0,0,0
"금융부채관련손실",0,0,11
"사채상환손실",0,0,1
"투자자산평가손실",0,0,0
"자산재평가손실",0,0,0
"지분법관련손실",158,215,135
"종속기업관련손실",2,0,5
"관계기업관련손익",293,194,96
"(현금유입이없는수익등차감)",281,709,966
"금융부채관련이익",0,0,0
"사채상환이익",0,7,0
"퇴직급여충당부채환입액",0,0,0
"계약부채환입액",0,0,0
"반품(환불)부채환입액",0,0,0
"배출부채환입액",0,0,0
"주식보상비환입",0,0,0
"투자자산평가이익",0,17,0
"자산재평가이익",0,0,0
"지분법관련이익",4,0,109
"종속회사관련이익",0,24,0
"법인세수익",16,239,1
"영업활동으로인한자산부채변동(운전자본변동)",-1946,242,219
"자산의감소(증가)",-2575,1221,1843
"부채의증가(감소)",623,-978,-1625
"정부보조금등의변동",5,1,2
"기타운전자본의변동",0,0,0
"*영업에서창출된현금흐름",-1230,634,1342
"기타영업활동으로인한현금흐름",-281,-318,-309
"이자수입",20,25,56
"이자지급(-)",-135,-244,-287
"배당금수입",12,1,1
"배당금지급(-)",0,0,0
"법인세환입",5,19,1
"법인세납부(-)",-185,-119,-78
"중단영업관련현금흐름",0,0,0
"투자활동으로인한현금흐름",-1087,-408,-1779
"투자활동으로인한현금유입액",230,720,1090
"유동금융자산의감소",71,307,553
"장기금융상품의감소",0,87,129
"매도가능금융자산의감소",93,0,0
"만기보유금융자산의감소",0,0,0
"장기대여금의감소",3,118,219
"파생상품의변동",0,0,0
"기타비유동금융자산의감소",0,0,6
"관계기업등지분관련투자자산의감소",8,45,137
"유형자산의감소",25,58,20
"무형자산의감소",7,5,5
"생물자산의감소",0,0,0
"투자부동산의감소",0,0,0
"기타투자활동으로인한현금유입액",22,100,20
"(투자활동으로인한현금유출액)",1315,1127,2872
"유동금융자산의증가",162,384,679
"장기금융상품의증가",55,229,510
"매도가능금융자산의증가",294,0,0
"만기보유금융자산의증가",0,0,0
"장기대여금의증가",30,73,285
"기타비유동금융자산의증가",0,0,6
"관계기업등지분관련투자자산의증가",245,45,936
"유형자산의증가",211,158,180
"무형자산의증가",81,67,189
"생물자산의증가",0,0,0
"투자부동산의증가",0,0,0
"기타투자활동으로인한현금유출액",236,172,86
"기타투자활동으로인한현금흐름",0,0,0
