"","X2019.12","X2020.03","X2020.06","X2020.09"
"매출액",25024,17457,16451,19749
"매출원가",10536,7392,6735,9216
"매출총이익",14486,10064,9717,10534
"판매비와관리비",11240,9815,9923,9779
"인건비",2126,1825,1876,1811
"유무형자산상각비",1464,2184,2338,2283
"연구개발비",1,1,1,1
"광고선전비",369,268,278,277
"판매비",671,502,543,781
"관리비",6374,4755,4663,4300
"기타원가성비용",172,90,0,102
"기타",59,190,225,223
"영업이익",3246,248,-206,756
"영업이익(발표기준)",3246,248,-206,756
"금융수익",23,648,218,189
"이자수익",85,83,78,93
"배당금수익",4,135,14,0
"외환이익",85,108,124,135
"대손충당금환입액",0,0,0,0
"매출채권처분이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련이익",0,0,0,0
"금융자산처분이익",5,9,0,0
"금융자산평가이익",18,13,16,-7
"금융자산손상차손환입",0,0,0,0
"파생상품이익",-170,298,-21,-39
"기타금융수익",-4,3,6,7
"금융원가",373,647,555,583
"이자비용",388,394,449,456
"외환손실",-3,228,-10,-15
"대손상각비",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산관련손실",0,0,0,0
"매출채권처분손실",0,0,0,0
"금융자산처분손실",0,7,0,0
"금융자산평가손실",1,15,-10,-2
"금융자산손상차손",0,0,0,30
"파생상품손실",14,1,113,100
"기타금융원가",-27,1,13,13
"기타수익",207,255,308,241
"재고자산감모손실환입",0,0,0,0
"재고자산폐기(처분)이익",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가이익",-6,0,0,0
"자산처분(폐기)이익",63,80,7,9
"자산평가이익",0,0,0,0
"자산손상차손환입",0,0,0,0
"임대료수익",0,0,0,0
"로열티수익",0,0,0,0
"수수료수익",4,3,3,3
"대손충당금환입",0,0,0,0
"충당부채환입액",0,0,0,0
"기타비용",3876,118,740,143
"재고자산감모손실",0,0,0,0
"재고자산폐기(처분)손실",0,0,0,0
"당기손익-공정가치측정<U+00A0>금융자산평가손실",1,28,0,0
"자산처분(폐기)손실",94,20,73,73
"자산평가손실",0,0,0,0
"자산손상차손",3647,0,590,0
"기타대손상각비",4,0,0,0
"충당부채전입액",0,0,0,0
"종속기업,공동지배기업및관계기업관련손익",-45,81,48,122
"지분법손익",-28,-34,-53,29
"종속기업,공동지배기업및관계기업투자주식처분손익",0,0,0,0
"종속기업,공동지배기업및관계기업투자주식손상관련손익",0,0,0,0
"세전계속사업이익",-818,470,-928,582
"법인세비용",-30,159,-178,136
"계속영업이익",-788,310,-751,445
"중단영업이익",11,5,2,0
"당기순이익",-777,315,-748,445
"지배주주순이익",-1266,108,-996,202
"비지배주주순이익",365,111,129,156
"자산",232252,235049,238815,240208
"유동자산",36688,40313,43111,41783
"재고자산",12769,16094,14360,12970
"유동생물자산",0,0,0,0
"유동금융자산",6539,7518,6852,7362
"매출채권및기타유동채권",11057,8354,9573,11020
"당기법인세자산",11,12,3,10
"계약자산",0,0,0,0
"반품(환불)자산",0,0,0,0
"배출권",0,0,0,0
"기타유동자산",984,1161,1078,1047
"현금및현금성자산",3518,5601,9674,9375
"매각예정비유동자산및처분자산집단",1809,1571,1572,0
"비유동자산",195565,194738,195705,198424
"유형자산",130337,131298,132065,133338
"무형자산",3991,3975,3949,4140
"비유동생물자산",0,0,0,0
"투자부동산",7938,7949,8276,8279
